Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00002	 0.00000	 0.00004	 0.02458	 0.00000	 0.00000	 0.00000		218.553834	-4422.614283
1001	 0.00000	 0.00002	 0.00000	 0.00002	 0.02737	 0.00000	 0.00000	 0.00000		225.878115	-4330.069603
2002	 0.00001	 0.00006	 0.00001	 0.00006	 0.02598	 0.00000	 0.00000	 0.00000		210.593974	-4383.641126
3003	 0.00002	 0.00005	 0.00001	 0.00008	 0.02643	 0.00000	 0.00000	 0.00000		201.251777	-4396.616110
4004	 0.00001	 0.00004	 0.00002	 0.00014	 0.02875	 0.00000	 0.00000	 0.00000		204.155613	-4247.564521
5005	 0.00002	 0.00011	 0.00002	 0.00020	 0.02854	 0.00000	 0.00001	 0.00000		195.057388	-4298.869490
6006	 0.00002	 0.00007	 0.00002	 0.00009	 0.02716	 0.00000	 0.00001	 0.00000		204.828508	-4270.203922
7007	 0.00001	 0.00004	 0.00002	 0.00011	 0.02709	 0.00000	 0.00000	 0.00000		210.029422	-4228.541163
8008	 0.00006	 0.00018	 0.00005	 0.00025	 0.02771	 0.00000	 0.00001	 0.00000		189.892256	-4230.192588
9009	 0.00002	 0.00005	 0.00004	 0.00024	 0.02887	 0.00000	 0.00001	 0.00000		201.419317	-4138.112385
10010	 0.00002	 0.00007	 0.00006	 0.00022	 0.02609	 0.00000	 0.00001	 0.00000		200.922258	-4333.036733
11011	 0.00003	 0.00007	 0.00003	 0.00023	 0.02854	 0.00000	 0.00001	 0.00000		196.677879	-4222.145818
12012	 0.00004	 0.00009	 0.00005	 0.00021	 0.02923	 0.00000	 0.00001	 0.00000		191.979745	-4228.605926
13013	 0.00002	 0.00006	 0.00003	 0.00031	 0.02721	 0.00000	 0.00001	 0.00000		193.915648	-4325.062119
14014	 0.00003	 0.00020	 0.00003	 0.00015	 0.02835	 0.00000	 0.00001	 0.00000		198.145771	-4260.948029
15015	 0.00006	 0.00018	 0.00005	 0.00036	 0.02974	 0.00001	 0.00001	 0.00000		181.850962	-4308.191918
16016	 0.00007	 0.00017	 0.00005	 0.00020	 0.02938	 0.00001	 0.00001	 0.00000		187.558183	-4188.018193
17017	 0.00002	 0.00006	 0.00001	 0.00007	 0.02655	 0.00000	 0.00000	 0.00000		204.471450	-4229.362292
18018	 0.00001	 0.00008	 0.00000	 0.00002	 0.02704	 0.00000	 0.00000	 0.00000		218.644873	-4323.174642
19019	 0.00000	 0.00001	 0.00000	 0.00001	 0.02619	 0.00000	 0.00000	 0.00000		232.403460	-4299.494179
20020	 0.00000	 0.00001	 0.00000	 0.00001	 0.02667	 0.00000	 0.00000	 0.00000		233.685113	-4356.897429
21021	 0.00000	 0.00001	 0.00000	 0.00001	 0.02713	 0.00000	 0.00000	 0.00000		241.752287	-4287.012600
22022	 0.00000	 0.00000	 0.00000	 0.00001	 0.02738	 0.00000	 0.00000	 0.00000		238.597227	-4364.929331
23023	 0.00000	 0.00001	 0.00000	 0.00000	 0.02904	 0.00000	 0.00000	 0.00000		246.103078	-4221.019908
24024	 0.00000	 0.00001	 0.00000	 0.00000	 0.02686	 0.00000	 0.00000	 0.00000		270.119769	-4194.652224
25025	 0.00000	 0.00001	 0.00000	 0.00000	 0.02618	 0.00000	 0.00000	 0.00000		266.722394	-4318.283450
26026	 0.00000	 0.00000	 0.00000	 0.00000	 0.02902	 0.00000	 0.00000	 0.00000		262.298699	-4248.410580
