Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00012	 0.00011	 0.00010	 0.00023	 0.01661	 0.00001	 0.00003		205.562693	-2285.182640
1001	 0.00005	 0.00008	 0.00005	 0.00019	 0.01423	 0.00000	 0.00001		208.859657	-2320.245231
2002	 0.00014	 0.00017	 0.00010	 0.00025	 0.01463	 0.00001	 0.00002		195.328926	-2326.768264
3003	 0.00013	 0.00014	 0.00008	 0.00016	 0.01449	 0.00001	 0.00002		199.192509	-2454.986663
4004	 0.00014	 0.00020	 0.00011	 0.00022	 0.01489	 0.00002	 0.00003		197.782241	-2396.476479
5005	 0.00011	 0.00033	 0.00006	 0.00008	 0.01451	 0.00001	 0.00001		205.184545	-2356.410856
6006	 0.00012	 0.00012	 0.00007	 0.00019	 0.01423	 0.00001	 0.00002		203.475311	-2494.431716
7007	 0.00011	 0.00013	 0.00009	 0.00009	 0.01579	 0.00001	 0.00002		212.299107	-2248.025546
8008	 0.00023	 0.00037	 0.00012	 0.00011	 0.01530	 0.00003	 0.00004		194.689539	-2330.063075
9009	 0.00009	 0.00025	 0.00003	 0.00002	 0.01637	 0.00001	 0.00001		219.886228	-2323.643162
10010	 0.00005	 0.00016	 0.00004	 0.00006	 0.01528	 0.00001	 0.00001		219.526823	-2283.463381
11011	 0.00005	 0.00008	 0.00002	 0.00004	 0.01445	 0.00000	 0.00001		223.169573	-2331.769059
12012	 0.00005	 0.00008	 0.00003	 0.00017	 0.01496	 0.00001	 0.00001		203.901615	-2372.390523
13013	 0.00004	 0.00005	 0.00001	 0.00008	 0.01552	 0.00000	 0.00000		204.252009	-2344.191531
14014	 0.00006	 0.00011	 0.00003	 0.00001	 0.01744	 0.00001	 0.00001		214.934034	-2390.429807
15015	 0.00017	 0.00026	 0.00005	 0.00005	 0.01594	 0.00001	 0.00002		209.181362	-2279.937999
16016	 0.00025	 0.00032	 0.00016	 0.00016	 0.01485	 0.00003	 0.00004		192.539811	-2390.320030
