Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00016	 0.00011	 0.00063	 0.01113	 0.00000	 0.00002		193.291077	-1750.199491
1001	 0.00001	 0.00002	 0.00007	 0.00012	 0.01049	 0.00000	 0.00002		233.445313	-1750.622107
2002	 0.00001	 0.00003	 0.00029	 0.00031	 0.00906	 0.00000	 0.00004		205.517975	-1793.217552
3003	 0.00002	 0.00004	 0.00014	 0.00024	 0.01051	 0.00000	 0.00003		210.757470	-1719.191671
4004	 0.00001	 0.00001	 0.00004	 0.00010	 0.01063	 0.00000	 0.00001		234.238994	-1766.003275
5005	 0.00005	 0.00007	 0.00008	 0.00025	 0.01037	 0.00000	 0.00002		200.275360	-1722.796550
6006	 0.00008	 0.00015	 0.00007	 0.00016	 0.01005	 0.00001	 0.00002		204.136730	-1786.671780
7007	 0.00003	 0.00005	 0.00004	 0.00008	 0.01176	 0.00000	 0.00001		218.812164	-1776.289925
8008	 0.00011	 0.00009	 0.00009	 0.00010	 0.00965	 0.00001	 0.00002		213.747642	-1667.589647
9009	 0.00008	 0.00014	 0.00010	 0.00028	 0.01060	 0.00001	 0.00002		198.568527	-1794.775116
10010	 0.00006	 0.00034	 0.00024	 0.00043	 0.01072	 0.00001	 0.00005		192.195845	-1838.205570
11011	 0.00004	 0.00019	 0.00012	 0.00038	 0.01036	 0.00000	 0.00003		195.877508	-1679.096884
12012	 0.00004	 0.00008	 0.00006	 0.00015	 0.01221	 0.00000	 0.00001		209.736071	-1689.894210
13013	 0.00010	 0.00012	 0.00004	 0.00009	 0.01100	 0.00000	 0.00001		197.652324	-1762.630272
14014	 0.00007	 0.00009	 0.00006	 0.00007	 0.01070	 0.00000	 0.00001		213.529481	-1755.658022
15015	 0.00012	 0.00026	 0.00010	 0.00011	 0.01022	 0.00001	 0.00002		203.975369	-1724.547546
16016	 0.00038	 0.00038	 0.00011	 0.00018	 0.01109	 0.00001	 0.00002		187.257065	-1764.389748
17017	 0.00007	 0.00013	 0.00005	 0.00018	 0.01100	 0.00001	 0.00001		199.943456	-1755.399786
18018	 0.00010	 0.00005	 0.00004	 0.00006	 0.00999	 0.00000	 0.00001		224.896993	-1740.348401
19019	 0.00004	 0.00009	 0.00006	 0.00010	 0.01107	 0.00000	 0.00001		210.956061	-1729.378223
20020	 0.00002	 0.00004	 0.00005	 0.00004	 0.01094	 0.00000	 0.00001		236.995323	-1640.648736
21021	 0.00003	 0.00004	 0.00007	 0.00015	 0.01011	 0.00000	 0.00001		213.473683	-1749.141514
22022	 0.00008	 0.00012	 0.00013	 0.00023	 0.01161	 0.00001	 0.00003		200.563583	-1766.144369
23023	 0.00002	 0.00005	 0.00003	 0.00013	 0.00986	 0.00000	 0.00001		214.393878	-1795.003925
24024	 0.00006	 0.00017	 0.00006	 0.00006	 0.01003	 0.00000	 0.00001		219.788799	-1768.202348
25025	 0.00002	 0.00003	 0.00002	 0.00006	 0.01222	 0.00000	 0.00000		221.172603	-1743.852579
26026	 0.00005	 0.00021	 0.00006	 0.00006	 0.00986	 0.00001	 0.00001		216.140134	-1740.129697
27027	 0.00004	 0.00008	 0.00008	 0.00012	 0.01051	 0.00000	 0.00001		213.009658	-1760.116512
28028	 0.00003	 0.00002	 0.00003	 0.00006	 0.01041	 0.00000	 0.00001		226.612605	-1737.697670
29029	 0.00001	 0.00003	 0.00001	 0.00002	 0.01161	 0.00000	 0.00000		247.821367	-1685.945835
30030	 0.00001	 0.00004	 0.00003	 0.00005	 0.01019	 0.00000	 0.00001		227.357952	-1703.484708
31031	 0.00003	 0.00004	 0.00008	 0.00015	 0.01044	 0.00000	 0.00002		211.111043	-1746.844425
32032	 0.00002	 0.00009	 0.00009	 0.00013	 0.01088	 0.00000	 0.00002		220.443231	-1670.994648
33033	 0.00006	 0.00009	 0.00012	 0.00017	 0.00988	 0.00000	 0.00002		209.022365	-1725.676413
34034	 0.00004	 0.00005	 0.00004	 0.00006	 0.01021	 0.00000	 0.00001		223.237737	-1728.488569
35035	 0.00004	 0.00006	 0.00008	 0.00011	 0.01014	 0.00000	 0.00001		215.066067	-1769.526103
36036	 0.00009	 0.00012	 0.00006	 0.00005	 0.01110	 0.00001	 0.00001		216.921526	-1729.367882
37037	 0.00016	 0.00021	 0.00009	 0.00008	 0.00985	 0.00001	 0.00002		205.070642	-1751.126273
38038	 0.00007	 0.00017	 0.00006	 0.00005	 0.01033	 0.00001	 0.00001		215.676701	-1756.567421
39039	 0.00014	 0.00011	 0.00008	 0.00005	 0.00984	 0.00000	 0.00001		213.948391	-1714.105469
40040	 0.00005	 0.00011	 0.00006	 0.00006	 0.01030	 0.00000	 0.00001		222.054082	-1785.537117
41041	 0.00003	 0.00004	 0.00008	 0.00023	 0.00979	 0.00000	 0.00002		209.123764	-1783.354890
42042	 0.00009	 0.00023	 0.00021	 0.00034	 0.01011	 0.00001	 0.00004		194.436009	-1779.553769
43043	 0.00005	 0.00007	 0.00007	 0.00018	 0.01037	 0.00000	 0.00001		203.325455	-1805.185508
44044	 0.00001	 0.00007	 0.00003	 0.00009	 0.01057	 0.00000	 0.00001		214.926937	-1746.620927
45045	 0.00001	 0.00005	 0.00002	 0.00007	 0.01180	 0.00000	 0.00001		224.047117	-1807.096617
46046	 0.00002	 0.00008	 0.00004	 0.00009	 0.01008	 0.00000	 0.00001		221.273506	-1791.837302
47047	 0.00007	 0.00007	 0.00007	 0.00013	 0.01061	 0.00001	 0.00001		207.168644	-1726.128628
48048	 0.00013	 0.00018	 0.00012	 0.00015	 0.01101	 0.00001	 0.00002		195.815710	-1744.108167
49049	 0.00010	 0.00010	 0.00007	 0.00013	 0.01126	 0.00000	 0.00001		206.940131	-1739.765464
50050	 0.00005	 0.00008	 0.00007	 0.00013	 0.01049	 0.00000	 0.00001		211.239214	-1730.865991
51051	 0.00002	 0.00006	 0.00005	 0.00006	 0.00989	 0.00000	 0.00001		224.717202	-1747.604910
52052	 0.00004	 0.00008	 0.00006	 0.00025	 0.01110	 0.00000	 0.00002		206.711000	-1767.832532
53053	 0.00003	 0.00009	 0.00021	 0.00035	 0.01044	 0.00000	 0.00003		199.950894	-1754.666440
54054	 0.00004	 0.00006	 0.00006	 0.00010	 0.01028	 0.00000	 0.00001		210.087299	-1763.651872
55055	 0.00002	 0.00007	 0.00006	 0.00011	 0.01173	 0.00000	 0.00001		219.041187	-1732.202302
56056	 0.00003	 0.00005	 0.00005	 0.00007	 0.01137	 0.00000	 0.00001		219.809171	-1747.981208
57057	 0.00005	 0.00006	 0.00005	 0.00015	 0.01130	 0.00000	 0.00001		208.904434	-1697.788091
58058	 0.00003	 0.00005	 0.00005	 0.00004	 0.01122	 0.00000	 0.00001		225.874032	-1690.843651
59059	 0.00003	 0.00005	 0.00003	 0.00003	 0.00949	 0.00000	 0.00000		222.236060	-1717.494792
60060	 0.00013	 0.00012	 0.00011	 0.00012	 0.00929	 0.00001	 0.00002		208.289173	-1760.361110
61061	 0.00013	 0.00015	 0.00008	 0.00012	 0.01032	 0.00001	 0.00002		206.251278	-1769.058858
62062	 0.00004	 0.00008	 0.00004	 0.00010	 0.01012	 0.00000	 0.00001		217.835126	-1799.385511
63063	 0.00004	 0.00009	 0.00014	 0.00026	 0.01087	 0.00000	 0.00002		198.286578	-1738.625466
64064	 0.00002	 0.00003	 0.00005	 0.00008	 0.01012	 0.00000	 0.00001		223.973974	-1738.515907
65065	 0.00003	 0.00006	 0.00006	 0.00013	 0.01065	 0.00000	 0.00001		212.728285	-1737.460597
66066	 0.00009	 0.00008	 0.00007	 0.00007	 0.01109	 0.00001	 0.00001		218.968708	-1725.297852
67067	 0.00004	 0.00010	 0.00006	 0.00012	 0.01197	 0.00000	 0.00001		206.175882	-1723.940589
68068	 0.00014	 0.00014	 0.00018	 0.00046	 0.01024	 0.00001	 0.00005		194.261228	-1755.070796
69069	 0.00015	 0.00021	 0.00008	 0.00022	 0.01123	 0.00001	 0.00002		196.012416	-1746.842654
70070	 0.00014	 0.00018	 0.00006	 0.00007	 0.01046	 0.00001	 0.00001		214.451870	-1712.368932
71071	 0.00008	 0.00008	 0.00006	 0.00017	 0.01130	 0.00001	 0.00001		203.551995	-1689.217083
72072	 0.00006	 0.00008	 0.00004	 0.00004	 0.01159	 0.00000	 0.00001		224.762785	-1706.560460
73073	 0.00012	 0.00020	 0.00006	 0.00007	 0.00969	 0.00001	 0.00001		211.738708	-1787.640730
74074	 0.00007	 0.00010	 0.00007	 0.00013	 0.01010	 0.00001	 0.00002		217.596626	-1704.173520
75075	 0.00016	 0.00020	 0.00011	 0.00017	 0.00951	 0.00001	 0.00003		202.604574	-1770.422162
76076	 0.00019	 0.00032	 0.00021	 0.00026	 0.00974	 0.00001	 0.00004		195.072293	-1722.717279
77077	 0.00018	 0.00022	 0.00032	 0.00039	 0.01003	 0.00001	 0.00007		191.350478	-1706.994812
78078	 0.00005	 0.00012	 0.00016	 0.00031	 0.01164	 0.00000	 0.00003		195.758678	-1702.959803
79079	 0.00005	 0.00005	 0.00016	 0.00035	 0.01112	 0.00000	 0.00003		202.116188	-1725.215473
80080	 0.00011	 0.00027	 0.00017	 0.00030	 0.01071	 0.00001	 0.00003		192.938602	-1754.864475
81081	 0.00009	 0.00011	 0.00008	 0.00010	 0.01013	 0.00001	 0.00002		210.257092	-1792.243963
82082	 0.00010	 0.00023	 0.00012	 0.00014	 0.01127	 0.00001	 0.00002		201.495267	-1671.743857
83083	 0.00020	 0.00034	 0.00029	 0.00040	 0.01074	 0.00002	 0.00005		179.797351	-1724.014527
84084	 0.00021	 0.00022	 0.00010	 0.00012	 0.00948	 0.00002	 0.00003		201.617985	-1722.687532
85085	 0.00014	 0.00018	 0.00018	 0.00013	 0.00964	 0.00001	 0.00003		206.116365	-1777.171950
86086	 0.00012	 0.00008	 0.00008	 0.00014	 0.01152	 0.00001	 0.00002		207.215738	-1739.725156
87087	 0.00010	 0.00019	 0.00003	 0.00003	 0.00974	 0.00000	 0.00001		219.212935	-1788.462861
88088	 0.00011	 0.00018	 0.00005	 0.00002	 0.01115	 0.00001	 0.00001		216.867052	-1834.423793
89089	 0.00009	 0.00009	 0.00003	 0.00001	 0.01104	 0.00000	 0.00001		234.727997	-1734.093900
90090	 0.00005	 0.00011	 0.00004	 0.00001	 0.01114	 0.00001	 0.00001		223.620867	-1771.007777
91091	 0.00006	 0.00008	 0.00002	 0.00001	 0.01010	 0.00000	 0.00000		219.070846	-1750.465637
92092	 0.00007	 0.00018	 0.00005	 0.00001	 0.01085	 0.00001	 0.00001		224.928541	-1675.630963
93093	 0.00012	 0.00025	 0.00005	 0.00001	 0.01002	 0.00001	 0.00001		225.247530	-1819.155318
94094	 0.00013	 0.00020	 0.00008	 0.00002	 0.01006	 0.00001	 0.00002		217.015539	-1753.210048
95095	 0.00010	 0.00023	 0.00005	 0.00003	 0.01104	 0.00001	 0.00001		214.322592	-1704.579122
96096	 0.00008	 0.00009	 0.00007	 0.00015	 0.01103	 0.00000	 0.00002		209.072636	-1715.228270
97097	 0.00009	 0.00015	 0.00014	 0.00033	 0.01018	 0.00000	 0.00003		193.426149	-1716.927734
98098	 0.00010	 0.00026	 0.00006	 0.00007	 0.01030	 0.00001	 0.00001		211.551810	-1806.919348
99099	 0.00012	 0.00032	 0.00010	 0.00013	 0.01084	 0.00001	 0.00002		207.628815	-1765.959430
100100	 0.00007	 0.00019	 0.00008	 0.00009	 0.01180	 0.00001	 0.00002		207.929932	-1729.984198
101101	 0.00003	 0.00007	 0.00008	 0.00010	 0.01037	 0.00000	 0.00001		219.544911	-1764.199203
102102	 0.00011	 0.00013	 0.00013	 0.00015	 0.00999	 0.00001	 0.00002		205.573731	-1774.292100
103103	 0.00034	 0.00017	 0.00028	 0.00024	 0.01092	 0.00002	 0.00005		194.060118	-1663.575402
104104	 0.00020	 0.00024	 0.00024	 0.00024	 0.01096	 0.00002	 0.00005		195.669705	-1750.834063
105105	 0.00008	 0.00025	 0.00025	 0.00041	 0.01013	 0.00001	 0.00005		189.544017	-1782.816995
106106	 0.00008	 0.00028	 0.00019	 0.00061	 0.01033	 0.00001	 0.00005		192.374382	-1815.661297
107107	 0.00007	 0.00018	 0.00004	 0.00003	 0.01118	 0.00001	 0.00001		229.426042	-1718.636211
108108	 0.00008	 0.00015	 0.00007	 0.00007	 0.00999	 0.00001	 0.00001		211.210325	-1747.155608
109109	 0.00003	 0.00003	 0.00002	 0.00003	 0.01049	 0.00000	 0.00000		236.807175	-1751.067502
110110	 0.00005	 0.00023	 0.00006	 0.00004	 0.01223	 0.00000	 0.00001		214.886637	-1720.004052
111111	 0.00006	 0.00013	 0.00005	 0.00009	 0.01069	 0.00000	 0.00001		213.991751	-1744.692503
112112	 0.00010	 0.00008	 0.00010	 0.00010	 0.01063	 0.00000	 0.00002		218.162413	-1749.424061
113113	 0.00018	 0.00037	 0.00019	 0.00019	 0.01081	 0.00001	 0.00003		193.407824	-1760.174942
114114	 0.00006	 0.00020	 0.00015	 0.00023	 0.00909	 0.00001	 0.00003		202.182482	-1755.814333
115115	 0.00005	 0.00009	 0.00013	 0.00015	 0.00957	 0.00000	 0.00002		210.485130	-1779.922344
116116	 0.00014	 0.00018	 0.00032	 0.00030	 0.01168	 0.00001	 0.00005		189.570520	-1749.103230
117117	 0.00002	 0.00008	 0.00013	 0.00038	 0.01055	 0.00000	 0.00003		201.373827	-1713.556372
118118	 0.00005	 0.00010	 0.00013	 0.00025	 0.01136	 0.00000	 0.00003		199.455628	-1678.429013
119119	 0.00002	 0.00005	 0.00011	 0.00026	 0.01155	 0.00000	 0.00002		204.747535	-1705.714806
120120	 0.00002	 0.00003	 0.00006	 0.00011	 0.01091	 0.00000	 0.00001		225.592700	-1740.694727
121121	 0.00003	 0.00007	 0.00017	 0.00030	 0.01097	 0.00000	 0.00003		210.167082	-1702.247422
122122	 0.00004	 0.00007	 0.00022	 0.00037	 0.00870	 0.00000	 0.00005		201.249792	-1850.133069
