Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00015	 0.00032	 0.00009	 0.00028	 0.02256	 0.00002	 0.00003		181.944540	-3747.569842
1001	 0.00016	 0.00023	 0.00005	 0.00007	 0.02440	 0.00001	 0.00002		197.108868	-3607.571493
2002	 0.00012	 0.00015	 0.00003	 0.00005	 0.02324	 0.00001	 0.00001		191.955800	-3698.612187
3003	 0.00023	 0.00031	 0.00006	 0.00010	 0.02428	 0.00002	 0.00002		181.585429	-3719.848044
4004	 0.00013	 0.00022	 0.00005	 0.00026	 0.02206	 0.00001	 0.00002		187.953313	-3800.600743
5005	 0.00011	 0.00021	 0.00007	 0.00033	 0.02347	 0.00001	 0.00002		189.095309	-3755.797669
6006	 0.00003	 0.00006	 0.00002	 0.00019	 0.02430	 0.00000	 0.00001		203.059689	-3696.637912
7007	 0.00008	 0.00015	 0.00004	 0.00019	 0.02327	 0.00001	 0.00001		187.633050	-3701.636485
8008	 0.00004	 0.00003	 0.00002	 0.00011	 0.02333	 0.00000	 0.00001		208.949843	-3743.444644
9009	 0.00002	 0.00004	 0.00001	 0.00004	 0.02299	 0.00000	 0.00000		225.689099	-3692.089576
10010	 0.00004	 0.00006	 0.00001	 0.00009	 0.02300	 0.00000	 0.00000		202.288559	-3773.781400
11011	 0.00001	 0.00002	 0.00001	 0.00005	 0.02149	 0.00000	 0.00000		219.627201	-3745.896148
12012	 0.00008	 0.00013	 0.00002	 0.00014	 0.02261	 0.00001	 0.00001		188.428285	-3786.827851
13013	 0.00003	 0.00009	 0.00001	 0.00004	 0.02420	 0.00000	 0.00000		204.542763	-3657.039741
14014	 0.00001	 0.00001	 0.00000	 0.00002	 0.02248	 0.00000	 0.00000		221.661824	-3884.258738
15015	 0.00000	 0.00001	 0.00000	 0.00001	 0.02268	 0.00000	 0.00000		242.456161	-3733.323749
16016	 0.00001	 0.00001	 0.00000	 0.00003	 0.02483	 0.00000	 0.00000		225.492807	-3659.887112
17017	 0.00000	 0.00001	 0.00000	 0.00007	 0.02262	 0.00000	 0.00000		229.522550	-3826.880141
18018	 0.00000	 0.00000	 0.00000	 0.00005	 0.02397	 0.00000	 0.00000		237.683774	-3741.293207
19019	 0.00000	 0.00001	 0.00000	 0.00007	 0.02402	 0.00000	 0.00000		231.343580	-3789.999687
20020	 0.00000	 0.00000	 0.00000	 0.00011	 0.02440	 0.00000	 0.00000		246.089666	-3655.049952
21021	 0.00000	 0.00001	 0.00000	 0.00013	 0.02461	 0.00000	 0.00000		226.016141	-3781.421567
22022	 0.00000	 0.00000	 0.00000	 0.00014	 0.02605	 0.00000	 0.00000		231.822961	-3758.711488
23023	 0.00000	 0.00000	 0.00000	 0.00015	 0.02548	 0.00000	 0.00000		230.411604	-3797.167434
24024	 0.00000	 0.00000	 0.00000	 0.00002	 0.02375	 0.00000	 0.00000		247.056920	-3695.687471
25025	 0.00000	 0.00000	 0.00000	 0.00007	 0.02204	 0.00000	 0.00000		242.660541	-3685.014637
26026	 0.00000	 0.00000	 0.00000	 0.00018	 0.02324	 0.00000	 0.00000		244.381523	-3707.931559
27027	 0.00000	 0.00001	 0.00000	 0.00026	 0.02264	 0.00000	 0.00000		222.804899	-3714.809921
28028	 0.00000	 0.00001	 0.00000	 0.00011	 0.02442	 0.00000	 0.00000		230.180724	-3632.430898
29029	 0.00000	 0.00001	 0.00000	 0.00010	 0.02514	 0.00000	 0.00000		231.666663	-3734.798781
30030	 0.00000	 0.00000	 0.00000	 0.00002	 0.02313	 0.00000	 0.00000		252.299482	-3739.283702
31031	 0.00000	 0.00000	 0.00000	 0.00001	 0.02403	 0.00000	 0.00000		259.725016	-3687.728501
32032	 0.00000	 0.00000	 0.00000	 0.00002	 0.02379	 0.00000	 0.00000		258.982942	-3683.250154
33033	 0.00000	 0.00000	 0.00000	 0.00010	 0.02331	 0.00000	 0.00000		256.970167	-3762.349003
34034	 0.00000	 0.00000	 0.00000	 0.00003	 0.02353	 0.00000	 0.00000		243.301945	-3886.895331
35035	 0.00000	 0.00001	 0.00000	 0.00020	 0.02356	 0.00000	 0.00000		225.145744	-3762.411224
36036	 0.00000	 0.00001	 0.00000	 0.00010	 0.02318	 0.00000	 0.00000		220.203466	-3811.719062
37037	 0.00001	 0.00001	 0.00000	 0.00010	 0.02475	 0.00000	 0.00000		222.934323	-3815.745048
38038	 0.00001	 0.00002	 0.00001	 0.00018	 0.02184	 0.00000	 0.00000		210.734994	-3822.754810
39039	 0.00001	 0.00002	 0.00000	 0.00018	 0.02470	 0.00000	 0.00000		220.564288	-3701.481393
40040	 0.00001	 0.00002	 0.00001	 0.00005	 0.02402	 0.00000	 0.00000		228.127545	-3749.510386
41041	 0.00002	 0.00004	 0.00001	 0.00010	 0.02462	 0.00000	 0.00000		218.745899	-3625.689675
42042	 0.00006	 0.00009	 0.00003	 0.00020	 0.02453	 0.00001	 0.00001		196.904468	-3767.930063
43043	 0.00003	 0.00005	 0.00001	 0.00009	 0.02248	 0.00000	 0.00000		209.064184	-3705.839413
44044	 0.00006	 0.00011	 0.00002	 0.00011	 0.02393	 0.00001	 0.00001		197.331187	-3696.742187
45045	 0.00011	 0.00019	 0.00004	 0.00015	 0.02187	 0.00001	 0.00001		192.342286	-3695.080301
46046	 0.00026	 0.00021	 0.00005	 0.00013	 0.02256	 0.00002	 0.00002		190.153877	-3744.463777
47047	 0.00013	 0.00022	 0.00004	 0.00006	 0.02503	 0.00001	 0.00002		192.474007	-3657.776958
48048	 0.00012	 0.00017	 0.00004	 0.00006	 0.02408	 0.00001	 0.00001		188.334914	-3744.464815
49049	 0.00008	 0.00016	 0.00003	 0.00006	 0.02264	 0.00001	 0.00001		194.222670	-3801.508888
50050	 0.00007	 0.00010	 0.00002	 0.00010	 0.02167	 0.00001	 0.00001		201.973762	-3814.054976
51051	 0.00004	 0.00011	 0.00002	 0.00005	 0.02294	 0.00000	 0.00001		205.797286	-3780.253350
52052	 0.00004	 0.00007	 0.00002	 0.00022	 0.02413	 0.00000	 0.00001		201.327329	-3707.827736
53053	 0.00002	 0.00004	 0.00001	 0.00008	 0.02452	 0.00000	 0.00000		216.428699	-3668.983988
54054	 0.00003	 0.00008	 0.00002	 0.00010	 0.02380	 0.00000	 0.00001		206.077787	-3733.098329
55055	 0.00008	 0.00010	 0.00003	 0.00023	 0.02332	 0.00001	 0.00001		192.881423	-3798.468573
56056	 0.00005	 0.00009	 0.00001	 0.00004	 0.02280	 0.00000	 0.00000		200.828049	-3666.127220
57057	 0.00008	 0.00014	 0.00002	 0.00004	 0.02339	 0.00001	 0.00001		201.492748	-3675.760488
58058	 0.00006	 0.00012	 0.00002	 0.00002	 0.02386	 0.00001	 0.00001		218.662551	-3728.891232
59059	 0.00004	 0.00006	 0.00002	 0.00020	 0.02273	 0.00000	 0.00001		205.366915	-3625.855553
60060	 0.00002	 0.00003	 0.00001	 0.00009	 0.02501	 0.00000	 0.00000		214.784444	-3690.887622
61061	 0.00003	 0.00009	 0.00001	 0.00022	 0.02317	 0.00000	 0.00000		191.804617	-3902.701916
62062	 0.00002	 0.00008	 0.00001	 0.00004	 0.02251	 0.00000	 0.00000		220.730498	-3709.816156
63063	 0.00002	 0.00003	 0.00001	 0.00013	 0.02568	 0.00000	 0.00000		207.703658	-3703.901296
64064	 0.00001	 0.00002	 0.00001	 0.00002	 0.02431	 0.00000	 0.00000		231.114733	-3724.027779
65065	 0.00003	 0.00003	 0.00001	 0.00007	 0.02398	 0.00000	 0.00000		214.075017	-3636.398484
66066	 0.00002	 0.00002	 0.00001	 0.00005	 0.02465	 0.00000	 0.00000		224.686434	-3692.289415
67067	 0.00002	 0.00006	 0.00001	 0.00004	 0.02389	 0.00000	 0.00000		214.321272	-3750.271587
68068	 0.00006	 0.00007	 0.00002	 0.00014	 0.02314	 0.00001	 0.00001		202.430692	-3645.208926
69069	 0.00006	 0.00009	 0.00002	 0.00013	 0.02270	 0.00000	 0.00001		197.007963	-3749.834833
70070	 0.00003	 0.00006	 0.00002	 0.00032	 0.02317	 0.00000	 0.00001		202.200188	-3782.082802
71071	 0.00003	 0.00006	 0.00003	 0.00022	 0.02533	 0.00000	 0.00001		203.349014	-3596.732247
72072	 0.00008	 0.00012	 0.00003	 0.00013	 0.02357	 0.00001	 0.00001		200.618114	-3557.005773
73073	 0.00011	 0.00013	 0.00004	 0.00021	 0.02148	 0.00001	 0.00001		195.189725	-3699.470939
74074	 0.00014	 0.00019	 0.00004	 0.00025	 0.02214	 0.00001	 0.00001		183.429826	-3805.398893
75075	 0.00004	 0.00013	 0.00003	 0.00019	 0.02406	 0.00000	 0.00001		196.820752	-3685.197888
76076	 0.00004	 0.00010	 0.00003	 0.00043	 0.02512	 0.00000	 0.00001		188.202473	-3667.014110
77077	 0.00003	 0.00004	 0.00003	 0.00026	 0.02295	 0.00000	 0.00001		200.567615	-3670.920648
78078	 0.00003	 0.00005	 0.00003	 0.00014	 0.02565	 0.00000	 0.00001		210.099074	-3676.813821
79079	 0.00003	 0.00007	 0.00002	 0.00015	 0.02394	 0.00000	 0.00001		200.597692	-3710.261400
80080	 0.00002	 0.00004	 0.00001	 0.00014	 0.02347	 0.00000	 0.00000		213.413631	-3745.154245
