Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00012	 0.00015	 0.00004	 0.00007	 0.05152	 0.00001	 0.00001		188.403750	-7886.278823
1001	 0.00006	 0.00013	 0.00003	 0.00004	 0.04805	 0.00001	 0.00001		197.923605	-7663.911429
2002	 0.00005	 0.00008	 0.00002	 0.00006	 0.05146	 0.00000	 0.00001		194.655324	-7813.429839
3003	 0.00011	 0.00018	 0.00004	 0.00006	 0.05088	 0.00001	 0.00001		185.776939	-7816.818751
4004	 0.00006	 0.00007	 0.00002	 0.00005	 0.05165	 0.00000	 0.00001		196.940630	-7704.481768
5005	 0.00004	 0.00009	 0.00002	 0.00002	 0.05217	 0.00000	 0.00000		211.250566	-7724.541647
6006	 0.00004	 0.00006	 0.00002	 0.00002	 0.05234	 0.00000	 0.00000		209.914094	-7628.748117
7007	 0.00004	 0.00006	 0.00002	 0.00002	 0.04819	 0.00000	 0.00000		211.367273	-7792.182446
8008	 0.00005	 0.00008	 0.00001	 0.00002	 0.05049	 0.00000	 0.00000		180.238013	-7951.781997
9009	 0.00004	 0.00011	 0.00001	 0.00003	 0.05004	 0.00000	 0.00000		190.808971	-7808.131858
10010	 0.00003	 0.00004	 0.00001	 0.00001	 0.04916	 0.00000	 0.00000		209.731370	-7706.551362
11011	 0.00001	 0.00003	 0.00000	 0.00001	 0.04982	 0.00000	 0.00000		216.367393	-7920.675971
12012	 0.00001	 0.00001	 0.00000	 0.00001	 0.04859	 0.00000	 0.00000		229.735433	-7801.133105
13013	 0.00001	 0.00002	 0.00000	 0.00001	 0.05064	 0.00000	 0.00000		221.786070	-7900.163454
14014	 0.00000	 0.00000	 0.00000	 0.00001	 0.04882	 0.00000	 0.00000		224.188575	-8084.418305
15015	 0.00000	 0.00001	 0.00000	 0.00000	 0.05084	 0.00000	 0.00000		240.783570	-7707.710003
16016	 0.00000	 0.00000	 0.00000	 0.00000	 0.05176	 0.00000	 0.00000		265.493769	-7579.647454
17017	 0.00000	 0.00000	 0.00000	 0.00000	 0.05136	 0.00000	 0.00000		253.240552	-7948.584922
18018	 0.00000	 0.00000	 0.00000	 0.00000	 0.04943	 0.00000	 0.00000		248.366106	-7662.675126
19019	 0.00000	 0.00001	 0.00000	 0.00000	 0.04933	 0.00000	 0.00000		252.723163	-7849.168955
20020	 0.00000	 0.00000	 0.00000	 0.00000	 0.05122	 0.00000	 0.00000		254.177650	-7818.988925
