Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00006	 0.00012	 0.00005	 0.00013	 0.01288	 0.00000	 0.00001		211.791464	-1957.350103
1001	 0.00006	 0.00010	 0.00008	 0.00028	 0.01296	 0.00001	 0.00002		202.341426	-1980.667540
2002	 0.00006	 0.00002	 0.00002	 0.00004	 0.01181	 0.00000	 0.00001		233.116952	-1981.271708
3003	 0.00013	 0.00015	 0.00008	 0.00020	 0.01175	 0.00001	 0.00002		200.799354	-2011.542892
4004	 0.00014	 0.00017	 0.00007	 0.00019	 0.01146	 0.00001	 0.00002		199.851726	-2035.422028
5005	 0.00006	 0.00008	 0.00006	 0.00023	 0.01106	 0.00001	 0.00002		210.558020	-2030.106894
6006	 0.00011	 0.00016	 0.00007	 0.00017	 0.01244	 0.00001	 0.00002		201.593002	-2058.585615
7007	 0.00012	 0.00008	 0.00006	 0.00042	 0.01218	 0.00001	 0.00002		203.371380	-1992.948783
8008	 0.00003	 0.00002	 0.00005	 0.00019	 0.01345	 0.00000	 0.00001		221.738511	-2009.655631
9009	 0.00002	 0.00005	 0.00003	 0.00012	 0.01457	 0.00000	 0.00001		220.977102	-1932.790825
10010	 0.00003	 0.00002	 0.00003	 0.00011	 0.01349	 0.00000	 0.00001		228.508956	-1942.196417
11011	 0.00006	 0.00009	 0.00004	 0.00028	 0.01286	 0.00001	 0.00002		206.800257	-2032.856890
12012	 0.00017	 0.00013	 0.00009	 0.00033	 0.01148	 0.00001	 0.00003		196.981676	-2068.597727
13013	 0.00013	 0.00017	 0.00008	 0.00019	 0.01184	 0.00002	 0.00003		205.524570	-2021.170885
14014	 0.00007	 0.00008	 0.00004	 0.00013	 0.01290	 0.00001	 0.00001		214.784319	-1909.288874
15015	 0.00006	 0.00010	 0.00005	 0.00016	 0.01246	 0.00001	 0.00002		216.580124	-1976.840550
16016	 0.00011	 0.00012	 0.00004	 0.00008	 0.01301	 0.00001	 0.00001		209.517038	-2042.278413
17017	 0.00003	 0.00002	 0.00002	 0.00007	 0.01216	 0.00000	 0.00001		228.828385	-2023.765259
18018	 0.00007	 0.00010	 0.00003	 0.00009	 0.01191	 0.00001	 0.00001		218.360147	-1965.466723
19019	 0.00006	 0.00007	 0.00006	 0.00010	 0.01232	 0.00000	 0.00001		216.814542	-2063.189542
20020	 0.00021	 0.00024	 0.00007	 0.00035	 0.01362	 0.00001	 0.00002		187.306752	-2012.808367
21021	 0.00007	 0.00008	 0.00004	 0.00010	 0.01214	 0.00001	 0.00001		209.738502	-2011.280531
22022	 0.00005	 0.00006	 0.00003	 0.00007	 0.01368	 0.00000	 0.00001		219.531678	-1923.278661
23023	 0.00009	 0.00005	 0.00007	 0.00026	 0.01220	 0.00000	 0.00002		205.149278	-1995.961540
24024	 0.00004	 0.00007	 0.00007	 0.00030	 0.01114	 0.00000	 0.00002		205.483789	-2051.600707
