Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00004	 0.00000	 0.00009	 0.00611	 0.00000	 0.00000		225.277855	-1099.021280
1001	 0.00000	 0.00001	 0.00000	 0.00006	 0.00619	 0.00000	 0.00000		249.405244	-1094.946400
2002	 0.00001	 0.00002	 0.00000	 0.00001	 0.00619	 0.00000	 0.00000		234.806493	-1085.494957
3003	 0.00000	 0.00010	 0.00000	 0.00002	 0.00639	 0.00000	 0.00000		244.578393	-1075.992339
4004	 0.00000	 0.00003	 0.00000	 0.00013	 0.00607	 0.00000	 0.00000		240.977317	-1064.004277
5005	 0.00000	 0.00001	 0.00000	 0.00008	 0.00676	 0.00000	 0.00000		237.018252	-1096.790783
6006	 0.00000	 0.00010	 0.00000	 0.00001	 0.00628	 0.00000	 0.00000		253.173063	-1079.690915
7007	 0.00000	 0.00017	 0.00000	 0.00004	 0.00611	 0.00000	 0.00000		244.435346	-1098.434658
8008	 0.00000	 0.00000	 0.00000	 0.00013	 0.00613	 0.00000	 0.00000		245.912552	-1110.495711
9009	 0.00000	 0.00001	 0.00000	 0.00001	 0.00618	 0.00000	 0.00000		246.828185	-1059.609018
10010	 0.00000	 0.00002	 0.00000	 0.00003	 0.00654	 0.00000	 0.00000		243.770963	-1096.138082
11011	 0.00000	 0.00001	 0.00000	 0.00001	 0.00587	 0.00000	 0.00000		257.053689	-1076.850275
12012	 0.00000	 0.00006	 0.00000	 0.00023	 0.00720	 0.00000	 0.00000		239.150730	-1082.330435
13013	 0.00001	 0.00002	 0.00000	 0.00003	 0.00585	 0.00000	 0.00000		236.924748	-1085.917679
14014	 0.00001	 0.00006	 0.00000	 0.00014	 0.00698	 0.00000	 0.00000		225.392954	-1082.511027
15015	 0.00001	 0.00006	 0.00000	 0.00006	 0.00588	 0.00000	 0.00000		234.533477	-1101.569395
16016	 0.00000	 0.00001	 0.00000	 0.00017	 0.00631	 0.00000	 0.00000		234.234006	-1061.363305
17017	 0.00000	 0.00010	 0.00000	 0.00005	 0.00659	 0.00000	 0.00000		241.329632	-1071.300005
18018	 0.00001	 0.00005	 0.00000	 0.00012	 0.00633	 0.00000	 0.00000		231.315053	-1132.896830
19019	 0.00001	 0.00003	 0.00000	 0.00008	 0.00671	 0.00000	 0.00000		218.800286	-1072.877451
20020	 0.00001	 0.00014	 0.00001	 0.00008	 0.00578	 0.00000	 0.00000		232.271386	-1095.514062
21021	 0.00001	 0.00002	 0.00000	 0.00007	 0.00642	 0.00000	 0.00000		237.867468	-1085.930322
22022	 0.00001	 0.00007	 0.00000	 0.00017	 0.00594	 0.00000	 0.00000		229.810234	-1123.439704
23023	 0.00001	 0.00003	 0.00001	 0.00031	 0.00560	 0.00000	 0.00001		222.184738	-1060.181082
24024	 0.00002	 0.00007	 0.00003	 0.00019	 0.00667	 0.00000	 0.00001		225.877992	-1066.937318
25025	 0.00001	 0.00003	 0.00002	 0.00034	 0.00628	 0.00000	 0.00001		216.395134	-1062.530908
26026	 0.00004	 0.00013	 0.00002	 0.00022	 0.00652	 0.00000	 0.00001		209.961082	-1072.660155
27027	 0.00006	 0.00011	 0.00004	 0.00042	 0.00562	 0.00000	 0.00002		208.306827	-1111.233916
28028	 0.00009	 0.00019	 0.00003	 0.00043	 0.00694	 0.00001	 0.00002		200.676934	-1087.440395
29029	 0.00003	 0.00011	 0.00004	 0.00026	 0.00674	 0.00000	 0.00002		222.405001	-1064.288474
