Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00009	 0.00015	 0.00042	 0.02441	 0.00000	 0.00004		195.882792	-3738.488833
1001	 0.00002	 0.00005	 0.00008	 0.00047	 0.02488	 0.00000	 0.00002		201.055660	-3694.584048
2002	 0.00001	 0.00006	 0.00004	 0.00018	 0.02637	 0.00000	 0.00001		208.893167	-3711.855501
3003	 0.00001	 0.00003	 0.00004	 0.00027	 0.02347	 0.00000	 0.00001		207.370856	-3822.015935
4004	 0.00003	 0.00006	 0.00011	 0.00043	 0.02485	 0.00000	 0.00002		194.267777	-3755.669979
5005	 0.00001	 0.00002	 0.00005	 0.00026	 0.02516	 0.00000	 0.00001		210.938744	-3754.897316
6006	 0.00001	 0.00004	 0.00010	 0.00030	 0.02428	 0.00000	 0.00002		204.710961	-3785.310288
7007	 0.00002	 0.00005	 0.00010	 0.00026	 0.02273	 0.00000	 0.00002		203.053221	-3670.752738
8008	 0.00001	 0.00003	 0.00007	 0.00020	 0.02539	 0.00000	 0.00002		209.958561	-3684.822299
9009	 0.00000	 0.00001	 0.00003	 0.00022	 0.02459	 0.00000	 0.00001		219.265238	-3712.409087
10010	 0.00000	 0.00001	 0.00002	 0.00008	 0.02298	 0.00000	 0.00000		225.182677	-3837.543835
11011	 0.00000	 0.00000	 0.00002	 0.00007	 0.02315	 0.00000	 0.00000		230.827823	-3843.226206
12012	 0.00000	 0.00001	 0.00001	 0.00006	 0.02528	 0.00000	 0.00000		226.031865	-3772.367227
13013	 0.00001	 0.00001	 0.00001	 0.00005	 0.02516	 0.00000	 0.00000		221.628894	-3897.545382
14014	 0.00001	 0.00003	 0.00001	 0.00004	 0.02600	 0.00000	 0.00000		226.596314	-3734.702202
15015	 0.00001	 0.00002	 0.00001	 0.00002	 0.02510	 0.00000	 0.00000		242.054398	-3785.452033
16016	 0.00001	 0.00002	 0.00001	 0.00003	 0.02666	 0.00000	 0.00000		228.052626	-3725.908397
17017	 0.00001	 0.00006	 0.00001	 0.00006	 0.02539	 0.00000	 0.00000		206.748693	-3917.123416
18018	 0.00001	 0.00001	 0.00000	 0.00001	 0.02375	 0.00000	 0.00000		242.067614	-3785.582269
19019	 0.00001	 0.00002	 0.00001	 0.00002	 0.02726	 0.00000	 0.00000		227.427349	-3697.748170
20020	 0.00001	 0.00001	 0.00001	 0.00002	 0.02563	 0.00000	 0.00000		235.024710	-3741.435984
21021	 0.00002	 0.00002	 0.00001	 0.00005	 0.02612	 0.00000	 0.00000		218.708272	-3745.793299
22022	 0.00003	 0.00007	 0.00003	 0.00010	 0.02543	 0.00000	 0.00001		197.874512	-3771.177554
23023	 0.00001	 0.00004	 0.00001	 0.00003	 0.02363	 0.00000	 0.00000		222.468112	-3814.527828
24024	 0.00001	 0.00004	 0.00001	 0.00002	 0.02409	 0.00000	 0.00000		227.101358	-3763.597970
25025	 0.00002	 0.00004	 0.00002	 0.00007	 0.02460	 0.00000	 0.00000		210.802095	-3788.254044
26026	 0.00005	 0.00008	 0.00003	 0.00009	 0.02498	 0.00000	 0.00001		202.272219	-3849.402314
27027	 0.00004	 0.00009	 0.00003	 0.00004	 0.02436	 0.00001	 0.00001		210.203456	-3780.566032
28028	 0.00008	 0.00018	 0.00005	 0.00009	 0.02547	 0.00001	 0.00001		193.579996	-3822.642524
29029	 0.00010	 0.00021	 0.00006	 0.00004	 0.02349	 0.00001	 0.00002		209.784489	-3673.760838
30030	 0.00013	 0.00029	 0.00008	 0.00014	 0.02473	 0.00001	 0.00002		183.350945	-3817.213853
31031	 0.00008	 0.00024	 0.00006	 0.00009	 0.02408	 0.00001	 0.00001		195.001759	-3841.226049
32032	 0.00006	 0.00010	 0.00004	 0.00010	 0.02212	 0.00001	 0.00001		201.820365	-3907.178932
33033	 0.00003	 0.00007	 0.00004	 0.00009	 0.02647	 0.00000	 0.00001		208.177928	-3753.657930
34034	 0.00006	 0.00019	 0.00006	 0.00014	 0.02400	 0.00001	 0.00001		197.804609	-3861.917422
35035	 0.00004	 0.00010	 0.00004	 0.00007	 0.02362	 0.00000	 0.00001		212.092665	-3774.241779
36036	 0.00005	 0.00013	 0.00007	 0.00020	 0.02424	 0.00001	 0.00002		197.268486	-3748.433411
