Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00009	 0.00015	 0.00009	 0.00020	 0.02246	 0.00001	 0.00002		200.176455	-3365.952907
1001	 0.00006	 0.00006	 0.00008	 0.00025	 0.02211	 0.00001	 0.00002		205.130618	-3493.306371
2002	 0.00010	 0.00017	 0.00011	 0.00017	 0.02330	 0.00001	 0.00002		193.139270	-3569.664027
3003	 0.00011	 0.00020	 0.00008	 0.00007	 0.02346	 0.00001	 0.00002		203.267152	-3471.877836
4004	 0.00015	 0.00027	 0.00009	 0.00008	 0.02223	 0.00002	 0.00002		185.889273	-3554.417196
5005	 0.00005	 0.00005	 0.00002	 0.00001	 0.02095	 0.00001	 0.00001		232.572794	-3591.546992
6006	 0.00008	 0.00018	 0.00004	 0.00001	 0.02259	 0.00001	 0.00001		221.909756	-3453.842911
7007	 0.00029	 0.00033	 0.00014	 0.00004	 0.02161	 0.00003	 0.00003		191.619429	-3498.342538
8008	 0.00018	 0.00030	 0.00011	 0.00007	 0.02311	 0.00002	 0.00003		200.305479	-3593.453626
9009	 0.00022	 0.00052	 0.00017	 0.00012	 0.02110	 0.00003	 0.00004		190.060722	-3617.145532
10010	 0.00022	 0.00044	 0.00014	 0.00010	 0.02136	 0.00003	 0.00003		184.862521	-3583.399482
11011	 0.00066	 0.00085	 0.00040	 0.00012	 0.02013	 0.00007	 0.00008		173.673346	-3624.050995
12012	 0.00014	 0.00022	 0.00016	 0.00014	 0.02231	 0.00002	 0.00003		195.370329	-3350.018571
13013	 0.00012	 0.00019	 0.00011	 0.00020	 0.02302	 0.00002	 0.00003		191.824282	-3568.312346
14014	 0.00013	 0.00014	 0.00022	 0.00033	 0.02363	 0.00001	 0.00004		192.395148	-3532.229255
15015	 0.00021	 0.00030	 0.00017	 0.00030	 0.02201	 0.00002	 0.00005		188.411546	-3476.693359
16016	 0.00012	 0.00023	 0.00011	 0.00016	 0.02172	 0.00002	 0.00003		193.706657	-3521.495918
17017	 0.00014	 0.00022	 0.00011	 0.00011	 0.02129	 0.00002	 0.00002		192.130851	-3613.295173
18018	 0.00010	 0.00015	 0.00010	 0.00008	 0.02174	 0.00001	 0.00002		204.886100	-3554.506371
19019	 0.00014	 0.00027	 0.00011	 0.00006	 0.02306	 0.00002	 0.00002		203.901304	-3445.477255
20020	 0.00014	 0.00016	 0.00008	 0.00014	 0.02366	 0.00002	 0.00002		200.074483	-3445.096237
21021	 0.00005	 0.00011	 0.00009	 0.00020	 0.02122	 0.00001	 0.00002		200.298851	-3561.720007
22022	 0.00006	 0.00017	 0.00008	 0.00035	 0.02306	 0.00001	 0.00002		193.731484	-3570.715223
23023	 0.00006	 0.00007	 0.00006	 0.00023	 0.02016	 0.00001	 0.00001		198.974229	-3508.565411
24024	 0.00006	 0.00011	 0.00009	 0.00025	 0.02329	 0.00001	 0.00002		198.485540	-3478.308985
25025	 0.00007	 0.00006	 0.00013	 0.00049	 0.02371	 0.00001	 0.00003		192.060297	-3588.318505
26026	 0.00013	 0.00016	 0.00021	 0.00039	 0.02408	 0.00001	 0.00004		185.894626	-3434.801559
27027	 0.00008	 0.00009	 0.00007	 0.00018	 0.02255	 0.00001	 0.00002		204.345716	-3476.048239
28028	 0.00005	 0.00008	 0.00004	 0.00014	 0.02274	 0.00000	 0.00001		201.927277	-3598.499111
29029	 0.00004	 0.00010	 0.00007	 0.00018	 0.02266	 0.00000	 0.00002		200.990345	-3606.144010
30030	 0.00002	 0.00005	 0.00003	 0.00005	 0.02298	 0.00000	 0.00001		228.540230	-3513.581766
31031	 0.00002	 0.00003	 0.00003	 0.00021	 0.02137	 0.00000	 0.00001		211.370814	-3614.320702
32032	 0.00001	 0.00001	 0.00002	 0.00023	 0.02426	 0.00000	 0.00001		213.721496	-3591.135418
33033	 0.00002	 0.00005	 0.00005	 0.00010	 0.02436	 0.00000	 0.00001		216.936692	-3456.800732
34034	 0.00002	 0.00003	 0.00004	 0.00014	 0.02223	 0.00000	 0.00001		218.858133	-3518.120089
35035	 0.00003	 0.00004	 0.00006	 0.00012	 0.02559	 0.00000	 0.00001		212.195299	-3430.974266
36036	 0.00003	 0.00005	 0.00006	 0.00021	 0.02262	 0.00001	 0.00001		210.594396	-3486.426593
37037	 0.00009	 0.00023	 0.00011	 0.00023	 0.02137	 0.00001	 0.00002		190.698226	-3585.133464
38038	 0.00003	 0.00006	 0.00004	 0.00029	 0.01983	 0.00000	 0.00001		204.252612	-3650.829064
39039	 0.00004	 0.00006	 0.00009	 0.00017	 0.02100	 0.00000	 0.00002		208.740431	-3473.280458
40040	 0.00002	 0.00003	 0.00005	 0.00017	 0.02290	 0.00000	 0.00001		215.359372	-3508.940070
41041	 0.00003	 0.00003	 0.00006	 0.00035	 0.02325	 0.00000	 0.00002		214.509734	-3530.947416
42042	 0.00010	 0.00011	 0.00025	 0.00081	 0.02117	 0.00001	 0.00007		185.312555	-3603.005659
43043	 0.00005	 0.00011	 0.00020	 0.00035	 0.02348	 0.00001	 0.00004		196.880483	-3440.052751
44044	 0.00007	 0.00020	 0.00008	 0.00016	 0.02288	 0.00001	 0.00002		195.711890	-3598.937317
45045	 0.00007	 0.00010	 0.00007	 0.00012	 0.02162	 0.00001	 0.00002		206.627725	-3599.988345
46046	 0.00003	 0.00007	 0.00003	 0.00004	 0.02170	 0.00000	 0.00001		220.341341	-3528.864306
47047	 0.00001	 0.00001	 0.00001	 0.00001	 0.02229	 0.00000	 0.00000		255.658515	-3502.322089
48048	 0.00001	 0.00002	 0.00001	 0.00001	 0.02155	 0.00000	 0.00000		242.675425	-3541.788243
49049	 0.00001	 0.00002	 0.00001	 0.00004	 0.02316	 0.00000	 0.00000		230.688599	-3578.002918
50050	 0.00001	 0.00001	 0.00000	 0.00001	 0.02224	 0.00000	 0.00000		246.854686	-3539.978390
51051	 0.00001	 0.00002	 0.00001	 0.00001	 0.02354	 0.00000	 0.00000		237.708336	-3398.109933
52052	 0.00005	 0.00009	 0.00004	 0.00004	 0.02108	 0.00001	 0.00001		213.215758	-3579.802838
53053	 0.00010	 0.00015	 0.00009	 0.00007	 0.02422	 0.00001	 0.00002		205.823325	-3415.830239
54054	 0.00014	 0.00018	 0.00013	 0.00022	 0.02242	 0.00002	 0.00003		190.978523	-3494.293253
55055	 0.00016	 0.00022	 0.00008	 0.00014	 0.02101	 0.00002	 0.00003		199.252415	-3504.074334
