Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00004	 0.00002	 0.00002	 0.00820	 0.00000	 0.00000		228.499267	-1476.711306
1001	 0.00005	 0.00007	 0.00004	 0.00003	 0.00905	 0.00000	 0.00001		225.974597	-1358.390345
2002	 0.00004	 0.00008	 0.00006	 0.00021	 0.00829	 0.00000	 0.00002		210.451765	-1389.665733
3003	 0.00002	 0.00002	 0.00012	 0.00042	 0.00810	 0.00000	 0.00002		206.519224	-1486.478544
4004	 0.00003	 0.00003	 0.00013	 0.00052	 0.00880	 0.00000	 0.00003		206.438726	-1365.289009
5005	 0.00000	 0.00002	 0.00003	 0.00028	 0.00822	 0.00000	 0.00001		215.522568	-1417.975831
6006	 0.00000	 0.00002	 0.00003	 0.00007	 0.00848	 0.00000	 0.00000		228.973648	-1389.061186
7007	 0.00001	 0.00003	 0.00003	 0.00015	 0.00907	 0.00000	 0.00001		217.228237	-1399.115303
8008	 0.00002	 0.00003	 0.00001	 0.00012	 0.00823	 0.00000	 0.00000		214.839380	-1377.492315
9009	 0.00004	 0.00010	 0.00002	 0.00004	 0.00871	 0.00000	 0.00000		216.745523	-1417.377925
10010	 0.00008	 0.00008	 0.00002	 0.00001	 0.00887	 0.00000	 0.00001		215.835118	-1421.934116
11011	 0.00003	 0.00005	 0.00001	 0.00004	 0.00791	 0.00000	 0.00000		220.656087	-1347.333438
12012	 0.00007	 0.00012	 0.00004	 0.00006	 0.00895	 0.00001	 0.00001		202.802972	-1429.238828
13013	 0.00003	 0.00010	 0.00002	 0.00002	 0.00801	 0.00000	 0.00000		221.247514	-1409.973776
14014	 0.00006	 0.00011	 0.00003	 0.00001	 0.00767	 0.00001	 0.00001		226.861982	-1421.386949
15015	 0.00008	 0.00014	 0.00003	 0.00010	 0.00828	 0.00000	 0.00001		194.743806	-1378.300985
16016	 0.00003	 0.00003	 0.00001	 0.00009	 0.00910	 0.00000	 0.00000		209.819481	-1422.599152
17017	 0.00001	 0.00004	 0.00001	 0.00003	 0.00880	 0.00000	 0.00000		212.652489	-1439.766145
18018	 0.00003	 0.00003	 0.00001	 0.00001	 0.00806	 0.00000	 0.00000		238.560595	-1398.695174
19019	 0.00002	 0.00003	 0.00001	 0.00003	 0.00899	 0.00000	 0.00000		220.110066	-1356.297281
20020	 0.00004	 0.00007	 0.00002	 0.00007	 0.00964	 0.00001	 0.00001		210.820854	-1403.812916
21021	 0.00003	 0.00028	 0.00003	 0.00009	 0.00883	 0.00000	 0.00001		206.639948	-1422.823179
22022	 0.00002	 0.00005	 0.00001	 0.00003	 0.00917	 0.00000	 0.00000		217.467738	-1439.755778
23023	 0.00003	 0.00015	 0.00003	 0.00006	 0.00795	 0.00000	 0.00001		215.589001	-1407.793619
24024	 0.00009	 0.00006	 0.00005	 0.00017	 0.00799	 0.00001	 0.00001		206.475773	-1435.264870
25025	 0.00009	 0.00009	 0.00007	 0.00009	 0.00870	 0.00001	 0.00001		215.956790	-1342.723417
26026	 0.00006	 0.00008	 0.00007	 0.00010	 0.00855	 0.00000	 0.00001		210.440169	-1402.065523
27027	 0.00018	 0.00016	 0.00011	 0.00017	 0.00817	 0.00001	 0.00002		202.629831	-1359.176596
28028	 0.00001	 0.00005	 0.00002	 0.00008	 0.00858	 0.00000	 0.00001		221.750129	-1379.711120
29029	 0.00004	 0.00006	 0.00006	 0.00012	 0.00827	 0.00000	 0.00001		217.719488	-1351.907833
30030	 0.00005	 0.00005	 0.00006	 0.00017	 0.00776	 0.00000	 0.00002		217.586431	-1426.493155
31031	 0.00004	 0.00004	 0.00013	 0.00021	 0.00865	 0.00000	 0.00002		215.147673	-1420.330321
32032	 0.00001	 0.00001	 0.00004	 0.00010	 0.00791	 0.00000	 0.00001		237.731386	-1421.267109
33033	 0.00001	 0.00006	 0.00004	 0.00014	 0.00845	 0.00000	 0.00001		221.112693	-1388.191399
34034	 0.00004	 0.00008	 0.00006	 0.00017	 0.00834	 0.00000	 0.00001		210.688937	-1381.601911
35035	 0.00007	 0.00008	 0.00004	 0.00007	 0.00827	 0.00000	 0.00001		220.845139	-1412.852553
36036	 0.00006	 0.00009	 0.00008	 0.00030	 0.00711	 0.00000	 0.00001		198.510104	-1440.304886
37037	 0.00010	 0.00011	 0.00008	 0.00014	 0.00712	 0.00001	 0.00002		202.895991	-1428.759119
38038	 0.00020	 0.00017	 0.00008	 0.00016	 0.01016	 0.00001	 0.00002		196.235097	-1408.412864
39039	 0.00008	 0.00014	 0.00007	 0.00017	 0.00809	 0.00001	 0.00002		208.553637	-1382.005611
40040	 0.00002	 0.00004	 0.00006	 0.00020	 0.00906	 0.00000	 0.00001		215.280178	-1395.753667
41041	 0.00002	 0.00006	 0.00003	 0.00040	 0.00706	 0.00000	 0.00001		208.653708	-1491.145376
42042	 0.00001	 0.00008	 0.00003	 0.00015	 0.00868	 0.00000	 0.00001		210.838935	-1445.448843
43043	 0.00002	 0.00003	 0.00001	 0.00008	 0.00899	 0.00000	 0.00000		218.133010	-1397.684284
44044	 0.00002	 0.00003	 0.00001	 0.00004	 0.00916	 0.00000	 0.00000		232.677143	-1345.282341
45045	 0.00001	 0.00002	 0.00001	 0.00004	 0.00850	 0.00000	 0.00000		240.735141	-1358.689034
46046	 0.00001	 0.00001	 0.00001	 0.00001	 0.00918	 0.00000	 0.00000		245.448146	-1449.376633
47047	 0.00004	 0.00010	 0.00005	 0.00003	 0.00928	 0.00000	 0.00001		228.141798	-1368.582411
