Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00019	 0.00003	 0.00016	 0.02076	 0.00000	 0.00001		195.416865	-3497.816537
1001	 0.00005	 0.00017	 0.00005	 0.00016	 0.02236	 0.00000	 0.00001		195.021651	-3371.086678
2002	 0.00014	 0.00016	 0.00004	 0.00009	 0.02205	 0.00001	 0.00001		199.647519	-3362.905987
3003	 0.00014	 0.00015	 0.00005	 0.00010	 0.02248	 0.00001	 0.00001		196.550143	-3455.277406
4004	 0.00007	 0.00021	 0.00004	 0.00010	 0.01990	 0.00001	 0.00001		206.043698	-3421.809851
5005	 0.00010	 0.00031	 0.00004	 0.00015	 0.02267	 0.00001	 0.00001		196.041513	-3331.573191
6006	 0.00007	 0.00054	 0.00006	 0.00028	 0.02216	 0.00000	 0.00002		189.419798	-3339.053541
7007	 0.00004	 0.00005	 0.00006	 0.00015	 0.01854	 0.00000	 0.00002		210.576422	-3484.423504
8008	 0.00008	 0.00006	 0.00005	 0.00014	 0.02347	 0.00000	 0.00001		204.436551	-3270.855739
9009	 0.00002	 0.00006	 0.00002	 0.00010	 0.02157	 0.00000	 0.00001		216.707801	-3419.838382
10010	 0.00003	 0.00009	 0.00002	 0.00009	 0.02287	 0.00000	 0.00001		209.053886	-3397.455386
11011	 0.00002	 0.00003	 0.00002	 0.00005	 0.02231	 0.00000	 0.00000		229.969998	-3463.276915
12012	 0.00004	 0.00006	 0.00004	 0.00013	 0.02016	 0.00000	 0.00001		211.018997	-3399.751762
13013	 0.00002	 0.00004	 0.00004	 0.00015	 0.02094	 0.00000	 0.00001		211.705546	-3347.179295
14014	 0.00005	 0.00013	 0.00007	 0.00023	 0.02260	 0.00000	 0.00001		191.730561	-3324.039127
15015	 0.00004	 0.00007	 0.00007	 0.00028	 0.02177	 0.00000	 0.00002		199.866717	-3281.851926
16016	 0.00002	 0.00011	 0.00005	 0.00014	 0.02144	 0.00000	 0.00001		205.397982	-3380.235985
17017	 0.00003	 0.00006	 0.00006	 0.00019	 0.02238	 0.00000	 0.00002		211.129218	-3353.540615
