Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00012	 0.00015	 0.00005	 0.00026	 0.01952	 0.00001	 0.00002		194.732630	-3250.306100
1001	 0.00006	 0.00008	 0.00003	 0.00033	 0.01918	 0.00000	 0.00001		202.347399	-3184.631211
2002	 0.00006	 0.00007	 0.00003	 0.00031	 0.02005	 0.00000	 0.00001		201.084526	-3194.711804
3003	 0.00023	 0.00027	 0.00007	 0.00025	 0.02036	 0.00002	 0.00003		190.660933	-3118.837720
4004	 0.00021	 0.00028	 0.00008	 0.00014	 0.02014	 0.00002	 0.00002		192.195477	-3097.596184
5005	 0.00016	 0.00036	 0.00004	 0.00015	 0.02025	 0.00002	 0.00002		185.428135	-3279.071324
6006	 0.00028	 0.00040	 0.00007	 0.00029	 0.02111	 0.00002	 0.00003		175.695742	-3233.721601
7007	 0.00017	 0.00020	 0.00005	 0.00026	 0.01998	 0.00001	 0.00002		194.027039	-3208.152681
8008	 0.00007	 0.00024	 0.00004	 0.00032	 0.01958	 0.00001	 0.00001		188.960505	-3228.289541
9009	 0.00005	 0.00008	 0.00001	 0.00021	 0.02160	 0.00000	 0.00001		197.510678	-3121.777944
10010	 0.00003	 0.00008	 0.00001	 0.00012	 0.02087	 0.00000	 0.00000		199.805357	-3271.241767
11011	 0.00004	 0.00009	 0.00001	 0.00017	 0.02021	 0.00000	 0.00001		202.298892	-3262.462824
12012	 0.00005	 0.00008	 0.00002	 0.00010	 0.01960	 0.00000	 0.00001		209.723691	-3166.238533
13013	 0.00004	 0.00009	 0.00002	 0.00025	 0.01941	 0.00000	 0.00001		203.605086	-3228.900148
14014	 0.00003	 0.00004	 0.00001	 0.00022	 0.01985	 0.00000	 0.00001		206.366952	-3271.771829
15015	 0.00004	 0.00005	 0.00002	 0.00014	 0.01896	 0.00000	 0.00001		211.329496	-3225.819386
16016	 0.00005	 0.00005	 0.00001	 0.00031	 0.02162	 0.00000	 0.00001		195.380638	-3194.268471
17017	 0.00007	 0.00014	 0.00002	 0.00006	 0.02069	 0.00001	 0.00001		209.361179	-3097.993703
18018	 0.00006	 0.00009	 0.00002	 0.00030	 0.02149	 0.00000	 0.00001		196.510232	-3254.333029
19019	 0.00007	 0.00018	 0.00002	 0.00025	 0.02081	 0.00001	 0.00001		192.433662	-3221.115805
20020	 0.00017	 0.00020	 0.00002	 0.00007	 0.01892	 0.00001	 0.00001		191.142710	-3241.994840
21021	 0.00007	 0.00014	 0.00002	 0.00006	 0.02048	 0.00000	 0.00001		212.271463	-3172.544713
22022	 0.00007	 0.00012	 0.00002	 0.00009	 0.01987	 0.00001	 0.00001		202.570361	-3222.536295
23023	 0.00006	 0.00007	 0.00002	 0.00011	 0.01988	 0.00000	 0.00001		207.211628	-3173.993893
24024	 0.00007	 0.00010	 0.00003	 0.00025	 0.02096	 0.00001	 0.00001		200.653920	-3180.694375
