Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00020	 0.00007	 0.00003	 0.00006	 0.00560	 0.00001	 0.00001	 0.00000		228.074698	-1079.238235
1001	 0.00007	 0.00027	 0.00002	 0.00009	 0.00592	 0.00001	 0.00001	 0.00000		211.133419	-1107.438341
2002	 0.00015	 0.00022	 0.00003	 0.00014	 0.00652	 0.00001	 0.00001	 0.00000		204.436329	-1067.223455
3003	 0.00008	 0.00010	 0.00001	 0.00016	 0.00697	 0.00001	 0.00001	 0.00000		211.875015	-1038.790720
4004	 0.00004	 0.00003	 0.00002	 0.00021	 0.00626	 0.00000	 0.00001	 0.00000		223.729898	-1112.628657
5005	 0.00004	 0.00004	 0.00001	 0.00017	 0.00597	 0.00000	 0.00000	 0.00000		219.292001	-1085.386315
6006	 0.00006	 0.00018	 0.00002	 0.00005	 0.00546	 0.00000	 0.00001	 0.00000		231.633887	-1076.974073
7007	 0.00011	 0.00015	 0.00002	 0.00031	 0.00634	 0.00001	 0.00001	 0.00000		203.711090	-1036.212040
8008	 0.00007	 0.00018	 0.00001	 0.00008	 0.00691	 0.00000	 0.00001	 0.00000		206.985025	-1170.942384
9009	 0.00018	 0.00010	 0.00002	 0.00026	 0.00671	 0.00001	 0.00001	 0.00000		206.361420	-1067.034055
10010	 0.00016	 0.00031	 0.00003	 0.00015	 0.00571	 0.00001	 0.00001	 0.00000		194.874052	-1123.169852
11011	 0.00003	 0.00009	 0.00001	 0.00007	 0.00639	 0.00000	 0.00000	 0.00000		227.762755	-1089.183205
12012	 0.00006	 0.00012	 0.00001	 0.00023	 0.00531	 0.00000	 0.00001	 0.00000		210.977084	-1101.752379
13013	 0.00002	 0.00006	 0.00001	 0.00004	 0.00529	 0.00000	 0.00000	 0.00000		235.640019	-1084.028619
14014	 0.00004	 0.00012	 0.00001	 0.00016	 0.00694	 0.00000	 0.00001	 0.00000		217.370470	-1027.601742
15015	 0.00002	 0.00007	 0.00001	 0.00011	 0.00598	 0.00000	 0.00000	 0.00000		226.689877	-1077.112530
16016	 0.00001	 0.00002	 0.00000	 0.00006	 0.00717	 0.00000	 0.00000	 0.00000		239.623853	-1046.881895
17017	 0.00001	 0.00006	 0.00001	 0.00019	 0.00695	 0.00000	 0.00001	 0.00000		227.957325	-1078.508507
18018	 0.00003	 0.00013	 0.00001	 0.00010	 0.00661	 0.00000	 0.00001	 0.00000		223.640648	-1074.468905
19019	 0.00001	 0.00002	 0.00000	 0.00013	 0.00756	 0.00000	 0.00000	 0.00000		230.595982	-1057.108697
20020	 0.00000	 0.00006	 0.00000	 0.00005	 0.00628	 0.00000	 0.00000	 0.00000		235.673235	-1115.580169
21021	 0.00000	 0.00001	 0.00000	 0.00011	 0.00668	 0.00000	 0.00000	 0.00000		243.102584	-1117.513877
22022	 0.00000	 0.00010	 0.00000	 0.00019	 0.00635	 0.00000	 0.00000	 0.00000		224.146710	-1091.823709
23023	 0.00000	 0.00000	 0.00000	 0.00004	 0.00561	 0.00000	 0.00000	 0.00000		258.348418	-1098.292928
24024	 0.00001	 0.00002	 0.00001	 0.00015	 0.00719	 0.00000	 0.00000	 0.00000		224.849819	-1118.091225
25025	 0.00002	 0.00021	 0.00003	 0.00024	 0.00625	 0.00000	 0.00001	 0.00000		212.864141	-1074.356579
26026	 0.00005	 0.00002	 0.00003	 0.00045	 0.00588	 0.00000	 0.00002	 0.00000		212.974189	-1116.066737
27027	 0.00004	 0.00009	 0.00004	 0.00023	 0.00692	 0.00000	 0.00002	 0.00000		213.073783	-1041.840102
28028	 0.00003	 0.00015	 0.00004	 0.00019	 0.00582	 0.00000	 0.00002	 0.00000		217.874070	-1072.588533
29029	 0.00001	 0.00001	 0.00001	 0.00006	 0.00539	 0.00000	 0.00000	 0.00000		243.292370	-1112.790691
30030	 0.00008	 0.00004	 0.00003	 0.00020	 0.00638	 0.00000	 0.00001	 0.00000		214.202629	-1090.274262
31031	 0.00006	 0.00009	 0.00002	 0.00018	 0.00577	 0.00000	 0.00001	 0.00000		221.412460	-1048.126027
32032	 0.00010	 0.00021	 0.00001	 0.00006	 0.00506	 0.00001	 0.00001	 0.00000		217.615693	-1109.923574
33033	 0.00015	 0.00010	 0.00003	 0.00006	 0.00657	 0.00001	 0.00001	 0.00000		210.405559	-1082.713479
34034	 0.00005	 0.00011	 0.00001	 0.00008	 0.00594	 0.00000	 0.00001	 0.00000		224.756108	-1113.850731
35035	 0.00006	 0.00006	 0.00001	 0.00006	 0.00571	 0.00000	 0.00001	 0.00000		236.227061	-1070.406039
36036	 0.00003	 0.00009	 0.00001	 0.00018	 0.00621	 0.00000	 0.00001	 0.00000		219.821810	-1085.823580
37037	 0.00004	 0.00002	 0.00001	 0.00017	 0.00679	 0.00000	 0.00001	 0.00000		221.918526	-1051.580494
38038	 0.00006	 0.00005	 0.00001	 0.00009	 0.00680	 0.00000	 0.00000	 0.00000		223.322280	-1036.574212
39039	 0.00001	 0.00011	 0.00000	 0.00001	 0.00574	 0.00000	 0.00000	 0.00000		253.052400	-1099.442523
40040	 0.00000	 0.00009	 0.00000	 0.00004	 0.00647	 0.00000	 0.00000	 0.00000		238.661590	-1088.685259
41041	 0.00001	 0.00014	 0.00000	 0.00001	 0.00556	 0.00000	 0.00000	 0.00000		246.935666	-1078.262949
42042	 0.00002	 0.00002	 0.00000	 0.00014	 0.00569	 0.00000	 0.00000	 0.00000		226.561067	-1112.222205
43043	 0.00002	 0.00001	 0.00000	 0.00010	 0.00704	 0.00000	 0.00000	 0.00000		234.997272	-1056.339820
44044	 0.00004	 0.00007	 0.00000	 0.00006	 0.00658	 0.00000	 0.00000	 0.00000		219.640630	-1065.816228
45045	 0.00004	 0.00003	 0.00001	 0.00007	 0.00618	 0.00000	 0.00000	 0.00000		228.321558	-1043.789985
46046	 0.00002	 0.00007	 0.00000	 0.00002	 0.00654	 0.00000	 0.00000	 0.00000		248.926203	-1050.932716
47047	 0.00003	 0.00005	 0.00001	 0.00008	 0.00760	 0.00000	 0.00000	 0.00000		224.296963	-1048.032054
48048	 0.00003	 0.00013	 0.00001	 0.00011	 0.00557	 0.00000	 0.00000	 0.00000		221.598856	-1133.702616
49049	 0.00003	 0.00003	 0.00001	 0.00008	 0.00565	 0.00000	 0.00000	 0.00000		237.802455	-1094.322511
