Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00005	 0.00003	 0.00025	 0.02081	 0.00000	 0.00001	 0.00000		205.954279	-3196.564954
1001	 0.00009	 0.00009	 0.00006	 0.00026	 0.01980	 0.00000	 0.00002	 0.00000		201.554907	-3236.891033
2002	 0.00026	 0.00020	 0.00006	 0.00045	 0.01987	 0.00001	 0.00003	 0.00000		187.350930	-3238.567801
3003	 0.00012	 0.00017	 0.00005	 0.00019	 0.02025	 0.00001	 0.00002	 0.00000		199.244603	-3126.921700
4004	 0.00009	 0.00016	 0.00005	 0.00026	 0.02100	 0.00000	 0.00002	 0.00000		194.348872	-3097.256945
5005	 0.00007	 0.00008	 0.00001	 0.00006	 0.01935	 0.00000	 0.00001	 0.00000		217.277552	-3235.587612
6006	 0.00009	 0.00010	 0.00002	 0.00005	 0.02099	 0.00001	 0.00001	 0.00000		220.843918	-3160.976113
7007	 0.00006	 0.00017	 0.00002	 0.00017	 0.01875	 0.00000	 0.00001	 0.00000		196.935865	-3297.102636
8008	 0.00001	 0.00009	 0.00001	 0.00018	 0.02053	 0.00000	 0.00001	 0.00000		212.426165	-3191.423313
9009	 0.00004	 0.00009	 0.00003	 0.00024	 0.01989	 0.00000	 0.00001	 0.00000		202.261928	-3172.726955
10010	 0.00002	 0.00003	 0.00003	 0.00026	 0.01939	 0.00000	 0.00001	 0.00000		211.204689	-3294.053990
11011	 0.00003	 0.00006	 0.00003	 0.00023	 0.02018	 0.00000	 0.00001	 0.00000		203.973100	-3246.103001
12012	 0.00000	 0.00001	 0.00001	 0.00005	 0.01959	 0.00000	 0.00000	 0.00000		236.532825	-3212.130365
13013	 0.00001	 0.00002	 0.00001	 0.00025	 0.02285	 0.00000	 0.00001	 0.00000		208.280603	-3183.099114
14014	 0.00001	 0.00001	 0.00001	 0.00007	 0.02014	 0.00000	 0.00000	 0.00000		226.669032	-3296.452297
15015	 0.00002	 0.00004	 0.00003	 0.00021	 0.02180	 0.00000	 0.00001	 0.00000		207.337700	-3171.867929
16016	 0.00004	 0.00004	 0.00002	 0.00028	 0.02067	 0.00000	 0.00001	 0.00000		200.236245	-3185.663919
17017	 0.00005	 0.00005	 0.00004	 0.00036	 0.02143	 0.00000	 0.00002	 0.00000		197.162015	-3209.927159
18018	 0.00002	 0.00003	 0.00002	 0.00018	 0.02049	 0.00000	 0.00001	 0.00000		202.902204	-3293.348969
19019	 0.00002	 0.00002	 0.00001	 0.00020	 0.01897	 0.00000	 0.00001	 0.00000		209.374491	-3292.989157
20020	 0.00002	 0.00006	 0.00001	 0.00034	 0.02023	 0.00000	 0.00000	 0.00000		185.949021	-3332.144803
21021	 0.00001	 0.00002	 0.00001	 0.00003	 0.02127	 0.00000	 0.00000	 0.00000		237.956384	-3199.188542
22022	 0.00002	 0.00002	 0.00001	 0.00010	 0.01904	 0.00000	 0.00000	 0.00000		219.637370	-3333.947304
