Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00025	 0.00011	 0.00027	 0.00796	 0.00000	 0.00002	 0.00000		195.831035	-1429.691233
1001	 0.00002	 0.00010	 0.00005	 0.00011	 0.00877	 0.00000	 0.00001	 0.00000		213.024662	-1440.225735
2002	 0.00005	 0.00013	 0.00006	 0.00013	 0.00904	 0.00000	 0.00001	 0.00000		207.744280	-1422.139145
3003	 0.00014	 0.00018	 0.00006	 0.00013	 0.00799	 0.00001	 0.00001	 0.00000		196.184994	-1460.168381
4004	 0.00018	 0.00022	 0.00011	 0.00018	 0.00872	 0.00001	 0.00002	 0.00000		198.162564	-1397.344957
5005	 0.00006	 0.00029	 0.00002	 0.00009	 0.00890	 0.00000	 0.00001	 0.00000		203.262391	-1429.173666
6006	 0.00006	 0.00007	 0.00003	 0.00016	 0.00817	 0.00000	 0.00001	 0.00000		199.193969	-1496.043101
7007	 0.00002	 0.00005	 0.00002	 0.00007	 0.00948	 0.00000	 0.00000	 0.00000		214.030692	-1455.171360
8008	 0.00001	 0.00003	 0.00002	 0.00005	 0.00927	 0.00000	 0.00000	 0.00000		217.334143	-1443.074314
9009	 0.00002	 0.00005	 0.00004	 0.00006	 0.00790	 0.00000	 0.00001	 0.00000		224.300820	-1355.445234
10010	 0.00003	 0.00021	 0.00006	 0.00020	 0.00824	 0.00000	 0.00001	 0.00000		201.230276	-1462.369851
11011	 0.00003	 0.00020	 0.00007	 0.00017	 0.00826	 0.00000	 0.00001	 0.00000		200.259787	-1442.360127
12012	 0.00003	 0.00008	 0.00007	 0.00019	 0.00869	 0.00000	 0.00001	 0.00000		206.440857	-1412.527796
13013	 0.00011	 0.00018	 0.00007	 0.00025	 0.00727	 0.00001	 0.00002	 0.00000		194.801219	-1423.279852
14014	 0.00007	 0.00017	 0.00004	 0.00019	 0.00843	 0.00000	 0.00001	 0.00000		197.043871	-1432.833906
15015	 0.00010	 0.00006	 0.00008	 0.00016	 0.00796	 0.00000	 0.00002	 0.00000		207.228537	-1426.620744
16016	 0.00005	 0.00008	 0.00011	 0.00025	 0.00805	 0.00000	 0.00002	 0.00000		204.914529	-1460.680902
17017	 0.00005	 0.00013	 0.00004	 0.00018	 0.00867	 0.00000	 0.00001	 0.00000		208.258666	-1433.553208
18018	 0.00002	 0.00004	 0.00009	 0.00015	 0.00909	 0.00000	 0.00001	 0.00000		210.004333	-1395.151366
19019	 0.00004	 0.00003	 0.00015	 0.00031	 0.00785	 0.00000	 0.00003	 0.00000		204.972454	-1366.600040
20020	 0.00006	 0.00008	 0.00018	 0.00036	 0.00851	 0.00000	 0.00004	 0.00000		196.961505	-1405.561443
21021	 0.00001	 0.00002	 0.00005	 0.00012	 0.00865	 0.00000	 0.00001	 0.00000		217.173021	-1385.179071
22022	 0.00001	 0.00003	 0.00001	 0.00008	 0.00749	 0.00000	 0.00000	 0.00000		230.053514	-1438.083398
23023	 0.00009	 0.00013	 0.00003	 0.00003	 0.00892	 0.00001	 0.00001	 0.00000		216.796306	-1423.896293
24024	 0.00018	 0.00029	 0.00006	 0.00002	 0.00726	 0.00001	 0.00001	 0.00000		218.412348	-1390.722779
