Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00012	 0.00001	 0.00009	 0.01766	 0.00000	 0.00000	 0.00000		208.365102	-2738.497237
1001	 0.00012	 0.00023	 0.00003	 0.00004	 0.01770	 0.00001	 0.00001	 0.00000		206.990341	-2816.569874
2002	 0.00004	 0.00014	 0.00002	 0.00027	 0.01699	 0.00000	 0.00001	 0.00000		192.086709	-2839.454814
3003	 0.00005	 0.00005	 0.00001	 0.00032	 0.01825	 0.00000	 0.00000	 0.00000		189.615106	-2834.356292
4004	 0.00005	 0.00007	 0.00001	 0.00019	 0.01908	 0.00000	 0.00000	 0.00000		200.060822	-2779.332641
5005	 0.00004	 0.00008	 0.00001	 0.00025	 0.01761	 0.00000	 0.00000	 0.00000		188.252231	-2898.826605
6006	 0.00004	 0.00005	 0.00001	 0.00010	 0.01646	 0.00000	 0.00000	 0.00000		200.697711	-2825.400581
7007	 0.00002	 0.00004	 0.00000	 0.00004	 0.01808	 0.00000	 0.00000	 0.00000		207.982063	-2864.255514
8008	 0.00002	 0.00011	 0.00001	 0.00003	 0.01868	 0.00000	 0.00000	 0.00000		213.372470	-2857.444300
9009	 0.00004	 0.00016	 0.00001	 0.00009	 0.01650	 0.00000	 0.00000	 0.00000		186.148189	-2880.088941
10010	 0.00002	 0.00007	 0.00001	 0.00008	 0.01753	 0.00000	 0.00000	 0.00000		198.929020	-2877.217461
11011	 0.00001	 0.00005	 0.00000	 0.00010	 0.01809	 0.00000	 0.00000	 0.00000		211.575274	-2809.517578
12012	 0.00000	 0.00005	 0.00000	 0.00007	 0.01909	 0.00000	 0.00000	 0.00000		210.095827	-2868.025477
13013	 0.00001	 0.00004	 0.00001	 0.00005	 0.01979	 0.00000	 0.00000	 0.00000		219.701117	-2769.330034
14014	 0.00001	 0.00005	 0.00000	 0.00004	 0.01788	 0.00000	 0.00000	 0.00000		217.052804	-2907.529214
15015	 0.00001	 0.00004	 0.00000	 0.00015	 0.01863	 0.00000	 0.00000	 0.00000		201.268882	-2908.547753
16016	 0.00001	 0.00003	 0.00000	 0.00010	 0.01770	 0.00000	 0.00000	 0.00000		211.665697	-2840.965470
17017	 0.00001	 0.00004	 0.00000	 0.00002	 0.01685	 0.00000	 0.00000	 0.00000		225.418890	-2866.965952
18018	 0.00003	 0.00013	 0.00001	 0.00002	 0.01892	 0.00000	 0.00000	 0.00000		211.155485	-2806.899588
19019	 0.00002	 0.00006	 0.00001	 0.00006	 0.01727	 0.00000	 0.00000	 0.00000		216.363227	-2758.987125
20020	 0.00000	 0.00001	 0.00001	 0.00007	 0.01529	 0.00000	 0.00000	 0.00000		229.581875	-2865.705491
21021	 0.00000	 0.00000	 0.00000	 0.00009	 0.01911	 0.00000	 0.00000	 0.00000		227.124630	-2831.601779
22022	 0.00000	 0.00000	 0.00001	 0.00008	 0.01806	 0.00000	 0.00000	 0.00000		244.312763	-2755.207924
23023	 0.00000	 0.00000	 0.00001	 0.00013	 0.01802	 0.00000	 0.00000	 0.00000		237.593045	-2705.069132
24024	 0.00000	 0.00001	 0.00001	 0.00007	 0.01921	 0.00000	 0.00000	 0.00000		232.172636	-2774.146896
25025	 0.00000	 0.00000	 0.00000	 0.00005	 0.01734	 0.00000	 0.00000	 0.00000		240.788278	-2872.283470
26026	 0.00000	 0.00000	 0.00000	 0.00019	 0.01711	 0.00000	 0.00000	 0.00000		241.994739	-2839.609247
27027	 0.00000	 0.00000	 0.00000	 0.00009	 0.01796	 0.00000	 0.00000	 0.00000		230.897557	-2798.788260
28028	 0.00000	 0.00000	 0.00000	 0.00007	 0.01547	 0.00000	 0.00000	 0.00000		233.089310	-2833.249356
29029	 0.00000	 0.00000	 0.00001	 0.00007	 0.01795	 0.00000	 0.00000	 0.00000		223.376781	-2783.316137
30030	 0.00000	 0.00001	 0.00003	 0.00034	 0.01617	 0.00000	 0.00001	 0.00000		213.516346	-2897.439994
31031	 0.00000	 0.00009	 0.00003	 0.00017	 0.01775	 0.00000	 0.00001	 0.00000		209.821656	-2843.612098
32032	 0.00000	 0.00005	 0.00002	 0.00013	 0.01816	 0.00000	 0.00001	 0.00000		211.199401	-2805.141008
33033	 0.00000	 0.00001	 0.00002	 0.00018	 0.01800	 0.00000	 0.00001	 0.00000		220.441063	-2766.151022
34034	 0.00000	 0.00000	 0.00002	 0.00012	 0.01733	 0.00000	 0.00001	 0.00000		213.181081	-2820.778578
35035	 0.00000	 0.00002	 0.00003	 0.00036	 0.01475	 0.00000	 0.00001	 0.00000		202.727854	-2931.269471
36036	 0.00001	 0.00002	 0.00002	 0.00016	 0.01694	 0.00000	 0.00001	 0.00000		217.604383	-2774.518480
37037	 0.00001	 0.00003	 0.00003	 0.00023	 0.01720	 0.00000	 0.00001	 0.00000		209.546063	-2780.173153
38038	 0.00002	 0.00005	 0.00002	 0.00013	 0.01791	 0.00000	 0.00001	 0.00000		209.188847	-2681.675902
39039	 0.00003	 0.00014	 0.00005	 0.00034	 0.01756	 0.00000	 0.00002	 0.00000		197.466746	-2775.258697
40040	 0.00001	 0.00003	 0.00003	 0.00028	 0.01721	 0.00000	 0.00001	 0.00000		208.498146	-2774.733985
41041	 0.00001	 0.00004	 0.00002	 0.00020	 0.01622	 0.00000	 0.00001	 0.00000		201.447332	-2809.855696
42042	 0.00001	 0.00008	 0.00003	 0.00025	 0.01699	 0.00000	 0.00001	 0.00000		209.403019	-2785.574708
43043	 0.00003	 0.00005	 0.00004	 0.00037	 0.01795	 0.00000	 0.00001	 0.00000		200.423739	-2844.086599
44044	 0.00006	 0.00007	 0.00004	 0.00022	 0.01929	 0.00000	 0.00001	 0.00000		202.020479	-2743.524501
