Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00006	 0.00001	 0.00008	 0.01547	 0.00000	 0.00000	 0.00000		214.574034	-2307.779021
1001	 0.00003	 0.00005	 0.00001	 0.00005	 0.01460	 0.00000	 0.00000	 0.00000		217.380999	-2509.181904
2002	 0.00007	 0.00012	 0.00002	 0.00006	 0.01463	 0.00000	 0.00001	 0.00000		215.969918	-2299.041411
3003	 0.00004	 0.00016	 0.00001	 0.00007	 0.01589	 0.00000	 0.00001	 0.00000		210.641616	-2418.716953
4004	 0.00002	 0.00013	 0.00001	 0.00001	 0.01448	 0.00000	 0.00000	 0.00000		246.538507	-2417.611643
5005	 0.00007	 0.00017	 0.00002	 0.00004	 0.01505	 0.00000	 0.00001	 0.00000		216.765414	-2363.375599
6006	 0.00017	 0.00038	 0.00004	 0.00009	 0.01453	 0.00002	 0.00002	 0.00000		193.052291	-2444.111041
7007	 0.00008	 0.00016	 0.00005	 0.00008	 0.01348	 0.00001	 0.00002	 0.00000		220.385823	-2468.604986
8008	 0.00006	 0.00016	 0.00002	 0.00010	 0.01309	 0.00001	 0.00001	 0.00000		214.092635	-2497.047311
9009	 0.00009	 0.00020	 0.00007	 0.00005	 0.01435	 0.00002	 0.00002	 0.00000		211.067627	-2358.330814
10010	 0.00007	 0.00015	 0.00003	 0.00008	 0.01568	 0.00001	 0.00001	 0.00000		213.097801	-2295.271155
11011	 0.00011	 0.00034	 0.00012	 0.00020	 0.01526	 0.00002	 0.00004	 0.00000		202.744214	-2260.886445
12012	 0.00010	 0.00014	 0.00004	 0.00023	 0.01511	 0.00001	 0.00002	 0.00000		202.245656	-2481.328875
13013	 0.00006	 0.00017	 0.00006	 0.00021	 0.01421	 0.00000	 0.00002	 0.00000		202.174661	-2427.778849
14014	 0.00007	 0.00009	 0.00012	 0.00038	 0.01335	 0.00001	 0.00004	 0.00000		206.006902	-2373.984923
15015	 0.00031	 0.00012	 0.00007	 0.00030	 0.01279	 0.00001	 0.00003	 0.00000		199.666557	-2455.724063
16016	 0.00006	 0.00028	 0.00005	 0.00017	 0.01483	 0.00001	 0.00002	 0.00000		201.402098	-2462.612992
17017	 0.00003	 0.00009	 0.00002	 0.00007	 0.01442	 0.00000	 0.00001	 0.00000		219.337094	-2389.919790
18018	 0.00006	 0.00013	 0.00003	 0.00003	 0.01442	 0.00001	 0.00001	 0.00000		226.129706	-2395.203662
19019	 0.00009	 0.00027	 0.00004	 0.00004	 0.01455	 0.00001	 0.00001	 0.00000		220.522405	-2286.282129
20020	 0.00017	 0.00037	 0.00005	 0.00004	 0.01360	 0.00002	 0.00002	 0.00000		207.252198	-2464.831961
21021	 0.00018	 0.00024	 0.00011	 0.00021	 0.01418	 0.00002	 0.00003	 0.00000		197.394710	-2305.290490
22022	 0.00018	 0.00012	 0.00006	 0.00012	 0.01438	 0.00001	 0.00002	 0.00000		202.846472	-2535.620635
23023	 0.00008	 0.00022	 0.00003	 0.00012	 0.01470	 0.00001	 0.00001	 0.00000		200.178999	-2465.524370
24024	 0.00019	 0.00049	 0.00005	 0.00014	 0.01278	 0.00001	 0.00002	 0.00000		189.535443	-2481.761972
25025	 0.00010	 0.00053	 0.00009	 0.00022	 0.01482	 0.00001	 0.00003	 0.00000		202.147358	-2282.323619
26026	 0.00005	 0.00004	 0.00008	 0.00016	 0.01646	 0.00000	 0.00002	 0.00000		218.894067	-2299.407525
27027	 0.00001	 0.00004	 0.00005	 0.00025	 0.01585	 0.00000	 0.00002	 0.00000		222.419807	-2278.045022
28028	 0.00002	 0.00004	 0.00006	 0.00044	 0.01408	 0.00000	 0.00003	 0.00000		209.079007	-2410.002625
29029	 0.00001	 0.00024	 0.00004	 0.00041	 0.01474	 0.00000	 0.00002	 0.00000		197.877969	-2343.610095
30030	 0.00003	 0.00008	 0.00006	 0.00023	 0.01409	 0.00000	 0.00002	 0.00000		212.159997	-2277.046822
31031	 0.00006	 0.00026	 0.00005	 0.00048	 0.01534	 0.00001	 0.00002	 0.00000		192.561829	-2487.268060
32032	 0.00007	 0.00019	 0.00003	 0.00021	 0.01384	 0.00000	 0.00001	 0.00000		201.589437	-2473.639766
33033	 0.00009	 0.00014	 0.00003	 0.00019	 0.01575	 0.00001	 0.00001	 0.00000		202.769409	-2414.889500
34034	 0.00012	 0.00022	 0.00005	 0.00017	 0.01369	 0.00001	 0.00002	 0.00000		201.020936	-2444.928215
35035	 0.00002	 0.00004	 0.00002	 0.00013	 0.01555	 0.00000	 0.00001	 0.00000		223.720204	-2351.572099
36036	 0.00004	 0.00005	 0.00003	 0.00014	 0.01391	 0.00000	 0.00001	 0.00000		217.570960	-2365.205709
37037	 0.00004	 0.00005	 0.00001	 0.00013	 0.01760	 0.00000	 0.00000	 0.00000		205.358602	-2450.660474
38038	 0.00004	 0.00039	 0.00003	 0.00014	 0.01517	 0.00000	 0.00001	 0.00000		202.665649	-2318.304246
39039	 0.00002	 0.00007	 0.00001	 0.00003	 0.01482	 0.00000	 0.00000	 0.00000		239.102944	-2392.872990
40040	 0.00002	 0.00010	 0.00001	 0.00004	 0.01608	 0.00000	 0.00000	 0.00000		225.116012	-2367.963861
41041	 0.00006	 0.00019	 0.00001	 0.00006	 0.01570	 0.00000	 0.00001	 0.00000		199.032562	-2405.258091
42042	 0.00004	 0.00009	 0.00002	 0.00028	 0.01538	 0.00000	 0.00001	 0.00000		208.732962	-2359.772618
43043	 0.00008	 0.00015	 0.00003	 0.00037	 0.01677	 0.00001	 0.00001	 0.00000		197.870029	-2425.886416
