Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00005	 0.00016	 0.00041	 0.01068	 0.00000	 0.00005	 0.00000		205.820027	-1837.156045
1001	 0.00009	 0.00019	 0.00011	 0.00041	 0.01062	 0.00001	 0.00003	 0.00000		197.557884	-1705.645044
2002	 0.00011	 0.00012	 0.00014	 0.00036	 0.00965	 0.00001	 0.00005	 0.00000		205.990214	-1751.325452
3003	 0.00017	 0.00014	 0.00020	 0.00021	 0.01161	 0.00002	 0.00005	 0.00000		206.817756	-1712.973870
4004	 0.00009	 0.00014	 0.00013	 0.00024	 0.01023	 0.00001	 0.00003	 0.00000		207.816596	-1700.562606
5005	 0.00006	 0.00011	 0.00007	 0.00016	 0.00983	 0.00001	 0.00002	 0.00000		213.703460	-1780.607408
6006	 0.00017	 0.00011	 0.00009	 0.00015	 0.01020	 0.00001	 0.00003	 0.00000		214.309301	-1686.425468
7007	 0.00011	 0.00015	 0.00012	 0.00019	 0.01124	 0.00001	 0.00003	 0.00000		204.760765	-1702.912438
8008	 0.00008	 0.00013	 0.00007	 0.00009	 0.00987	 0.00001	 0.00002	 0.00000		214.225354	-1783.775630
9009	 0.00021	 0.00014	 0.00011	 0.00033	 0.00951	 0.00002	 0.00004	 0.00000		204.736925	-1758.298303
10010	 0.00006	 0.00008	 0.00009	 0.00037	 0.01089	 0.00001	 0.00003	 0.00000		210.685236	-1697.167476
11011	 0.00003	 0.00007	 0.00005	 0.00009	 0.01131	 0.00000	 0.00002	 0.00000		232.357814	-1692.150950
12012	 0.00002	 0.00003	 0.00004	 0.00008	 0.00996	 0.00000	 0.00001	 0.00000		237.474263	-1717.667524
13013	 0.00002	 0.00003	 0.00008	 0.00018	 0.00973	 0.00000	 0.00002	 0.00000		226.834962	-1714.303599
14014	 0.00001	 0.00001	 0.00003	 0.00009	 0.01128	 0.00000	 0.00001	 0.00000		249.960174	-1697.400258
15015	 0.00004	 0.00007	 0.00008	 0.00023	 0.01139	 0.00000	 0.00002	 0.00000		213.710860	-1697.442965
16016	 0.00004	 0.00005	 0.00005	 0.00015	 0.01170	 0.00000	 0.00002	 0.00000		221.994567	-1649.574264
17017	 0.00015	 0.00018	 0.00008	 0.00012	 0.01093	 0.00002	 0.00003	 0.00000		208.087617	-1669.880826
18018	 0.00005	 0.00007	 0.00004	 0.00010	 0.00986	 0.00001	 0.00001	 0.00000		212.413981	-1748.186116
19019	 0.00005	 0.00004	 0.00003	 0.00011	 0.01029	 0.00001	 0.00001	 0.00000		227.283058	-1685.285600
20020	 0.00019	 0.00019	 0.00009	 0.00013	 0.00986	 0.00002	 0.00003	 0.00000		208.982950	-1707.066665
21021	 0.00023	 0.00031	 0.00012	 0.00005	 0.01014	 0.00003	 0.00003	 0.00000		205.135048	-1689.363546
22022	 0.00013	 0.00013	 0.00004	 0.00006	 0.01071	 0.00001	 0.00001	 0.00000		210.719824	-1721.988007
23023	 0.00007	 0.00010	 0.00003	 0.00005	 0.01114	 0.00001	 0.00001	 0.00000		218.617308	-1669.262705
24024	 0.00009	 0.00011	 0.00007	 0.00010	 0.01034	 0.00001	 0.00002	 0.00000		218.373110	-1717.465484
25025	 0.00009	 0.00009	 0.00006	 0.00018	 0.01029	 0.00001	 0.00002	 0.00000		210.909985	-1702.731163
26026	 0.00016	 0.00021	 0.00014	 0.00021	 0.00961	 0.00001	 0.00004	 0.00000		205.085099	-1730.288995
27027	 0.00002	 0.00004	 0.00006	 0.00018	 0.01091	 0.00000	 0.00002	 0.00000		228.821211	-1743.676090
