Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00018	 0.00025	 0.00003	 0.00008	 0.00947	 0.00001	 0.00001	 0.00000		200.551447	-1791.036257
1001	 0.00011	 0.00010	 0.00002	 0.00018	 0.00975	 0.00001	 0.00001	 0.00000		207.487967	-1821.659679
2002	 0.00007	 0.00009	 0.00002	 0.00018	 0.01020	 0.00000	 0.00001	 0.00000		210.565784	-1750.723114
3003	 0.00012	 0.00008	 0.00001	 0.00023	 0.01099	 0.00001	 0.00001	 0.00000		203.877823	-1766.558142
4004	 0.00005	 0.00003	 0.00000	 0.00004	 0.01109	 0.00000	 0.00000	 0.00000		220.484762	-1772.035277
5005	 0.00007	 0.00009	 0.00000	 0.00004	 0.01091	 0.00000	 0.00000	 0.00000		204.244356	-1815.659995
6006	 0.00006	 0.00009	 0.00001	 0.00007	 0.01112	 0.00000	 0.00000	 0.00000		208.607720	-1739.382605
7007	 0.00020	 0.00013	 0.00003	 0.00043	 0.01110	 0.00001	 0.00002	 0.00000		196.871796	-1746.966750
8008	 0.00022	 0.00020	 0.00002	 0.00020	 0.01011	 0.00001	 0.00001	 0.00000		195.346155	-1820.106593
9009	 0.00015	 0.00025	 0.00002	 0.00014	 0.01031	 0.00001	 0.00001	 0.00000		194.411579	-1836.534915
10010	 0.00006	 0.00015	 0.00001	 0.00006	 0.01003	 0.00000	 0.00001	 0.00000		218.488083	-1741.462167
11011	 0.00004	 0.00006	 0.00001	 0.00017	 0.01133	 0.00000	 0.00001	 0.00000		208.905698	-1751.334945
12012	 0.00011	 0.00007	 0.00001	 0.00029	 0.01001	 0.00000	 0.00000	 0.00000		196.759741	-1815.960186
13013	 0.00006	 0.00004	 0.00001	 0.00024	 0.01020	 0.00000	 0.00000	 0.00000		207.445015	-1811.162676
14014	 0.00002	 0.00003	 0.00000	 0.00004	 0.00985	 0.00000	 0.00000	 0.00000		226.805206	-1803.465556
15015	 0.00003	 0.00002	 0.00000	 0.00007	 0.01035	 0.00000	 0.00000	 0.00000		219.176484	-1802.045602
16016	 0.00002	 0.00003	 0.00000	 0.00005	 0.01005	 0.00000	 0.00000	 0.00000		220.801820	-1806.995136
17017	 0.00003	 0.00004	 0.00000	 0.00008	 0.01114	 0.00000	 0.00000	 0.00000		213.564112	-1804.233359
18018	 0.00002	 0.00008	 0.00000	 0.00010	 0.01132	 0.00000	 0.00000	 0.00000		208.107036	-1775.198374
19019	 0.00001	 0.00006	 0.00000	 0.00015	 0.01042	 0.00000	 0.00000	 0.00000		222.648566	-1783.597260
20020	 0.00003	 0.00003	 0.00000	 0.00001	 0.01233	 0.00000	 0.00000	 0.00000		219.414386	-1764.319357
21021	 0.00001	 0.00002	 0.00000	 0.00000	 0.01036	 0.00000	 0.00000	 0.00000		229.683729	-1781.834456
22022	 0.00001	 0.00002	 0.00000	 0.00003	 0.01041	 0.00000	 0.00000	 0.00000		227.381619	-1780.793085
23023	 0.00002	 0.00002	 0.00000	 0.00003	 0.01079	 0.00000	 0.00000	 0.00000		222.816909	-1730.604926
24024	 0.00001	 0.00003	 0.00000	 0.00015	 0.01188	 0.00000	 0.00000	 0.00000		216.849626	-1712.302380
25025	 0.00004	 0.00005	 0.00001	 0.00017	 0.01045	 0.00000	 0.00000	 0.00000		209.153224	-1833.949335
26026	 0.00005	 0.00006	 0.00001	 0.00008	 0.01073	 0.00000	 0.00000	 0.00000		211.657273	-1764.232117
27027	 0.00012	 0.00023	 0.00002	 0.00021	 0.01105	 0.00001	 0.00001	 0.00000		193.767787	-1801.256002
28028	 0.00006	 0.00014	 0.00001	 0.00005	 0.01077	 0.00000	 0.00000	 0.00000		204.723112	-1818.457467
29029	 0.00009	 0.00017	 0.00001	 0.00033	 0.00852	 0.00001	 0.00001	 0.00000		204.441205	-1812.479084
30030	 0.00020	 0.00007	 0.00001	 0.00008	 0.01067	 0.00001	 0.00001	 0.00000		202.870860	-1790.871759
31031	 0.00004	 0.00005	 0.00001	 0.00015	 0.01092	 0.00000	 0.00000	 0.00000		214.560877	-1777.732309
32032	 0.00011	 0.00014	 0.00002	 0.00018	 0.01104	 0.00001	 0.00001	 0.00000		199.874556	-1817.185363
33033	 0.00030	 0.00019	 0.00003	 0.00005	 0.00870	 0.00001	 0.00001	 0.00000		199.592378	-1756.313368
34034	 0.00036	 0.00023	 0.00004	 0.00010	 0.01045	 0.00001	 0.00002	 0.00000		199.174051	-1756.812216
35035	 0.00042	 0.00032	 0.00004	 0.00003	 0.00961	 0.00002	 0.00002	 0.00000		186.918457	-1867.987117
36036	 0.00023	 0.00025	 0.00003	 0.00017	 0.01086	 0.00002	 0.00002	 0.00000		190.388852	-1783.603950
37037	 0.00031	 0.00031	 0.00004	 0.00005	 0.01020	 0.00002	 0.00002	 0.00000		192.813521	-1839.095310
38038	 0.00039	 0.00024	 0.00003	 0.00004	 0.01016	 0.00002	 0.00002	 0.00000		193.258815	-1851.298536
39039	 0.00034	 0.00035	 0.00005	 0.00011	 0.01123	 0.00003	 0.00003	 0.00000		189.267182	-1730.597892
40040	 0.00024	 0.00020	 0.00003	 0.00006	 0.01037	 0.00001	 0.00001	 0.00000		191.357295	-1807.115899
41041	 0.00019	 0.00026	 0.00004	 0.00016	 0.01006	 0.00001	 0.00002	 0.00000		199.000126	-1780.097415
42042	 0.00016	 0.00014	 0.00002	 0.00027	 0.01009	 0.00001	 0.00001	 0.00000		203.370585	-1745.687900
43043	 0.00024	 0.00021	 0.00003	 0.00021	 0.01003	 0.00001	 0.00002	 0.00000		200.332075	-1785.487746
44044	 0.00020	 0.00020	 0.00003	 0.00018	 0.00988	 0.00001	 0.00002	 0.00000		208.006137	-1737.657256
45045	 0.00008	 0.00006	 0.00001	 0.00009	 0.01139	 0.00000	 0.00000	 0.00000		208.652259	-1789.015045
