Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00003	 0.00000	 0.00003	 0.00520	 0.00000	 0.00000	 0.00000		230.843566	-931.780973
1001	 0.00007	 0.00003	 0.00000	 0.00003	 0.00442	 0.00000	 0.00000	 0.00000		231.075508	-914.962235
2002	 0.00001	 0.00007	 0.00001	 0.00009	 0.00485	 0.00000	 0.00000	 0.00000		227.999141	-898.362941
3003	 0.00006	 0.00004	 0.00001	 0.00023	 0.00536	 0.00000	 0.00001	 0.00000		204.081011	-927.128556
4004	 0.00007	 0.00005	 0.00001	 0.00006	 0.00540	 0.00000	 0.00000	 0.00000		230.504572	-915.248855
5005	 0.00003	 0.00018	 0.00001	 0.00022	 0.00509	 0.00000	 0.00001	 0.00000		212.534827	-916.231857
6006	 0.00012	 0.00018	 0.00002	 0.00007	 0.00440	 0.00001	 0.00001	 0.00000		229.424946	-911.707637
7007	 0.00007	 0.00012	 0.00004	 0.00027	 0.00437	 0.00000	 0.00002	 0.00000		213.658176	-933.842974
8008	 0.00004	 0.00007	 0.00002	 0.00013	 0.00539	 0.00000	 0.00001	 0.00000		218.425570	-909.510742
9009	 0.00008	 0.00005	 0.00002	 0.00016	 0.00535	 0.00000	 0.00001	 0.00000		219.688632	-910.693168
10010	 0.00011	 0.00009	 0.00002	 0.00011	 0.00481	 0.00000	 0.00001	 0.00000		223.936008	-946.120444
11011	 0.00011	 0.00012	 0.00001	 0.00018	 0.00399	 0.00000	 0.00001	 0.00000		215.583574	-906.015896
12012	 0.00006	 0.00024	 0.00001	 0.00006	 0.00483	 0.00000	 0.00000	 0.00000		229.862642	-926.097907
13013	 0.00002	 0.00006	 0.00001	 0.00008	 0.00528	 0.00000	 0.00001	 0.00000		224.706766	-919.746381
14014	 0.00004	 0.00009	 0.00001	 0.00006	 0.00502	 0.00000	 0.00001	 0.00000		234.484334	-876.964190
15015	 0.00001	 0.00004	 0.00002	 0.00007	 0.00534	 0.00000	 0.00001	 0.00000		226.661511	-895.559079
16016	 0.00002	 0.00004	 0.00003	 0.00022	 0.00470	 0.00000	 0.00001	 0.00000		213.318887	-927.202435
17017	 0.00005	 0.00004	 0.00005	 0.00040	 0.00440	 0.00000	 0.00003	 0.00000		209.868129	-906.524887
18018	 0.00005	 0.00004	 0.00005	 0.00034	 0.00512	 0.00000	 0.00003	 0.00000		208.963527	-923.893688
19019	 0.00003	 0.00000	 0.00003	 0.00017	 0.00441	 0.00000	 0.00002	 0.00000		232.370540	-948.717275
20020	 0.00009	 0.00004	 0.00008	 0.00050	 0.00501	 0.00000	 0.00004	 0.00000		200.877077	-887.179243
21021	 0.00001	 0.00005	 0.00002	 0.00023	 0.00516	 0.00000	 0.00001	 0.00000		211.893356	-928.278618
22022	 0.00004	 0.00013	 0.00003	 0.00017	 0.00515	 0.00000	 0.00001	 0.00000		219.077819	-887.501299
23023	 0.00005	 0.00003	 0.00003	 0.00028	 0.00434	 0.00000	 0.00002	 0.00000		217.565907	-940.397093
24024	 0.00004	 0.00011	 0.00001	 0.00011	 0.00574	 0.00000	 0.00001	 0.00000		219.631606	-912.165573
25025	 0.00010	 0.00016	 0.00002	 0.00013	 0.00477	 0.00000	 0.00001	 0.00000		218.277849	-904.708450
26026	 0.00013	 0.00005	 0.00013	 0.00063	 0.00488	 0.00000	 0.00005	 0.00000		202.635504	-887.871713
27027	 0.00009	 0.00012	 0.00011	 0.00052	 0.00520	 0.00000	 0.00005	 0.00000		201.674561	-911.394742
28028	 0.00004	 0.00009	 0.00006	 0.00029	 0.00519	 0.00000	 0.00003	 0.00000		215.628583	-880.907237
29029	 0.00025	 0.00006	 0.00011	 0.00050	 0.00468	 0.00000	 0.00005	 0.00000		199.819759	-896.492020
30030	 0.00017	 0.00014	 0.00009	 0.00033	 0.00569	 0.00000	 0.00003	 0.00000		200.212401	-924.928787
31031	 0.00003	 0.00003	 0.00002	 0.00015	 0.00454	 0.00000	 0.00001	 0.00000		223.072988	-925.634995
32032	 0.00013	 0.00009	 0.00002	 0.00016	 0.00545	 0.00000	 0.00001	 0.00000		215.293968	-912.540680
33033	 0.00016	 0.00006	 0.00002	 0.00033	 0.00517	 0.00000	 0.00001	 0.00000		206.276539	-943.344284
34034	 0.00015	 0.00012	 0.00003	 0.00012	 0.00533	 0.00000	 0.00001	 0.00000		219.503928	-885.613015
35035	 0.00008	 0.00007	 0.00010	 0.00028	 0.00486	 0.00000	 0.00004	 0.00000		214.288428	-871.108277
36036	 0.00004	 0.00014	 0.00015	 0.00057	 0.00458	 0.00000	 0.00007	 0.00000		199.974486	-923.059913
37037	 0.00008	 0.00006	 0.00002	 0.00014	 0.00579	 0.00000	 0.00001	 0.00000		220.009598	-868.533601
38038	 0.00004	 0.00009	 0.00001	 0.00004	 0.00459	 0.00000	 0.00000	 0.00000		246.572774	-917.403276
39039	 0.00014	 0.00027	 0.00002	 0.00010	 0.00521	 0.00000	 0.00001	 0.00000		222.494209	-906.485481
40040	 0.00005	 0.00010	 0.00001	 0.00003	 0.00496	 0.00000	 0.00000	 0.00000		248.377051	-908.008785
41041	 0.00012	 0.00005	 0.00002	 0.00010	 0.00513	 0.00000	 0.00001	 0.00000		231.685467	-875.934153
42042	 0.00010	 0.00006	 0.00007	 0.00032	 0.00463	 0.00000	 0.00003	 0.00000		207.126390	-927.652847
43043	 0.00002	 0.00009	 0.00002	 0.00027	 0.00484	 0.00000	 0.00001	 0.00000		205.279053	-934.732250
44044	 0.00007	 0.00007	 0.00002	 0.00022	 0.00471	 0.00000	 0.00001	 0.00000		209.906996	-890.884864
45045	 0.00009	 0.00003	 0.00005	 0.00032	 0.00493	 0.00000	 0.00003	 0.00000		209.238293	-940.657858
46046	 0.00008	 0.00002	 0.00003	 0.00033	 0.00523	 0.00000	 0.00001	 0.00000		214.502027	-901.128540
47047	 0.00017	 0.00003	 0.00004	 0.00038	 0.00574	 0.00000	 0.00002	 0.00000		207.149364	-913.799791
48048	 0.00004	 0.00006	 0.00004	 0.00034	 0.00538	 0.00000	 0.00002	 0.00000		212.541291	-886.971691
49049	 0.00015	 0.00004	 0.00002	 0.00012	 0.00470	 0.00000	 0.00001	 0.00000		227.077419	-922.630020
50050	 0.00014	 0.00015	 0.00003	 0.00030	 0.00539	 0.00000	 0.00001	 0.00000		200.984890	-905.989975
51051	 0.00004	 0.00001	 0.00003	 0.00026	 0.00469	 0.00000	 0.00002	 0.00000		216.219874	-911.026540
52052	 0.00001	 0.00002	 0.00002	 0.00014	 0.00536	 0.00000	 0.00001	 0.00000		222.427329	-904.133963
53053	 0.00001	 0.00009	 0.00003	 0.00020	 0.00472	 0.00000	 0.00001	 0.00000		216.601926	-916.901518
54054	 0.00008	 0.00015	 0.00005	 0.00031	 0.00518	 0.00000	 0.00002	 0.00000		202.195903	-916.571029
55055	 0.00015	 0.00004	 0.00002	 0.00014	 0.00571	 0.00000	 0.00001	 0.00000		218.072177	-918.483109
56056	 0.00008	 0.00003	 0.00003	 0.00011	 0.00471	 0.00000	 0.00001	 0.00000		234.385615	-916.587298
