Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00002	 0.00000	 0.00008	 0.01986	 0.00000	 0.00000	 0.00000		224.618459	-2904.638263
1001	 0.00000	 0.00001	 0.00000	 0.00003	 0.01655	 0.00000	 0.00000	 0.00000		242.436180	-2893.227641
2002	 0.00001	 0.00001	 0.00000	 0.00005	 0.01693	 0.00000	 0.00000	 0.00000		232.506497	-2850.374714
3003	 0.00000	 0.00004	 0.00000	 0.00011	 0.01834	 0.00000	 0.00000	 0.00000		225.105868	-2813.584658
4004	 0.00001	 0.00003	 0.00000	 0.00005	 0.01692	 0.00000	 0.00000	 0.00000		222.250960	-2881.511141
5005	 0.00001	 0.00001	 0.00000	 0.00009	 0.01808	 0.00000	 0.00000	 0.00000		227.898750	-2787.958117
6006	 0.00002	 0.00004	 0.00000	 0.00022	 0.01917	 0.00000	 0.00000	 0.00000		218.282575	-2830.378557
7007	 0.00003	 0.00021	 0.00001	 0.00014	 0.01693	 0.00000	 0.00000	 0.00000		203.658240	-2787.096957
8008	 0.00004	 0.00010	 0.00001	 0.00021	 0.01737	 0.00000	 0.00001	 0.00000		204.361415	-2873.301632
9009	 0.00004	 0.00014	 0.00001	 0.00018	 0.01868	 0.00000	 0.00000	 0.00000		207.291466	-2790.435431
10010	 0.00007	 0.00017	 0.00001	 0.00012	 0.01763	 0.00000	 0.00001	 0.00000		195.971186	-2760.717935
11011	 0.00010	 0.00010	 0.00001	 0.00006	 0.01712	 0.00000	 0.00001	 0.00000		209.229208	-2804.523292
12012	 0.00006	 0.00013	 0.00001	 0.00005	 0.01870	 0.00000	 0.00000	 0.00000		199.116719	-2805.669419
13013	 0.00004	 0.00020	 0.00001	 0.00002	 0.01822	 0.00000	 0.00000	 0.00000		222.347973	-2762.281829
14014	 0.00003	 0.00007	 0.00001	 0.00005	 0.01662	 0.00000	 0.00000	 0.00000		218.545175	-2744.504678
15015	 0.00005	 0.00008	 0.00001	 0.00015	 0.01731	 0.00000	 0.00001	 0.00000		208.787734	-2799.177441
16016	 0.00003	 0.00004	 0.00001	 0.00007	 0.01781	 0.00000	 0.00000	 0.00000		221.441886	-2832.280159
17017	 0.00004	 0.00011	 0.00001	 0.00009	 0.01797	 0.00000	 0.00000	 0.00000		203.808990	-2857.510934
18018	 0.00002	 0.00010	 0.00000	 0.00020	 0.01829	 0.00000	 0.00000	 0.00000		209.482259	-2841.642873
19019	 0.00007	 0.00018	 0.00001	 0.00012	 0.01822	 0.00000	 0.00000	 0.00000		195.819663	-2737.646555
20020	 0.00004	 0.00014	 0.00001	 0.00018	 0.01882	 0.00000	 0.00000	 0.00000		206.849590	-2790.703768
21021	 0.00005	 0.00009	 0.00001	 0.00008	 0.01957	 0.00000	 0.00001	 0.00000		212.445128	-2684.685663
22022	 0.00006	 0.00024	 0.00001	 0.00006	 0.01779	 0.00000	 0.00000	 0.00000		201.520549	-2795.224067
23023	 0.00006	 0.00019	 0.00001	 0.00010	 0.01826	 0.00001	 0.00001	 0.00000		196.134979	-2830.607038
24024	 0.00005	 0.00010	 0.00001	 0.00017	 0.01653	 0.00000	 0.00001	 0.00000		206.672419	-2822.292792
25025	 0.00002	 0.00002	 0.00001	 0.00022	 0.01726	 0.00000	 0.00000	 0.00000		219.285038	-2825.034087
26026	 0.00003	 0.00013	 0.00002	 0.00038	 0.01719	 0.00000	 0.00001	 0.00000		204.202757	-2790.666499
27027	 0.00004	 0.00005	 0.00001	 0.00017	 0.01902	 0.00000	 0.00001	 0.00000		210.742449	-2772.996237
28028	 0.00001	 0.00001	 0.00000	 0.00009	 0.01642	 0.00000	 0.00000	 0.00000		228.510566	-2887.401525
29029	 0.00000	 0.00002	 0.00000	 0.00013	 0.01781	 0.00000	 0.00000	 0.00000		224.716997	-2830.212216
30030	 0.00000	 0.00001	 0.00000	 0.00009	 0.01822	 0.00000	 0.00000	 0.00000		243.316659	-2826.221253
31031	 0.00002	 0.00004	 0.00001	 0.00034	 0.01886	 0.00000	 0.00001	 0.00000		206.107029	-2836.252126
