Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00011	 0.00011	 0.00005	 0.00019	 0.01365	 0.00001	 0.00002	 0.00000		215.347269	-2092.008617
1001	 0.00015	 0.00007	 0.00002	 0.00017	 0.01186	 0.00000	 0.00001	 0.00000		206.868855	-2162.036833
2002	 0.00004	 0.00013	 0.00003	 0.00007	 0.01263	 0.00000	 0.00001	 0.00000		227.296665	-2158.239267
3003	 0.00016	 0.00012	 0.00009	 0.00040	 0.01416	 0.00001	 0.00004	 0.00000		197.162355	-2037.766503
4004	 0.00021	 0.00023	 0.00009	 0.00048	 0.01332	 0.00001	 0.00004	 0.00000		190.859185	-2059.940749
5005	 0.00004	 0.00007	 0.00008	 0.00027	 0.01343	 0.00000	 0.00003	 0.00000		207.436606	-2101.472627
6006	 0.00001	 0.00001	 0.00004	 0.00021	 0.01366	 0.00000	 0.00002	 0.00000		226.934011	-2183.392778
7007	 0.00001	 0.00003	 0.00003	 0.00016	 0.01404	 0.00000	 0.00001	 0.00000		220.391730	-2184.762598
8008	 0.00003	 0.00006	 0.00005	 0.00026	 0.01369	 0.00000	 0.00002	 0.00000		207.979288	-2159.026044
9009	 0.00002	 0.00004	 0.00003	 0.00012	 0.01270	 0.00000	 0.00001	 0.00000		230.747444	-2086.345021
10010	 0.00000	 0.00002	 0.00002	 0.00023	 0.01337	 0.00000	 0.00001	 0.00000		218.022544	-2185.211976
11011	 0.00001	 0.00002	 0.00003	 0.00041	 0.01341	 0.00000	 0.00001	 0.00000		209.693083	-2200.317590
12012	 0.00004	 0.00003	 0.00002	 0.00014	 0.01365	 0.00000	 0.00001	 0.00000		221.367404	-2163.151668
13013	 0.00002	 0.00003	 0.00002	 0.00012	 0.01522	 0.00000	 0.00001	 0.00000		221.558397	-2153.783458
14014	 0.00004	 0.00012	 0.00003	 0.00012	 0.01301	 0.00000	 0.00001	 0.00000		223.100334	-2195.750165
15015	 0.00001	 0.00004	 0.00002	 0.00017	 0.01415	 0.00000	 0.00001	 0.00000		220.287662	-2161.278973
16016	 0.00008	 0.00013	 0.00015	 0.00078	 0.01184	 0.00001	 0.00006	 0.00000		193.722884	-2155.509408
