Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00008	 0.00008	 0.00011	 0.00066	 0.02232	 0.00000	 0.00005	 0.00000		192.275055	-3330.588832
1001	 0.00001	 0.00012	 0.00015	 0.00082	 0.02054	 0.00000	 0.00006	 0.00000		189.705059	-3427.282481
2002	 0.00001	 0.00008	 0.00007	 0.00045	 0.02123	 0.00000	 0.00003	 0.00000		205.229184	-3399.904847
3003	 0.00001	 0.00004	 0.00008	 0.00069	 0.02242	 0.00000	 0.00003	 0.00000		195.854114	-3337.461207
4004	 0.00002	 0.00004	 0.00009	 0.00092	 0.02130	 0.00000	 0.00004	 0.00000		190.741838	-3402.057361
5005	 0.00007	 0.00012	 0.00007	 0.00024	 0.02246	 0.00000	 0.00003	 0.00000		203.249947	-3359.468975
6006	 0.00008	 0.00018	 0.00012	 0.00085	 0.02190	 0.00000	 0.00006	 0.00000		185.187724	-3293.109167
7007	 0.00002	 0.00007	 0.00011	 0.00054	 0.02206	 0.00000	 0.00005	 0.00000		197.854512	-3419.164157
8008	 0.00006	 0.00018	 0.00010	 0.00036	 0.02051	 0.00000	 0.00004	 0.00000		197.235147	-3388.511286
9009	 0.00002	 0.00019	 0.00009	 0.00045	 0.02171	 0.00000	 0.00004	 0.00000		201.752785	-3373.991251
10010	 0.00001	 0.00002	 0.00008	 0.00031	 0.02292	 0.00000	 0.00003	 0.00000		207.683718	-3300.923512
11011	 0.00003	 0.00006	 0.00009	 0.00055	 0.02136	 0.00000	 0.00004	 0.00000		195.476643	-3545.569753
12012	 0.00002	 0.00003	 0.00005	 0.00032	 0.02191	 0.00000	 0.00002	 0.00000		210.771927	-3349.694751
13013	 0.00002	 0.00002	 0.00005	 0.00054	 0.02100	 0.00000	 0.00002	 0.00000		195.132569	-3471.149939
14014	 0.00002	 0.00005	 0.00014	 0.00081	 0.01988	 0.00000	 0.00006	 0.00000		192.305350	-3411.293519
15015	 0.00004	 0.00013	 0.00009	 0.00055	 0.02107	 0.00000	 0.00004	 0.00000		191.568624	-3433.759164
16016	 0.00002	 0.00007	 0.00003	 0.00016	 0.02181	 0.00000	 0.00001	 0.00000		214.746757	-3235.940474
17017	 0.00002	 0.00007	 0.00002	 0.00019	 0.02169	 0.00000	 0.00001	 0.00000		209.861634	-3299.976618
18018	 0.00002	 0.00004	 0.00002	 0.00008	 0.02214	 0.00000	 0.00001	 0.00000		225.239138	-3279.313519
19019	 0.00002	 0.00003	 0.00001	 0.00003	 0.02295	 0.00000	 0.00000	 0.00000		245.161496	-3255.206533
20020	 0.00003	 0.00011	 0.00001	 0.00003	 0.02243	 0.00000	 0.00000	 0.00000		228.887540	-3275.730703
21021	 0.00001	 0.00002	 0.00000	 0.00002	 0.02106	 0.00000	 0.00000	 0.00000		246.856036	-3457.396875
22022	 0.00002	 0.00003	 0.00000	 0.00002	 0.02083	 0.00000	 0.00000	 0.00000		240.576857	-3363.062019
23023	 0.00001	 0.00001	 0.00000	 0.00002	 0.02165	 0.00000	 0.00000	 0.00000		252.904256	-3370.337853
