Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00013	 0.00000	 0.00006	 0.01944	 0.00000	 0.00000	 0.00000		218.785771	-2954.648636
1001	 0.00000	 0.00002	 0.00000	 0.00003	 0.01878	 0.00000	 0.00000	 0.00000		247.301599	-2801.939677
2002	 0.00000	 0.00001	 0.00000	 0.00003	 0.01744	 0.00000	 0.00000	 0.00000		243.607208	-2909.475587
3003	 0.00000	 0.00019	 0.00001	 0.00006	 0.01826	 0.00000	 0.00000	 0.00000		230.477800	-2911.832727
4004	 0.00001	 0.00006	 0.00001	 0.00006	 0.01667	 0.00000	 0.00000	 0.00000		230.370851	-2873.496276
5005	 0.00002	 0.00017	 0.00001	 0.00008	 0.01782	 0.00000	 0.00000	 0.00000		217.631409	-2854.441733
6006	 0.00001	 0.00018	 0.00000	 0.00013	 0.01827	 0.00000	 0.00000	 0.00000		210.176066	-2889.184302
7007	 0.00001	 0.00004	 0.00000	 0.00012	 0.01851	 0.00000	 0.00000	 0.00000		216.148819	-2948.656956
8008	 0.00000	 0.00010	 0.00000	 0.00002	 0.01801	 0.00000	 0.00000	 0.00000		233.975041	-2902.544188
9009	 0.00000	 0.00011	 0.00000	 0.00001	 0.01642	 0.00000	 0.00000	 0.00000		259.397313	-2922.030210
10010	 0.00000	 0.00006	 0.00000	 0.00001	 0.01923	 0.00000	 0.00000	 0.00000		267.181831	-2859.907534
11011	 0.00000	 0.00003	 0.00000	 0.00002	 0.02127	 0.00000	 0.00000	 0.00000		241.304519	-2945.287596
12012	 0.00000	 0.00003	 0.00000	 0.00001	 0.01832	 0.00000	 0.00000	 0.00000		247.415084	-2989.626782
13013	 0.00000	 0.00017	 0.00000	 0.00001	 0.01942	 0.00000	 0.00000	 0.00000		236.313600	-2887.169858
14014	 0.00000	 0.00008	 0.00000	 0.00006	 0.01908	 0.00000	 0.00000	 0.00000		223.272787	-2863.735577
15015	 0.00001	 0.00015	 0.00000	 0.00009	 0.01896	 0.00000	 0.00000	 0.00000		200.021407	-2902.076064
16016	 0.00001	 0.00013	 0.00000	 0.00003	 0.01856	 0.00000	 0.00000	 0.00000		212.160007	-2947.288280
17017	 0.00000	 0.00003	 0.00000	 0.00004	 0.01845	 0.00000	 0.00000	 0.00000		219.467539	-2997.487116
18018	 0.00001	 0.00017	 0.00000	 0.00006	 0.01896	 0.00000	 0.00000	 0.00000		207.725289	-2964.375949
19019	 0.00001	 0.00006	 0.00000	 0.00002	 0.01824	 0.00000	 0.00000	 0.00000		231.686867	-2955.527629
20020	 0.00001	 0.00015	 0.00000	 0.00001	 0.01697	 0.00000	 0.00000	 0.00000		236.531984	-3000.519947
21021	 0.00001	 0.00008	 0.00000	 0.00002	 0.01776	 0.00000	 0.00000	 0.00000		210.010173	-2982.115316
22022	 0.00001	 0.00006	 0.00000	 0.00023	 0.01814	 0.00000	 0.00000	 0.00000		207.186129	-2966.058630
23023	 0.00001	 0.00005	 0.00000	 0.00003	 0.01849	 0.00000	 0.00000	 0.00000		223.872399	-2949.213589
24024	 0.00003	 0.00016	 0.00000	 0.00005	 0.01891	 0.00000	 0.00000	 0.00000		200.882565	-2891.862880
25025	 0.00001	 0.00033	 0.00000	 0.00005	 0.01778	 0.00000	 0.00000	 0.00000		213.615821	-2933.718154
26026	 0.00004	 0.00017	 0.00001	 0.00014	 0.01952	 0.00000	 0.00001	 0.00000		205.350013	-2860.127770
27027	 0.00004	 0.00016	 0.00001	 0.00011	 0.01847	 0.00000	 0.00001	 0.00000		211.333569	-2895.529862
28028	 0.00007	 0.00033	 0.00001	 0.00040	 0.01783	 0.00000	 0.00001	 0.00000		185.375796	-2957.887498
29029	 0.00005	 0.00013	 0.00001	 0.00005	 0.01897	 0.00000	 0.00001	 0.00000		215.941335	-2800.920346
30030	 0.00003	 0.00008	 0.00000	 0.00002	 0.01881	 0.00000	 0.00000	 0.00000		230.159388	-2916.008280
31031	 0.00001	 0.00017	 0.00001	 0.00009	 0.01798	 0.00000	 0.00000	 0.00000		210.223475	-2879.152959
32032	 0.00001	 0.00007	 0.00000	 0.00009	 0.01730	 0.00000	 0.00000	 0.00000		211.076622	-2975.480339
33033	 0.00002	 0.00015	 0.00001	 0.00005	 0.01917	 0.00000	 0.00000	 0.00000		225.291384	-2813.968966
34034	 0.00004	 0.00031	 0.00003	 0.00022	 0.01972	 0.00000	 0.00001	 0.00000		201.128130	-2824.888787
35035	 0.00002	 0.00005	 0.00001	 0.00040	 0.01722	 0.00000	 0.00001	 0.00000		207.326654	-2909.295557
