Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00008	 0.00021	 0.00005	 0.00015	 0.03218	 0.00001	 0.00002		197.283639	-5119.093692
1001	 0.00006	 0.00030	 0.00006	 0.00026	 0.03283	 0.00000	 0.00001		182.262162	-5230.657969
2002	 0.00003	 0.00008	 0.00004	 0.00013	 0.03221	 0.00000	 0.00001		212.813774	-5059.699657
3003	 0.00002	 0.00003	 0.00007	 0.00021	 0.03462	 0.00000	 0.00001		206.105112	-5041.168079
4004	 0.00003	 0.00011	 0.00009	 0.00021	 0.03295	 0.00000	 0.00002		193.070439	-5080.487858
5005	 0.00002	 0.00004	 0.00002	 0.00008	 0.03396	 0.00000	 0.00001		213.605519	-5089.837111
6006	 0.00015	 0.00022	 0.00004	 0.00013	 0.03524	 0.00001	 0.00001		188.117259	-5084.103352
7007	 0.00007	 0.00036	 0.00003	 0.00006	 0.03652	 0.00001	 0.00001		207.816484	-5134.243571
8008	 0.00003	 0.00012	 0.00002	 0.00002	 0.03294	 0.00000	 0.00000		215.972084	-5159.217267
9009	 0.00002	 0.00007	 0.00001	 0.00003	 0.03493	 0.00000	 0.00000		223.385075	-5146.309560
10010	 0.00001	 0.00003	 0.00002	 0.00005	 0.03504	 0.00000	 0.00000		225.439656	-5130.745021
11011	 0.00001	 0.00002	 0.00001	 0.00004	 0.03405	 0.00000	 0.00000		225.920579	-5093.933430
12012	 0.00001	 0.00002	 0.00001	 0.00002	 0.03600	 0.00000	 0.00000		242.223468	-4921.277383
13013	 0.00001	 0.00002	 0.00001	 0.00002	 0.03391	 0.00000	 0.00000		238.353866	-5076.475876
14014	 0.00002	 0.00005	 0.00001	 0.00002	 0.03513	 0.00000	 0.00000		235.602388	-5071.125979
15015	 0.00001	 0.00006	 0.00001	 0.00001	 0.03323	 0.00000	 0.00000		244.964022	-5069.952692
16016	 0.00002	 0.00004	 0.00001	 0.00001	 0.03328	 0.00000	 0.00000		231.974732	-5071.690843
17017	 0.00001	 0.00002	 0.00001	 0.00005	 0.03383	 0.00000	 0.00000		217.418154	-5208.145829
18018	 0.00001	 0.00002	 0.00002	 0.00004	 0.03602	 0.00000	 0.00000		223.023240	-4976.245764
19019	 0.00001	 0.00004	 0.00002	 0.00007	 0.03229	 0.00000	 0.00001		218.118134	-5268.709554
20020	 0.00003	 0.00004	 0.00002	 0.00010	 0.03023	 0.00000	 0.00001		214.295100	-5088.646278
21021	 0.00005	 0.00011	 0.00005	 0.00014	 0.03304	 0.00000	 0.00001		197.140839	-5098.004561
22022	 0.00007	 0.00018	 0.00005	 0.00011	 0.03225	 0.00001	 0.00002		206.477990	-5206.003880
23023	 0.00010	 0.00021	 0.00005	 0.00012	 0.03511	 0.00001	 0.00001		197.309501	-5204.304702
24024	 0.00005	 0.00010	 0.00003	 0.00006	 0.03429	 0.00000	 0.00001		206.357339	-5277.332921
25025	 0.00006	 0.00018	 0.00003	 0.00007	 0.03244	 0.00000	 0.00001		199.196604	-5198.264920
26026	 0.00001	 0.00005	 0.00001	 0.00002	 0.03182	 0.00000	 0.00000		222.564526	-5246.944992
27027	 0.00002	 0.00006	 0.00001	 0.00001	 0.03136	 0.00000	 0.00000		250.384542	-5169.267102
28028	 0.00008	 0.00017	 0.00002	 0.00001	 0.03364	 0.00000	 0.00000		230.518707	-5081.361688
29029	 0.00009	 0.00022	 0.00003	 0.00002	 0.03128	 0.00001	 0.00001		218.786247	-5035.701783
30030	 0.00012	 0.00039	 0.00006	 0.00002	 0.03514	 0.00001	 0.00001		207.261418	-5053.664583
31031	 0.00028	 0.00037	 0.00006	 0.00005	 0.03300	 0.00002	 0.00002		191.953151	-5171.457957
32032	 0.00021	 0.00048	 0.00009	 0.00004	 0.03468	 0.00002	 0.00002		191.993842	-5143.083203
33033	 0.00016	 0.00022	 0.00005	 0.00001	 0.03329	 0.00001	 0.00001		206.306486	-5084.188096
34034	 0.00007	 0.00016	 0.00003	 0.00000	 0.03326	 0.00001	 0.00001		224.046887	-5178.515770
35035	 0.00012	 0.00036	 0.00003	 0.00001	 0.03219	 0.00001	 0.00001		209.132210	-5090.849742
36036	 0.00009	 0.00018	 0.00003	 0.00001	 0.03142	 0.00001	 0.00001		224.565751	-4955.511702
37037	 0.00012	 0.00025	 0.00005	 0.00002	 0.03509	 0.00001	 0.00001		211.936301	-5288.734021
38038	 0.00010	 0.00023	 0.00004	 0.00005	 0.03573	 0.00001	 0.00001		201.618700	-5131.337077
39039	 0.00011	 0.00015	 0.00003	 0.00002	 0.03492	 0.00001	 0.00001		212.205479	-5162.072034
40040	 0.00007	 0.00012	 0.00002	 0.00001	 0.03445	 0.00001	 0.00001		223.689282	-5101.877050
41041	 0.00007	 0.00010	 0.00002	 0.00001	 0.03471	 0.00000	 0.00001		225.377211	-5063.827865
42042	 0.00005	 0.00006	 0.00002	 0.00001	 0.03305	 0.00000	 0.00000		230.172970	-5228.629614
43043	 0.00004	 0.00026	 0.00001	 0.00001	 0.03563	 0.00000	 0.00000		223.640453	-5099.281166
44044	 0.00003	 0.00009	 0.00001	 0.00001	 0.03389	 0.00000	 0.00000		226.654567	-5278.811133
45045	 0.00003	 0.00006	 0.00001	 0.00001	 0.03433	 0.00000	 0.00000		227.738639	-5255.270599
46046	 0.00006	 0.00009	 0.00001	 0.00001	 0.03393	 0.00000	 0.00000		226.899697	-4977.418798
47047	 0.00009	 0.00010	 0.00002	 0.00001	 0.03558	 0.00000	 0.00000		226.090702	-5061.200798
48048	 0.00005	 0.00020	 0.00002	 0.00003	 0.03247	 0.00000	 0.00001		217.860174	-5201.226947
49049	 0.00006	 0.00014	 0.00002	 0.00003	 0.03454	 0.00001	 0.00001		214.284322	-5019.669580
50050	 0.00003	 0.00008	 0.00001	 0.00001	 0.03407	 0.00000	 0.00000		224.407127	-5109.067159
51051	 0.00006	 0.00017	 0.00002	 0.00001	 0.03478	 0.00000	 0.00000		223.979552	-5085.940300
52052	 0.00005	 0.00031	 0.00002	 0.00001	 0.03347	 0.00000	 0.00000		218.584622	-5062.266423
53053	 0.00008	 0.00022	 0.00003	 0.00001	 0.03235	 0.00000	 0.00001		221.786182	-5155.546790
54054	 0.00005	 0.00009	 0.00002	 0.00001	 0.03188	 0.00000	 0.00001		234.090961	-5020.634972
55055	 0.00004	 0.00010	 0.00001	 0.00000	 0.03211	 0.00000	 0.00000		243.728508	-5162.449696
56056	 0.00012	 0.00035	 0.00003	 0.00001	 0.03251	 0.00001	 0.00001		206.419597	-5157.836284
57057	 0.00019	 0.00036	 0.00005	 0.00001	 0.03351	 0.00001	 0.00001		209.623478	-5120.326765
58058	 0.00021	 0.00023	 0.00006	 0.00002	 0.03275	 0.00001	 0.00001		210.507932	-5007.781942
59059	 0.00024	 0.00026	 0.00006	 0.00004	 0.03224	 0.00002	 0.00002		196.151314	-5098.801226
60060	 0.00029	 0.00046	 0.00010	 0.00004	 0.03187	 0.00002	 0.00002		199.506338	-5112.952255
61061	 0.00034	 0.00026	 0.00009	 0.00003	 0.03336	 0.00002	 0.00002		202.814761	-5106.368894
62062	 0.00009	 0.00014	 0.00004	 0.00001	 0.03307	 0.00001	 0.00001		223.797431	-5254.733377
