Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00013	 0.00817	 0.01152	 0.00000	 0.00000	 0.01002		167.761617	-4958.972538
1001	 0.00001	 0.00013	 0.00698	 0.00957	 0.00000	 0.00000	 0.01100		163.114327	-4916.955141
2002	 0.00001	 0.00008	 0.00810	 0.01207	 0.00000	 0.00000	 0.00934		167.500954	-4984.851249
3003	 0.00003	 0.00012	 0.00778	 0.01048	 0.00000	 0.00000	 0.00893		163.734819	-4970.935154
4004	 0.00003	 0.00008	 0.00767	 0.01134	 0.00000	 0.00000	 0.00889		155.863290	-5016.845750
5005	 0.00011	 0.00027	 0.00890	 0.00956	 0.00000	 0.00000	 0.00985		152.583011	-4951.825786
6006	 0.00016	 0.00020	 0.00881	 0.01046	 0.00000	 0.00001	 0.00988		158.099617	-4906.004936
7007	 0.00005	 0.00018	 0.00835	 0.01000	 0.00000	 0.00000	 0.00968		167.005288	-5069.924204
8008	 0.00009	 0.00009	 0.00722	 0.01279	 0.00000	 0.00000	 0.00861		166.424079	-5025.055477
9009	 0.00003	 0.00005	 0.00751	 0.01095	 0.00000	 0.00000	 0.00947		171.970627	-4850.820694
10010	 0.00003	 0.00005	 0.00977	 0.00986	 0.00000	 0.00000	 0.00899		172.788592	-4980.023663
11011	 0.00004	 0.00022	 0.00855	 0.01068	 0.00000	 0.00000	 0.00939		165.278537	-5030.344916
12012	 0.00004	 0.00012	 0.00746	 0.01219	 0.00000	 0.00000	 0.00974		174.968251	-4911.235138
13013	 0.00014	 0.00018	 0.00905	 0.01025	 0.00000	 0.00000	 0.00893		162.500108	-5068.100830
14014	 0.00003	 0.00014	 0.00840	 0.01117	 0.00000	 0.00000	 0.00801		177.571557	-5056.455350
15015	 0.00003	 0.00015	 0.00796	 0.01114	 0.00000	 0.00000	 0.00899		163.514562	-4988.257574
16016	 0.00006	 0.00025	 0.00862	 0.01007	 0.00000	 0.00000	 0.00973		162.070293	-5027.598320
17017	 0.00010	 0.00016	 0.00937	 0.01106	 0.00000	 0.00000	 0.00994		160.504581	-4892.902906
18018	 0.00006	 0.00016	 0.00790	 0.01048	 0.00000	 0.00000	 0.00887		163.504544	-4946.595581
19019	 0.00008	 0.00003	 0.00776	 0.01075	 0.00000	 0.00000	 0.00922		161.536728	-4866.668248
20020	 0.00005	 0.00003	 0.00777	 0.01168	 0.00000	 0.00000	 0.00991		166.717384	-4898.136931
21021	 0.00005	 0.00010	 0.00828	 0.01202	 0.00000	 0.00000	 0.00865		164.333917	-4958.258532
22022	 0.00016	 0.00015	 0.00931	 0.01174	 0.00000	 0.00001	 0.00957		154.045471	-4891.504870
23023	 0.00012	 0.00018	 0.00847	 0.01129	 0.00000	 0.00000	 0.00839		157.983660	-4995.703233
24024	 0.00007	 0.00007	 0.00749	 0.01173	 0.00000	 0.00000	 0.00989		157.358708	-4958.249812
25025	 0.00004	 0.00008	 0.00809	 0.01169	 0.00000	 0.00000	 0.01021		151.168283	-4890.373279
26026	 0.00004	 0.00011	 0.00848	 0.01205	 0.00000	 0.00000	 0.00856		162.095544	-4989.332568
27027	 0.00005	 0.00016	 0.00897	 0.01092	 0.00000	 0.00000	 0.00866		160.696138	-4937.728867
28028	 0.00002	 0.00015	 0.00903	 0.01153	 0.00000	 0.00000	 0.00959		161.330231	-4982.733644
29029	 0.00003	 0.00005	 0.00867	 0.01178	 0.00000	 0.00000	 0.00895		161.549586	-4899.743366
30030	 0.00004	 0.00025	 0.00734	 0.01060	 0.00000	 0.00000	 0.00967		158.053872	-5077.301267
31031	 0.00005	 0.00029	 0.00850	 0.01083	 0.00000	 0.00000	 0.00875		168.443908	-5025.340051
32032	 0.00007	 0.00022	 0.00753	 0.01101	 0.00000	 0.00000	 0.00998		159.316518	-4971.166238
33033	 0.00004	 0.00012	 0.01002	 0.00972	 0.00000	 0.00000	 0.00901		158.235898	-5113.951439
34034	 0.00003	 0.00020	 0.00965	 0.01332	 0.00000	 0.00000	 0.01046		166.431097	-4870.211098
35035	 0.00005	 0.00009	 0.00892	 0.01100	 0.00000	 0.00000	 0.01073		164.503621	-4943.529900
36036	 0.00004	 0.00006	 0.00848	 0.01239	 0.00000	 0.00000	 0.00751		174.077976	-5133.496424
37037	 0.00010	 0.00022	 0.00844	 0.01100	 0.00000	 0.00000	 0.00912		157.033976	-4932.686774
38038	 0.00003	 0.00002	 0.00712	 0.01049	 0.00000	 0.00000	 0.01101		157.512814	-4926.480229
39039	 0.00002	 0.00005	 0.00831	 0.00989	 0.00000	 0.00000	 0.00994		166.911089	-4928.144898
40040	 0.00003	 0.00006	 0.00976	 0.01135	 0.00000	 0.00000	 0.00876		168.279505	-5122.525260
41041	 0.00002	 0.00014	 0.00863	 0.01132	 0.00000	 0.00000	 0.00938		160.872902	-4990.895607
42042	 0.00011	 0.00012	 0.00716	 0.01111	 0.00000	 0.00000	 0.00901		151.705809	-5007.348552
43043	 0.00012	 0.00007	 0.00930	 0.01087	 0.00000	 0.00000	 0.00942		155.521601	-4982.103433
44044	 0.00008	 0.00025	 0.00801	 0.01109	 0.00000	 0.00000	 0.00995		154.803994	-4916.025514
45045	 0.00015	 0.00014	 0.00700	 0.01143	 0.00000	 0.00001	 0.00927		163.960489	-4882.814171
46046	 0.00018	 0.00022	 0.00729	 0.01241	 0.00000	 0.00001	 0.00947		156.497321	-4912.315672
47047	 0.00015	 0.00015	 0.00787	 0.01110	 0.00000	 0.00001	 0.00983		157.446809	-4867.627051
48048	 0.00016	 0.00023	 0.00794	 0.01195	 0.00000	 0.00001	 0.00930		156.924824	-5000.286983
49049	 0.00007	 0.00024	 0.00753	 0.01188	 0.00000	 0.00000	 0.00940		157.349094	-5014.256204
50050	 0.00008	 0.00016	 0.00864	 0.01177	 0.00000	 0.00000	 0.00903		158.671892	-5040.662565
51051	 0.00020	 0.00023	 0.00815	 0.01146	 0.00000	 0.00001	 0.00925		155.765851	-4925.755103
52052	 0.00009	 0.00035	 0.00755	 0.01127	 0.00000	 0.00001	 0.01086		157.377467	-4958.872493
53053	 0.00006	 0.00020	 0.00792	 0.01078	 0.00000	 0.00000	 0.00901		162.864680	-5076.935627
54054	 0.00008	 0.00013	 0.00932	 0.01179	 0.00000	 0.00000	 0.01041		161.159129	-4881.087201
55055	 0.00004	 0.00007	 0.00899	 0.01049	 0.00000	 0.00000	 0.00883		164.153546	-5064.420018
56056	 0.00010	 0.00021	 0.00884	 0.01062	 0.00000	 0.00001	 0.00951		162.567308	-4940.270302
57057	 0.00014	 0.00029	 0.00678	 0.01251	 0.00000	 0.00001	 0.00909		165.485760	-5046.009524
58058	 0.00016	 0.00014	 0.00726	 0.01105	 0.00000	 0.00000	 0.00887		171.717081	-4985.969770
59059	 0.00004	 0.00006	 0.00721	 0.01198	 0.00000	 0.00000	 0.01034		170.589373	-4936.219581
60060	 0.00003	 0.00012	 0.00786	 0.01017	 0.00000	 0.00000	 0.01099		159.804752	-4992.764194
61061	 0.00004	 0.00016	 0.00826	 0.00885	 0.00000	 0.00000	 0.01015		159.675039	-5022.847347
62062	 0.00002	 0.00006	 0.00823	 0.01107	 0.00000	 0.00000	 0.00962		170.682915	-5039.948708
63063	 0.00002	 0.00041	 0.00858	 0.01233	 0.00000	 0.00000	 0.00937		160.142630	-4890.630224
64064	 0.00001	 0.00007	 0.00706	 0.01177	 0.00000	 0.00000	 0.00910		163.432593	-4925.171774
65065	 0.00003	 0.00011	 0.01047	 0.01089	 0.00000	 0.00000	 0.00897		163.997807	-4992.391076
66066	 0.00002	 0.00004	 0.00817	 0.01090	 0.00000	 0.00000	 0.00921		167.491895	-4955.055716
67067	 0.00007	 0.00017	 0.00876	 0.01067	 0.00000	 0.00000	 0.00987		156.930813	-4945.425387
68068	 0.00003	 0.00013	 0.00625	 0.00998	 0.00000	 0.00000	 0.00944		164.258466	-4928.948289
69069	 0.00009	 0.00010	 0.00619	 0.01313	 0.00000	 0.00000	 0.00895		162.336369	-4937.776821
70070	 0.00014	 0.00017	 0.00713	 0.01185	 0.00000	 0.00001	 0.01016		151.248974	-4955.449923
71071	 0.00007	 0.00013	 0.00695	 0.01228	 0.00000	 0.00000	 0.00988		155.333995	-4951.554071
72072	 0.00006	 0.00021	 0.00848	 0.01121	 0.00000	 0.00000	 0.00913		159.766558	-5102.970212
73073	 0.00003	 0.00010	 0.00915	 0.01194	 0.00000	 0.00000	 0.01043		162.848993	-4924.666341
74074	 0.00005	 0.00011	 0.00858	 0.01071	 0.00000	 0.00000	 0.00804		163.318717	-5037.750862
75075	 0.00016	 0.00028	 0.01043	 0.01007	 0.00000	 0.00001	 0.00919		156.926938	-5029.109950
76076	 0.00003	 0.00018	 0.00874	 0.01064	 0.00000	 0.00000	 0.00869		167.983907	-5009.872874
77077	 0.00008	 0.00027	 0.00799	 0.01162	 0.00000	 0.00000	 0.00937		157.533514	-4950.793764
78078	 0.00005	 0.00018	 0.00671	 0.01084	 0.00000	 0.00000	 0.01036		159.083366	-4974.181365
79079	 0.00009	 0.00007	 0.00840	 0.01056	 0.00000	 0.00000	 0.01066		157.939506	-4957.157550
80080	 0.00004	 0.00028	 0.00956	 0.01108	 0.00000	 0.00000	 0.01137		153.293056	-4954.167991
81081	 0.00003	 0.00021	 0.00746	 0.01106	 0.00000	 0.00000	 0.01025		162.542684	-4893.865660
82082	 0.00012	 0.00016	 0.00909	 0.01099	 0.00000	 0.00000	 0.00902		162.716643	-4918.611652
83083	 0.00005	 0.00022	 0.00916	 0.00964	 0.00000	 0.00000	 0.00849		172.712290	-4985.431611
84084	 0.00007	 0.00022	 0.00906	 0.01055	 0.00000	 0.00001	 0.01067		172.209499	-4881.827264
