Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00013	 0.00011	 0.01139	 0.01429	 0.00000	 0.00000	 0.01346		149.489864	-6298.316318
1001	 0.00015	 0.00020	 0.00876	 0.01510	 0.00000	 0.00001	 0.01306		158.032126	-6254.881721
2002	 0.00020	 0.00015	 0.00975	 0.01421	 0.00000	 0.00001	 0.01462		149.189099	-6170.711433
3003	 0.00008	 0.00021	 0.00851	 0.01588	 0.00000	 0.00000	 0.01306		151.926050	-6317.460856
4004	 0.00006	 0.00007	 0.00759	 0.01578	 0.00000	 0.00000	 0.01228		163.401499	-6247.840902
5005	 0.00013	 0.00015	 0.00827	 0.01736	 0.00000	 0.00001	 0.01226		158.661141	-6255.446492
6006	 0.00015	 0.00025	 0.00949	 0.01532	 0.00000	 0.00001	 0.01290		152.738040	-6281.413848
7007	 0.00019	 0.00020	 0.00816	 0.01494	 0.00000	 0.00001	 0.01217		156.668415	-6244.475526
8008	 0.00012	 0.00035	 0.00849	 0.01507	 0.00000	 0.00001	 0.01239		155.691482	-6199.940782
9009	 0.00008	 0.00012	 0.01009	 0.01439	 0.00000	 0.00000	 0.01274		161.183329	-6220.775617
10010	 0.00005	 0.00007	 0.00784	 0.01691	 0.00000	 0.00000	 0.01277		164.941868	-6242.563665
11011	 0.00004	 0.00004	 0.00972	 0.01327	 0.00000	 0.00000	 0.01241		168.235225	-6322.555052
12012	 0.00008	 0.00011	 0.01078	 0.01524	 0.00000	 0.00000	 0.01217		164.021988	-6318.009890
13013	 0.00004	 0.00012	 0.01016	 0.01461	 0.00000	 0.00000	 0.01313		167.451293	-6143.547700
14014	 0.00012	 0.00013	 0.00928	 0.01578	 0.00000	 0.00001	 0.01222		164.309065	-6263.619277
15015	 0.00009	 0.00015	 0.01082	 0.01444	 0.00000	 0.00000	 0.01237		157.302668	-6228.491657
16016	 0.00006	 0.00009	 0.01039	 0.01529	 0.00000	 0.00000	 0.01273		167.589758	-6235.223172
17017	 0.00011	 0.00009	 0.01009	 0.01451	 0.00000	 0.00000	 0.01343		163.310726	-6348.177845
18018	 0.00004	 0.00014	 0.00900	 0.01507	 0.00000	 0.00000	 0.01316		158.281199	-6273.827028
19019	 0.00004	 0.00002	 0.00879	 0.01529	 0.00000	 0.00000	 0.01248		165.290500	-6386.735022
20020	 0.00002	 0.00003	 0.01123	 0.01455	 0.00000	 0.00000	 0.01333		171.916190	-6349.588004
21021	 0.00003	 0.00006	 0.00965	 0.01449	 0.00000	 0.00000	 0.01417		158.726591	-6255.835857
22022	 0.00006	 0.00012	 0.00826	 0.01564	 0.00000	 0.00000	 0.01439		157.276214	-6221.856850
23023	 0.00006	 0.00009	 0.00925	 0.01408	 0.00000	 0.00000	 0.01139		161.761481	-6350.668682
24024	 0.00004	 0.00008	 0.00993	 0.01450	 0.00000	 0.00000	 0.01282		165.867955	-6242.417329
25025	 0.00004	 0.00006	 0.01012	 0.01475	 0.00000	 0.00000	 0.01182		162.033893	-6323.906234
26026	 0.00007	 0.00010	 0.01001	 0.01583	 0.00000	 0.00000	 0.01270		155.171244	-6212.086024
27027	 0.00007	 0.00009	 0.01045	 0.01551	 0.00000	 0.00000	 0.01216		159.898724	-6297.346136
28028	 0.00007	 0.00011	 0.01020	 0.01474	 0.00000	 0.00000	 0.01314		161.108650	-6209.954838
29029	 0.00005	 0.00003	 0.00870	 0.01597	 0.00000	 0.00000	 0.01192		165.267802	-6307.185459
30030	 0.00009	 0.00031	 0.00858	 0.01673	 0.00000	 0.00000	 0.01137		157.680861	-6318.757982
31031	 0.00013	 0.00012	 0.00960	 0.01466	 0.00000	 0.00001	 0.01215		167.551568	-6338.490319
32032	 0.00019	 0.00028	 0.01025	 0.01488	 0.00000	 0.00001	 0.01159		162.163510	-6236.078792
33033	 0.00025	 0.00025	 0.00918	 0.01483	 0.00000	 0.00001	 0.01240		150.098891	-6374.567117
34034	 0.00014	 0.00021	 0.00900	 0.01509	 0.00000	 0.00001	 0.01331		155.891848	-6319.714005
