Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00008	 0.00015	 0.00004	 0.00006	 0.01136	 0.00001	 0.00001		206.822448	-1738.396065
1001	 0.00006	 0.00007	 0.00002	 0.00002	 0.01015	 0.00001	 0.00001		237.564397	-1716.782436
2002	 0.00003	 0.00004	 0.00002	 0.00002	 0.01014	 0.00000	 0.00001		245.043548	-1699.882031
3003	 0.00006	 0.00008	 0.00003	 0.00004	 0.01044	 0.00001	 0.00001		230.897514	-1680.990324
4004	 0.00002	 0.00002	 0.00002	 0.00004	 0.01042	 0.00000	 0.00001		240.594299	-1653.411180
5005	 0.00001	 0.00002	 0.00003	 0.00006	 0.01289	 0.00000	 0.00001		243.814770	-1595.114163
6006	 0.00003	 0.00006	 0.00002	 0.00004	 0.01091	 0.00000	 0.00000		225.815156	-1726.638056
7007	 0.00004	 0.00005	 0.00003	 0.00009	 0.01042	 0.00000	 0.00001		221.422577	-1749.503833
8008	 0.00003	 0.00009	 0.00003	 0.00005	 0.01111	 0.00000	 0.00001		221.829709	-1706.914887
9009	 0.00002	 0.00005	 0.00001	 0.00002	 0.01069	 0.00000	 0.00000		237.960993	-1747.823440
10010	 0.00009	 0.00010	 0.00006	 0.00002	 0.01058	 0.00001	 0.00002		231.644901	-1689.315070
11011	 0.00013	 0.00026	 0.00009	 0.00017	 0.01060	 0.00001	 0.00003		207.066426	-1703.199928
12012	 0.00008	 0.00007	 0.00004	 0.00004	 0.01214	 0.00001	 0.00001		234.131024	-1700.307730
13013	 0.00019	 0.00031	 0.00011	 0.00007	 0.01135	 0.00002	 0.00003		205.209062	-1660.383281
14014	 0.00031	 0.00032	 0.00018	 0.00007	 0.00960	 0.00004	 0.00005		204.763577	-1699.158933
15015	 0.00009	 0.00011	 0.00009	 0.00014	 0.01078	 0.00001	 0.00002		210.823360	-1709.772180
16016	 0.00022	 0.00025	 0.00023	 0.00018	 0.01057	 0.00003	 0.00005		200.434895	-1708.056513
17017	 0.00005	 0.00015	 0.00008	 0.00010	 0.01061	 0.00001	 0.00002		214.371877	-1729.058770
18018	 0.00008	 0.00012	 0.00006	 0.00006	 0.01116	 0.00001	 0.00002		222.180981	-1709.105213
19019	 0.00008	 0.00013	 0.00007	 0.00007	 0.01059	 0.00001	 0.00002		222.870989	-1736.778162
20020	 0.00006	 0.00016	 0.00005	 0.00022	 0.01020	 0.00001	 0.00002		206.886436	-1780.931079
21021	 0.00009	 0.00013	 0.00010	 0.00008	 0.01165	 0.00001	 0.00002		216.426503	-1657.299442
22022	 0.00011	 0.00015	 0.00008	 0.00017	 0.01019	 0.00001	 0.00003		215.675706	-1719.112031
23023	 0.00003	 0.00005	 0.00009	 0.00026	 0.00984	 0.00000	 0.00003		221.076247	-1740.995211
24024	 0.00005	 0.00009	 0.00011	 0.00019	 0.01064	 0.00001	 0.00003		219.035518	-1655.362996
25025	 0.00006	 0.00010	 0.00005	 0.00008	 0.01124	 0.00001	 0.00001		221.966830	-1683.127213
26026	 0.00009	 0.00010	 0.00016	 0.00020	 0.01003	 0.00001	 0.00004		211.199409	-1706.269733
27027	 0.00011	 0.00010	 0.00017	 0.00037	 0.00908	 0.00001	 0.00006		209.069886	-1749.453361
28028	 0.00017	 0.00007	 0.00012	 0.00020	 0.01028	 0.00001	 0.00002		200.946297	-1820.289085
29029	 0.00002	 0.00004	 0.00006	 0.00020	 0.01103	 0.00000	 0.00002		229.027915	-1685.104141
30030	 0.00003	 0.00005	 0.00005	 0.00013	 0.00972	 0.00000	 0.00001		227.446249	-1762.747132
31031	 0.00017	 0.00014	 0.00015	 0.00029	 0.00968	 0.00001	 0.00004		201.031461	-1739.680227
32032	 0.00003	 0.00004	 0.00003	 0.00008	 0.01051	 0.00000	 0.00001		233.762238	-1693.935809
33033	 0.00006	 0.00009	 0.00008	 0.00026	 0.01089	 0.00001	 0.00003		212.391125	-1681.996634
34034	 0.00001	 0.00002	 0.00003	 0.00011	 0.00948	 0.00000	 0.00001		240.562810	-1725.392423
35035	 0.00006	 0.00005	 0.00010	 0.00025	 0.01037	 0.00000	 0.00003		212.525229	-1730.217551
36036	 0.00003	 0.00004	 0.00007	 0.00018	 0.01044	 0.00000	 0.00002		219.282438	-1695.767180
37037	 0.00001	 0.00001	 0.00001	 0.00003	 0.01203	 0.00000	 0.00000		250.872139	-1711.533668
