Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00008	 0.00004	 0.00007	 0.00854	 0.00000	 0.00001		221.804987	-1377.261276
1001	 0.00012	 0.00013	 0.00018	 0.00035	 0.00745	 0.00000	 0.00003		192.615438	-1445.558260
2002	 0.00002	 0.00004	 0.00015	 0.00024	 0.00769	 0.00000	 0.00002		202.581114	-1392.257740
3003	 0.00004	 0.00004	 0.00005	 0.00013	 0.00807	 0.00000	 0.00001		218.872241	-1407.018946
4004	 0.00003	 0.00007	 0.00009	 0.00033	 0.00870	 0.00000	 0.00002		201.933035	-1408.950826
5005	 0.00001	 0.00012	 0.00004	 0.00018	 0.00757	 0.00000	 0.00001		209.322237	-1425.092684
6006	 0.00008	 0.00009	 0.00011	 0.00014	 0.00797	 0.00000	 0.00002		210.129251	-1424.076721
7007	 0.00013	 0.00035	 0.00012	 0.00020	 0.00778	 0.00001	 0.00002		196.584127	-1438.349033
8008	 0.00007	 0.00023	 0.00006	 0.00016	 0.00880	 0.00001	 0.00001		199.430693	-1468.740262
9009	 0.00004	 0.00006	 0.00006	 0.00010	 0.00821	 0.00000	 0.00001		216.342815	-1451.092630
10010	 0.00003	 0.00008	 0.00005	 0.00007	 0.00821	 0.00000	 0.00001		217.530478	-1363.019839
11011	 0.00001	 0.00003	 0.00002	 0.00011	 0.00809	 0.00000	 0.00001		228.293697	-1412.149407
12012	 0.00002	 0.00015	 0.00004	 0.00017	 0.00841	 0.00000	 0.00001		201.414057	-1400.017444
13013	 0.00002	 0.00004	 0.00003	 0.00005	 0.00869	 0.00000	 0.00000		223.301044	-1356.402279
14014	 0.00005	 0.00007	 0.00002	 0.00003	 0.00867	 0.00000	 0.00000		217.621410	-1401.409986
15015	 0.00007	 0.00022	 0.00003	 0.00002	 0.00819	 0.00000	 0.00001		230.761080	-1412.341831
16016	 0.00006	 0.00011	 0.00006	 0.00013	 0.00750	 0.00000	 0.00001		211.182976	-1422.791852
17017	 0.00004	 0.00006	 0.00005	 0.00014	 0.00763	 0.00000	 0.00001		211.783633	-1435.480607
18018	 0.00002	 0.00018	 0.00007	 0.00012	 0.00815	 0.00000	 0.00001		214.044351	-1388.154770
19019	 0.00000	 0.00003	 0.00004	 0.00015	 0.00825	 0.00000	 0.00001		222.696686	-1453.319616
20020	 0.00000	 0.00003	 0.00003	 0.00009	 0.00787	 0.00000	 0.00001		225.611567	-1461.842629
21021	 0.00001	 0.00004	 0.00012	 0.00029	 0.00734	 0.00000	 0.00002		199.135476	-1430.640010
22022	 0.00001	 0.00003	 0.00014	 0.00036	 0.00761	 0.00000	 0.00003		199.167190	-1453.668690
23023	 0.00000	 0.00007	 0.00002	 0.00008	 0.00898	 0.00000	 0.00001		223.762200	-1451.125631
24024	 0.00000	 0.00002	 0.00003	 0.00012	 0.00864	 0.00000	 0.00001		214.015788	-1446.772247
25025	 0.00001	 0.00002	 0.00007	 0.00029	 0.00759	 0.00000	 0.00001		201.295963	-1440.801044
26026	 0.00001	 0.00005	 0.00005	 0.00017	 0.00796	 0.00000	 0.00001		208.187798	-1411.988196
27027	 0.00007	 0.00014	 0.00016	 0.00016	 0.00900	 0.00000	 0.00003		205.172613	-1348.932376
28028	 0.00007	 0.00004	 0.00011	 0.00067	 0.00686	 0.00000	 0.00003		195.162390	-1474.346803
29029	 0.00003	 0.00015	 0.00007	 0.00025	 0.00766	 0.00000	 0.00001		199.107024	-1499.602514
