Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00007	 0.00004	 0.00020	 0.02219	 0.00000	 0.00002		203.637886	-3340.967783
1001	 0.00007	 0.00009	 0.00008	 0.00031	 0.02330	 0.00001	 0.00003		202.003702	-3403.673754
2002	 0.00011	 0.00019	 0.00008	 0.00043	 0.02149	 0.00001	 0.00003		190.532246	-3326.043289
3003	 0.00014	 0.00028	 0.00013	 0.00048	 0.02337	 0.00001	 0.00005		188.325363	-3279.543579
4004	 0.00006	 0.00010	 0.00008	 0.00039	 0.02247	 0.00000	 0.00003		192.316880	-3366.503521
5005	 0.00005	 0.00012	 0.00005	 0.00026	 0.02114	 0.00000	 0.00002		199.604153	-3445.207268
6006	 0.00008	 0.00011	 0.00003	 0.00009	 0.02155	 0.00001	 0.00001		207.847731	-3383.519499
7007	 0.00009	 0.00012	 0.00003	 0.00020	 0.02064	 0.00000	 0.00001		199.984156	-3378.890921
8008	 0.00010	 0.00024	 0.00006	 0.00024	 0.02243	 0.00001	 0.00002		199.064731	-3323.261293
9009	 0.00021	 0.00015	 0.00005	 0.00022	 0.01980	 0.00001	 0.00002		203.124384	-3316.820659
10010	 0.00013	 0.00026	 0.00003	 0.00011	 0.02227	 0.00001	 0.00001		204.419049	-3323.322616
11011	 0.00005	 0.00011	 0.00003	 0.00010	 0.02185	 0.00000	 0.00001		219.870146	-3291.293465
12012	 0.00008	 0.00028	 0.00003	 0.00012	 0.02193	 0.00001	 0.00001		208.304004	-3416.439216
13013	 0.00005	 0.00018	 0.00004	 0.00020	 0.02173	 0.00000	 0.00001		202.575459	-3347.120486
14014	 0.00005	 0.00012	 0.00002	 0.00007	 0.02038	 0.00000	 0.00001		216.361059	-3359.603685
15015	 0.00003	 0.00006	 0.00002	 0.00010	 0.02158	 0.00000	 0.00001		215.473153	-3353.119612
16016	 0.00001	 0.00006	 0.00001	 0.00008	 0.02282	 0.00000	 0.00001		222.452497	-3518.490433
17017	 0.00004	 0.00022	 0.00003	 0.00026	 0.02078	 0.00000	 0.00001		192.844360	-3403.704514
18018	 0.00004	 0.00018	 0.00004	 0.00018	 0.02068	 0.00000	 0.00001		203.045957	-3407.068512
19019	 0.00001	 0.00008	 0.00001	 0.00006	 0.02116	 0.00000	 0.00001		225.190887	-3439.494945
20020	 0.00001	 0.00002	 0.00001	 0.00007	 0.02190	 0.00000	 0.00001		228.749263	-3214.254697
21021	 0.00007	 0.00012	 0.00004	 0.00022	 0.02213	 0.00000	 0.00002		199.745905	-3444.262801
22022	 0.00015	 0.00010	 0.00005	 0.00025	 0.02118	 0.00000	 0.00002		195.949027	-3383.234091
23023	 0.00011	 0.00015	 0.00003	 0.00012	 0.02135	 0.00001	 0.00001		209.337589	-3321.352244
24024	 0.00007	 0.00012	 0.00001	 0.00003	 0.02162	 0.00000	 0.00001		221.349154	-3428.686572
25025	 0.00006	 0.00007	 0.00001	 0.00003	 0.02340	 0.00000	 0.00000		229.116011	-3332.944583
26026	 0.00006	 0.00007	 0.00001	 0.00002	 0.02293	 0.00000	 0.00000		232.583305	-3326.752099
27027	 0.00005	 0.00009	 0.00002	 0.00005	 0.02279	 0.00000	 0.00001		224.683240	-3306.196051
28028	 0.00016	 0.00017	 0.00004	 0.00016	 0.02179	 0.00001	 0.00001		201.151461	-3353.795351
29029	 0.00013	 0.00019	 0.00003	 0.00013	 0.02088	 0.00001	 0.00001		200.567562	-3370.604132
