Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00002	 0.00002	 0.00023	 0.02302	 0.00000	 0.00001		216.060903	-3689.757584
1001	 0.00006	 0.00007	 0.00004	 0.00028	 0.02204	 0.00000	 0.00002		204.343948	-3781.205929
2002	 0.00006	 0.00006	 0.00002	 0.00014	 0.02168	 0.00001	 0.00001		209.128985	-3741.160349
3003	 0.00003	 0.00004	 0.00001	 0.00011	 0.02111	 0.00000	 0.00000		215.408508	-3700.636126
4004	 0.00017	 0.00019	 0.00003	 0.00017	 0.02247	 0.00001	 0.00001		193.568409	-3837.511060
5005	 0.00006	 0.00008	 0.00002	 0.00005	 0.02391	 0.00001	 0.00001		222.956112	-3655.485497
6006	 0.00010	 0.00012	 0.00005	 0.00029	 0.02295	 0.00001	 0.00002		198.211126	-3727.528924
7007	 0.00004	 0.00006	 0.00002	 0.00014	 0.02300	 0.00000	 0.00001		210.849118	-3678.004460
8008	 0.00005	 0.00008	 0.00001	 0.00003	 0.02424	 0.00000	 0.00001		221.357917	-3683.613400
9009	 0.00003	 0.00003	 0.00001	 0.00005	 0.02280	 0.00000	 0.00000		224.863634	-3577.152669
10010	 0.00005	 0.00008	 0.00002	 0.00008	 0.02386	 0.00000	 0.00001		216.829427	-3651.306054
11011	 0.00006	 0.00011	 0.00003	 0.00012	 0.02270	 0.00000	 0.00001		212.002226	-3737.838715
12012	 0.00009	 0.00009	 0.00002	 0.00009	 0.02339	 0.00001	 0.00001		208.406480	-3754.745576
13013	 0.00003	 0.00007	 0.00003	 0.00049	 0.02431	 0.00000	 0.00001		198.893678	-3690.375312
14014	 0.00006	 0.00006	 0.00002	 0.00051	 0.02203	 0.00000	 0.00001		198.181123	-3872.099006
15015	 0.00005	 0.00006	 0.00003	 0.00012	 0.02258	 0.00000	 0.00001		218.200703	-3604.193160
16016	 0.00007	 0.00011	 0.00004	 0.00022	 0.02214	 0.00001	 0.00001		198.853790	-3729.993889
17017	 0.00009	 0.00012	 0.00003	 0.00012	 0.02200	 0.00001	 0.00001		206.248180	-3693.281629
18018	 0.00004	 0.00005	 0.00001	 0.00005	 0.02550	 0.00000	 0.00000		214.338356	-3737.624164
19019	 0.00002	 0.00006	 0.00001	 0.00003	 0.02216	 0.00000	 0.00000		223.282128	-3757.827503
20020	 0.00003	 0.00006	 0.00001	 0.00004	 0.02358	 0.00000	 0.00000		211.084401	-3634.080640
21021	 0.00004	 0.00004	 0.00001	 0.00004	 0.02419	 0.00000	 0.00000		210.138622	-3715.008271
22022	 0.00003	 0.00006	 0.00001	 0.00000	 0.02483	 0.00000	 0.00000		222.812189	-3723.559598
23023	 0.00002	 0.00007	 0.00000	 0.00001	 0.02289	 0.00000	 0.00000		214.965088	-3736.237040
24024	 0.00002	 0.00005	 0.00000	 0.00001	 0.02548	 0.00000	 0.00000		222.052436	-3716.551760
25025	 0.00004	 0.00005	 0.00001	 0.00001	 0.02460	 0.00000	 0.00000		228.184047	-3761.842623
26026	 0.00002	 0.00004	 0.00000	 0.00000	 0.02402	 0.00000	 0.00000		240.493332	-3569.988660
27027	 0.00002	 0.00006	 0.00001	 0.00001	 0.02374	 0.00000	 0.00000		225.618431	-3747.773972
28028	 0.00002	 0.00003	 0.00000	 0.00001	 0.02289	 0.00000	 0.00000		227.274216	-3667.940263
29029	 0.00004	 0.00004	 0.00001	 0.00001	 0.02482	 0.00000	 0.00000		220.674730	-3700.507014
30030	 0.00003	 0.00003	 0.00000	 0.00000	 0.02291	 0.00000	 0.00000		244.051990	-3700.797720
31031	 0.00002	 0.00004	 0.00001	 0.00001	 0.02508	 0.00000	 0.00000		226.573477	-3764.837176
32032	 0.00001	 0.00001	 0.00000	 0.00000	 0.02357	 0.00000	 0.00000		257.711036	-3670.620069
33033	 0.00004	 0.00002	 0.00000	 0.00001	 0.02654	 0.00000	 0.00000		232.909432	-3632.811083
34034	 0.00004	 0.00007	 0.00001	 0.00002	 0.02405	 0.00000	 0.00000		217.911774	-3707.409227
35035	 0.00007	 0.00005	 0.00001	 0.00002	 0.02376	 0.00000	 0.00000		224.315956	-3648.581860
36036	 0.00008	 0.00007	 0.00002	 0.00004	 0.02435	 0.00001	 0.00001		213.701217	-3613.164467
37037	 0.00015	 0.00031	 0.00004	 0.00015	 0.02399	 0.00001	 0.00002		185.594284	-3741.615008
38038	 0.00020	 0.00024	 0.00006	 0.00025	 0.02341	 0.00001	 0.00002		189.434467	-3688.528061
39039	 0.00032	 0.00044	 0.00009	 0.00009	 0.02267	 0.00003	 0.00003		191.209494	-3727.701979
40040	 0.00018	 0.00025	 0.00005	 0.00014	 0.02264	 0.00002	 0.00002		200.564290	-3668.148422
41041	 0.00024	 0.00021	 0.00006	 0.00029	 0.02442	 0.00001	 0.00002		188.544476	-3691.765366
42042	 0.00014	 0.00020	 0.00005	 0.00024	 0.02269	 0.00001	 0.00002		194.659672	-3643.533522
43043	 0.00019	 0.00046	 0.00005	 0.00006	 0.02467	 0.00002	 0.00002		197.851637	-3558.935878
44044	 0.00013	 0.00014	 0.00002	 0.00009	 0.02409	 0.00001	 0.00001		204.992864	-3629.517637
45045	 0.00016	 0.00024	 0.00004	 0.00010	 0.02261	 0.00002	 0.00002		197.350688	-3725.327671
46046	 0.00014	 0.00021	 0.00003	 0.00012	 0.02233	 0.00001	 0.00001		191.640954	-3748.103504
47047	 0.00016	 0.00011	 0.00003	 0.00006	 0.02397	 0.00001	 0.00001		205.490566	-3575.161705
48048	 0.00026	 0.00024	 0.00005	 0.00009	 0.02373	 0.00002	 0.00002		202.274942	-3677.955069
49049	 0.00013	 0.00020	 0.00004	 0.00009	 0.02451	 0.00001	 0.00002		203.618989	-3637.114739
50050	 0.00017	 0.00020	 0.00005	 0.00019	 0.02380	 0.00001	 0.00002		197.312743	-3710.871336
51051	 0.00022	 0.00035	 0.00004	 0.00015	 0.02489	 0.00001	 0.00002		188.877157	-3642.027839
52052	 0.00028	 0.00033	 0.00006	 0.00018	 0.02378	 0.00002	 0.00003		190.837926	-3715.003077
53053	 0.00008	 0.00009	 0.00002	 0.00004	 0.02351	 0.00001	 0.00001		213.356496	-3711.080318
54054	 0.00015	 0.00031	 0.00003	 0.00003	 0.02405	 0.00001	 0.00001		195.764194	-3719.725078
55055	 0.00017	 0.00017	 0.00003	 0.00005	 0.02281	 0.00001	 0.00001		202.382988	-3693.849672
56056	 0.00015	 0.00017	 0.00003	 0.00005	 0.02438	 0.00001	 0.00001		208.483868	-3675.810242
57057	 0.00010	 0.00016	 0.00003	 0.00019	 0.02436	 0.00001	 0.00001		191.033076	-3596.231987
58058	 0.00005	 0.00006	 0.00002	 0.00019	 0.02298	 0.00000	 0.00001		212.637174	-3585.394693
59059	 0.00001	 0.00004	 0.00001	 0.00010	 0.02342	 0.00000	 0.00000		223.351603	-3737.772964
60060	 0.00002	 0.00002	 0.00001	 0.00015	 0.02523	 0.00000	 0.00001		221.921710	-3523.843910
61061	 0.00002	 0.00003	 0.00001	 0.00008	 0.02522	 0.00000	 0.00000		221.924853	-3585.207087
62062	 0.00004	 0.00006	 0.00002	 0.00012	 0.02566	 0.00000	 0.00001		211.463864	-3733.618188
63063	 0.00004	 0.00005	 0.00002	 0.00018	 0.02408	 0.00000	 0.00001		204.628944	-3766.530897
64064	 0.00010	 0.00010	 0.00002	 0.00011	 0.02279	 0.00001	 0.00001		203.993711	-3764.695081
65065	 0.00010	 0.00013	 0.00002	 0.00003	 0.02455	 0.00001	 0.00001		214.214268	-3583.186497
66066	 0.00012	 0.00019	 0.00004	 0.00009	 0.02488	 0.00001	 0.00001		195.473917	-3698.886484
67067	 0.00023	 0.00019	 0.00005	 0.00007	 0.02419	 0.00002	 0.00002		194.129778	-3713.782299
68068	 0.00008	 0.00009	 0.00002	 0.00021	 0.02190	 0.00001	 0.00001		200.677517	-3778.602098
69069	 0.00002	 0.00004	 0.00001	 0.00007	 0.02328	 0.00000	 0.00001		228.843902	-3636.326591
70070	 0.00002	 0.00002	 0.00001	 0.00006	 0.02316	 0.00000	 0.00000		234.294403	-3680.099498
71071	 0.00002	 0.00003	 0.00001	 0.00014	 0.02215	 0.00000	 0.00000		218.591683	-3684.823423
72072	 0.00002	 0.00002	 0.00001	 0.00020	 0.02343	 0.00000	 0.00001		214.319492	-3664.758323
73073	 0.00007	 0.00007	 0.00003	 0.00018	 0.02313	 0.00000	 0.00001		205.339533	-3717.144980
74074	 0.00008	 0.00009	 0.00003	 0.00009	 0.02381	 0.00001	 0.00001		217.473737	-3599.323237
75075	 0.00010	 0.00012	 0.00003	 0.00015	 0.02374	 0.00001	 0.00001		205.830270	-3722.452366
76076	 0.00008	 0.00011	 0.00005	 0.00036	 0.02446	 0.00001	 0.00002		195.038919	-3673.536603
77077	 0.00009	 0.00026	 0.00005	 0.00032	 0.02427	 0.00001	 0.00002		187.389371	-3722.615781
78078	 0.00023	 0.00037	 0.00009	 0.00037	 0.02297	 0.00002	 0.00004		187.013455	-3684.781809
79079	 0.00030	 0.00042	 0.00010	 0.00039	 0.02214	 0.00003	 0.00004		182.626635	-3669.656833
80080	 0.00051	 0.00034	 0.00009	 0.00017	 0.02219	 0.00003	 0.00003		186.033389	-3707.237763
81081	 0.00013	 0.00019	 0.00008	 0.00040	 0.02283	 0.00001	 0.00003		195.147255	-3695.734465
82082	 0.00013	 0.00014	 0.00007	 0.00053	 0.02263	 0.00001	 0.00003		195.188467	-3744.251480
83083	 0.00006	 0.00010	 0.00004	 0.00024	 0.02269	 0.00001	 0.00001		202.889741	-3801.551506
84084	 0.00007	 0.00014	 0.00002	 0.00012	 0.02409	 0.00001	 0.00001		201.957332	-3629.687316
85085	 0.00010	 0.00012	 0.00002	 0.00006	 0.02346	 0.00001	 0.00001		200.484386	-3698.283704
