Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00013	 0.00001	 0.00012	 0.02186	 0.00000	 0.00001		213.916322	-3149.725172
1001	 0.00002	 0.00005	 0.00001	 0.00009	 0.02227	 0.00000	 0.00000		219.591252	-3216.808519
2002	 0.00009	 0.00016	 0.00002	 0.00015	 0.02167	 0.00001	 0.00001		194.502403	-3225.044309
3003	 0.00003	 0.00004	 0.00001	 0.00003	 0.01809	 0.00000	 0.00000		226.550448	-3266.683197
4004	 0.00003	 0.00015	 0.00000	 0.00002	 0.02206	 0.00000	 0.00000		214.738855	-3249.405780
5005	 0.00004	 0.00004	 0.00000	 0.00001	 0.02210	 0.00000	 0.00000		228.937695	-3200.670379
6006	 0.00001	 0.00005	 0.00000	 0.00002	 0.01902	 0.00000	 0.00000		207.898509	-3304.871762
7007	 0.00000	 0.00002	 0.00000	 0.00002	 0.02215	 0.00000	 0.00000		227.107533	-3224.474620
8008	 0.00001	 0.00002	 0.00000	 0.00001	 0.01902	 0.00000	 0.00000		242.917680	-3277.048762
9009	 0.00003	 0.00002	 0.00000	 0.00003	 0.01927	 0.00000	 0.00000		218.787082	-3309.823432
10010	 0.00001	 0.00002	 0.00001	 0.00004	 0.02049	 0.00000	 0.00000		230.248887	-3265.622436
11011	 0.00002	 0.00012	 0.00001	 0.00006	 0.02092	 0.00000	 0.00000		216.842100	-3144.571355
12012	 0.00002	 0.00004	 0.00001	 0.00015	 0.02088	 0.00000	 0.00000		208.258521	-3237.036367
13013	 0.00001	 0.00003	 0.00001	 0.00020	 0.02223	 0.00000	 0.00000		200.140453	-3297.910586
14014	 0.00002	 0.00006	 0.00001	 0.00020	 0.01856	 0.00000	 0.00001		205.963815	-3239.723650
15015	 0.00002	 0.00002	 0.00001	 0.00013	 0.02068	 0.00000	 0.00001		216.679381	-3202.742717
16016	 0.00002	 0.00012	 0.00002	 0.00021	 0.02061	 0.00000	 0.00001		197.598075	-3194.207610
