Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00008	 0.00000	 0.00000	 0.04382	 0.00000	 0.00000		222.680801	-7163.537409
1001	 0.00000	 0.00005	 0.00000	 0.00000	 0.04671	 0.00000	 0.00000		243.259577	-6936.402490
2002	 0.00000	 0.00002	 0.00000	 0.00001	 0.04378	 0.00000	 0.00000		203.257119	-6781.283921
3003	 0.00000	 0.00006	 0.00000	 0.00001	 0.04403	 0.00000	 0.00000		200.360057	-7041.434795
4004	 0.00001	 0.00026	 0.00000	 0.00001	 0.04607	 0.00000	 0.00000		210.803530	-6861.780156
5005	 0.00002	 0.00002	 0.00000	 0.00000	 0.04339	 0.00000	 0.00000		205.231319	-7047.062541
6006	 0.00002	 0.00002	 0.00000	 0.00001	 0.04601	 0.00000	 0.00000		219.831494	-6800.343040
7007	 0.00001	 0.00024	 0.00000	 0.00001	 0.04214	 0.00000	 0.00000		199.095265	-6940.217511
8008	 0.00001	 0.00010	 0.00000	 0.00001	 0.04317	 0.00000	 0.00000		192.964867	-6881.275696
9009	 0.00002	 0.00013	 0.00000	 0.00000	 0.04349	 0.00000	 0.00000		217.859721	-6973.278736
10010	 0.00003	 0.00014	 0.00000	 0.00001	 0.04609	 0.00000	 0.00000		200.586751	-6952.955148
11011	 0.00003	 0.00003	 0.00000	 0.00001	 0.04463	 0.00000	 0.00000		198.029560	-6879.990602
12012	 0.00002	 0.00003	 0.00000	 0.00000	 0.04348	 0.00000	 0.00000		216.794701	-6758.315490
13013	 0.00007	 0.00002	 0.00000	 0.00001	 0.04452	 0.00000	 0.00000		202.749465	-6862.823416
14014	 0.00017	 0.00001	 0.00000	 0.00003	 0.04238	 0.00000	 0.00000		189.492502	-6847.125103
15015	 0.00009	 0.00002	 0.00000	 0.00002	 0.04365	 0.00000	 0.00000		212.498571	-6708.347831
16016	 0.00014	 0.00002	 0.00001	 0.00003	 0.04436	 0.00000	 0.00000		202.323339	-6729.450014
17017	 0.00025	 0.00004	 0.00001	 0.00007	 0.04199	 0.00000	 0.00000		188.638985	-6956.285072
18018	 0.00005	 0.00003	 0.00001	 0.00007	 0.04245	 0.00000	 0.00000		188.842873	-7139.554601
19019	 0.00005	 0.00011	 0.00002	 0.00011	 0.04712	 0.00000	 0.00000		178.758277	-6979.112644
20020	 0.00002	 0.00019	 0.00002	 0.00019	 0.04302	 0.00000	 0.00000		160.509928	-6902.996494
21021	 0.00018	 0.00006	 0.00003	 0.00050	 0.04138	 0.00000	 0.00001		148.737398	-7071.068789
22022	 0.00008	 0.00005	 0.00003	 0.00024	 0.04398	 0.00000	 0.00001		162.259014	-6954.299914
23023	 0.00016	 0.00015	 0.00006	 0.00023	 0.04544	 0.00000	 0.00001		168.106301	-7154.403198
24024	 0.00008	 0.00019	 0.00004	 0.00024	 0.04572	 0.00000	 0.00001		168.532603	-6828.747071
25025	 0.00001	 0.00015	 0.00002	 0.00022	 0.04430	 0.00000	 0.00001		167.727095	-6882.545132
26026	 0.00002	 0.00033	 0.00003	 0.00018	 0.04331	 0.00000	 0.00001		174.845305	-7141.899004
27027	 0.00009	 0.00019	 0.00005	 0.00024	 0.04284	 0.00000	 0.00001		169.641225	-7045.873464
28028	 0.00007	 0.00022	 0.00005	 0.00028	 0.04657	 0.00000	 0.00001		169.485069	-6902.175977
29029	 0.00008	 0.00019	 0.00004	 0.00018	 0.04220	 0.00000	 0.00001		176.775535	-6766.269688
30030	 0.00004	 0.00016	 0.00008	 0.00041	 0.04510	 0.00000	 0.00002		164.178528	-6902.594919
31031	 0.00006	 0.00035	 0.00007	 0.00048	 0.04022	 0.00000	 0.00002		158.653679	-6954.364360
32032	 0.00017	 0.00004	 0.00004	 0.00018	 0.04160	 0.00000	 0.00001		178.192253	-6818.507349
33033	 0.00011	 0.00011	 0.00003	 0.00015	 0.04467	 0.00000	 0.00001		175.598691	-6879.441319
34034	 0.00003	 0.00011	 0.00003	 0.00024	 0.04491	 0.00000	 0.00001		160.017116	-7114.735041
35035	 0.00001	 0.00029	 0.00004	 0.00024	 0.04579	 0.00000	 0.00001		173.347651	-6712.396148
36036	 0.00002	 0.00036	 0.00006	 0.00031	 0.04282	 0.00000	 0.00001		169.335331	-7010.290282
37037	 0.00002	 0.00026	 0.00011	 0.00070	 0.04363	 0.00000	 0.00003		158.351293	-7078.418797
38038	 0.00012	 0.00041	 0.00011	 0.00058	 0.04600	 0.00000	 0.00002		152.160751	-6992.271244
39039	 0.00015	 0.00030	 0.00015	 0.00071	 0.04368	 0.00000	 0.00003		153.505277	-6903.899220
40040	 0.00029	 0.00009	 0.00014	 0.00069	 0.04497	 0.00000	 0.00003		152.507414	-6827.630065
41041	 0.00028	 0.00016	 0.00012	 0.00117	 0.04319	 0.00000	 0.00003		138.208868	-6924.220835
42042	 0.00045	 0.00027	 0.00011	 0.00062	 0.04070	 0.00000	 0.00003		156.158608	-7341.582450
43043	 0.00009	 0.00004	 0.00009	 0.00073	 0.04269	 0.00000	 0.00003		154.448557	-6894.117690
44044	 0.00016	 0.00004	 0.00011	 0.00041	 0.04199	 0.00000	 0.00002		163.675375	-6947.332104
45045	 0.00009	 0.00008	 0.00011	 0.00062	 0.04418	 0.00000	 0.00003		153.724525	-6868.904183
46046	 0.00003	 0.00009	 0.00004	 0.00026	 0.04098	 0.00000	 0.00001		167.466623	-7185.566596
47047	 0.00004	 0.00037	 0.00004	 0.00021	 0.04312	 0.00000	 0.00001		167.611207	-7045.811183
48048	 0.00004	 0.00005	 0.00005	 0.00039	 0.04300	 0.00000	 0.00001		165.983922	-6964.588406
49049	 0.00008	 0.00011	 0.00004	 0.00032	 0.04336	 0.00000	 0.00001		163.100876	-6853.081199
50050	 0.00003	 0.00006	 0.00004	 0.00046	 0.04322	 0.00000	 0.00001		162.910910	-6954.802026
51051	 0.00002	 0.00028	 0.00008	 0.00045	 0.04453	 0.00000	 0.00002		159.506842	-6954.818529
52052	 0.00004	 0.00016	 0.00005	 0.00037	 0.04333	 0.00000	 0.00001		159.355583	-7131.083313
53053	 0.00003	 0.00017	 0.00005	 0.00036	 0.04348	 0.00000	 0.00001		156.118390	-6953.864136
54054	 0.00007	 0.00015	 0.00010	 0.00097	 0.04431	 0.00000	 0.00002		144.709142	-6967.759836
55055	 0.00005	 0.00004	 0.00006	 0.00032	 0.04345	 0.00000	 0.00001		174.195797	-6839.931056
56056	 0.00003	 0.00005	 0.00004	 0.00035	 0.04443	 0.00000	 0.00001		165.734911	-6926.222230
57057	 0.00003	 0.00004	 0.00002	 0.00022	 0.04299	 0.00000	 0.00000		159.206728	-7088.468520
58058	 0.00001	 0.00014	 0.00003	 0.00016	 0.04340	 0.00000	 0.00001		174.564907	-6894.301658
59059	 0.00000	 0.00012	 0.00002	 0.00016	 0.04437	 0.00000	 0.00001		184.460366	-6981.000383
60060	 0.00001	 0.00017	 0.00002	 0.00020	 0.04299	 0.00000	 0.00001		170.080351	-6833.157506
61061	 0.00001	 0.00010	 0.00002	 0.00018	 0.04325	 0.00000	 0.00000		170.051643	-7001.719133
62062	 0.00001	 0.00016	 0.00002	 0.00024	 0.04309	 0.00000	 0.00001		173.496767	-7013.958409
63063	 0.00001	 0.00029	 0.00003	 0.00016	 0.04341	 0.00000	 0.00001		176.787304	-6862.007680
64064	 0.00002	 0.00017	 0.00005	 0.00027	 0.04423	 0.00000	 0.00001		173.108775	-7029.811166
65065	 0.00004	 0.00003	 0.00005	 0.00028	 0.04617	 0.00000	 0.00001		173.038469	-6875.630625
66066	 0.00008	 0.00012	 0.00012	 0.00070	 0.04463	 0.00000	 0.00003		159.474178	-6797.342450
67067	 0.00007	 0.00022	 0.00015	 0.00067	 0.04191	 0.00000	 0.00003		158.900748	-6893.518410
68068	 0.00005	 0.00012	 0.00010	 0.00077	 0.04445	 0.00000	 0.00003		161.591043	-6889.176656
69069	 0.00012	 0.00023	 0.00013	 0.00074	 0.04061	 0.00000	 0.00004		159.472992	-6767.948718
70070	 0.00005	 0.00036	 0.00009	 0.00063	 0.04289	 0.00000	 0.00002		160.846731	-6954.226452
71071	 0.00006	 0.00008	 0.00010	 0.00074	 0.04255	 0.00000	 0.00002		151.996077	-7100.713581
72072	 0.00005	 0.00019	 0.00015	 0.00130	 0.04411	 0.00000	 0.00003		144.691606	-7020.678863
73073	 0.00002	 0.00005	 0.00007	 0.00032	 0.04381	 0.00000	 0.00001		167.510498	-6888.096424
74074	 0.00007	 0.00015	 0.00004	 0.00024	 0.04278	 0.00000	 0.00001		167.707187	-6926.393307
75075	 0.00002	 0.00009	 0.00005	 0.00036	 0.04150	 0.00000	 0.00001		156.000102	-7017.528449
76076	 0.00001	 0.00008	 0.00005	 0.00027	 0.04243	 0.00000	 0.00001		168.837521	-6788.198782
77077	 0.00005	 0.00006	 0.00010	 0.00046	 0.04335	 0.00000	 0.00002		168.159021	-6825.544482
78078	 0.00009	 0.00009	 0.00011	 0.00081	 0.04261	 0.00000	 0.00003		151.382798	-7112.724024
79079	 0.00010	 0.00024	 0.00009	 0.00048	 0.04223	 0.00000	 0.00002		158.908874	-6780.407496
80080	 0.00004	 0.00006	 0.00005	 0.00045	 0.04546	 0.00000	 0.00001		159.416919	-7088.115718
81081	 0.00003	 0.00023	 0.00005	 0.00036	 0.04288	 0.00000	 0.00001		163.308604	-6957.885599
82082	 0.00002	 0.00015	 0.00002	 0.00023	 0.04318	 0.00000	 0.00001		165.876955	-7202.063758
83083	 0.00000	 0.00020	 0.00002	 0.00015	 0.04603	 0.00000	 0.00000		167.717175	-6748.313428
84084	 0.00001	 0.00006	 0.00001	 0.00011	 0.04197	 0.00000	 0.00000		186.211011	-6869.490962
85085	 0.00001	 0.00002	 0.00001	 0.00009	 0.04426	 0.00000	 0.00000		187.345230	-7178.765737
86086	 0.00002	 0.00009	 0.00002	 0.00018	 0.04938	 0.00000	 0.00000		170.173558	-6816.729021
87087	 0.00007	 0.00007	 0.00002	 0.00009	 0.04470	 0.00000	 0.00000		182.493729	-6918.283615
88088	 0.00006	 0.00026	 0.00001	 0.00011	 0.04218	 0.00000	 0.00000		172.239716	-7061.595000
89089	 0.00004	 0.00005	 0.00001	 0.00002	 0.04288	 0.00000	 0.00000		212.861402	-6837.408119
90090	 0.00002	 0.00005	 0.00000	 0.00002	 0.04391	 0.00000	 0.00000		194.081122	-7120.869676
91091	 0.00000	 0.00001	 0.00000	 0.00004	 0.04486	 0.00000	 0.00000		191.071023	-6944.610107
92092	 0.00001	 0.00001	 0.00000	 0.00002	 0.04525	 0.00000	 0.00000		201.880186	-6937.666658
93093	 0.00011	 0.00000	 0.00001	 0.00003	 0.04506	 0.00000	 0.00000		206.468314	-6833.805361
94094	 0.00001	 0.00000	 0.00001	 0.00003	 0.04382	 0.00000	 0.00000		204.639901	-7054.107559
95095	 0.00003	 0.00000	 0.00001	 0.00004	 0.04702	 0.00000	 0.00000		197.264081	-6906.129671
96096	 0.00011	 0.00001	 0.00000	 0.00002	 0.04447	 0.00000	 0.00000		201.737382	-7013.906107
97097	 0.00016	 0.00010	 0.00001	 0.00003	 0.04383	 0.00000	 0.00000		192.521951	-6978.676898
98098	 0.00007	 0.00006	 0.00001	 0.00005	 0.04253	 0.00000	 0.00000		190.120616	-7076.443828
99099	 0.00004	 0.00006	 0.00001	 0.00005	 0.04442	 0.00000	 0.00000		177.942100	-7081.347591
100100	 0.00001	 0.00004	 0.00000	 0.00002	 0.04305	 0.00000	 0.00000		190.118581	-7129.225843
101101	 0.00001	 0.00006	 0.00000	 0.00017	 0.04308	 0.00000	 0.00000		166.579595	-7076.982464
102102	 0.00002	 0.00020	 0.00000	 0.00030	 0.04232	 0.00000	 0.00000		163.698507	-7167.133044
103103	 0.00001	 0.00018	 0.00000	 0.00007	 0.04307	 0.00000	 0.00000		163.980829	-7279.823966
104104	 0.00001	 0.00039	 0.00000	 0.00015	 0.04539	 0.00000	 0.00000		163.482539	-7012.764134
105105	 0.00001	 0.00001	 0.00000	 0.00019	 0.04294	 0.00000	 0.00000		179.817170	-7131.337985
106106	 0.00000	 0.00003	 0.00000	 0.00002	 0.04209	 0.00000	 0.00000		186.172989	-7167.198805
107107	 0.00000	 0.00013	 0.00000	 0.00002	 0.04441	 0.00000	 0.00000		185.480248	-7133.134002
