Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00022	 0.00001	 0.00018	 0.01742	 0.00001	 0.00001		191.456546	-2814.972957
1001	 0.00009	 0.00015	 0.00001	 0.00005	 0.01802	 0.00001	 0.00001		199.036976	-2775.116510
2002	 0.00003	 0.00007	 0.00001	 0.00007	 0.01665	 0.00000	 0.00000		215.733263	-2862.009844
3003	 0.00008	 0.00010	 0.00001	 0.00011	 0.01605	 0.00000	 0.00001		198.990898	-2889.580388
4004	 0.00008	 0.00010	 0.00001	 0.00003	 0.01827	 0.00000	 0.00001		199.280536	-2764.776842
5005	 0.00003	 0.00010	 0.00001	 0.00001	 0.01693	 0.00000	 0.00000		210.174238	-2767.817854
6006	 0.00002	 0.00009	 0.00000	 0.00002	 0.01736	 0.00000	 0.00000		215.518770	-2746.272831
7007	 0.00004	 0.00003	 0.00000	 0.00000	 0.01774	 0.00000	 0.00000		209.597536	-2785.244639
8008	 0.00002	 0.00007	 0.00000	 0.00001	 0.01725	 0.00000	 0.00000		226.998030	-2820.145224
9009	 0.00002	 0.00004	 0.00000	 0.00003	 0.01796	 0.00000	 0.00000		208.614858	-2872.911860
10010	 0.00002	 0.00002	 0.00000	 0.00001	 0.01638	 0.00000	 0.00000		227.679964	-2804.527066
11011	 0.00002	 0.00008	 0.00000	 0.00001	 0.01892	 0.00000	 0.00000		208.947264	-2793.015855
12012	 0.00003	 0.00011	 0.00000	 0.00008	 0.01760	 0.00000	 0.00000		202.661923	-2827.540877
13013	 0.00003	 0.00008	 0.00001	 0.00003	 0.01909	 0.00000	 0.00000		204.407136	-2813.494158
14014	 0.00003	 0.00003	 0.00000	 0.00010	 0.01638	 0.00000	 0.00000		215.545054	-2826.908470
15015	 0.00006	 0.00007	 0.00001	 0.00006	 0.01805	 0.00000	 0.00000		201.453159	-2778.297793
16016	 0.00003	 0.00009	 0.00001	 0.00002	 0.01934	 0.00000	 0.00000		201.995144	-2831.754053
17017	 0.00004	 0.00007	 0.00001	 0.00010	 0.01716	 0.00000	 0.00000		203.231114	-2830.368038
18018	 0.00009	 0.00011	 0.00001	 0.00001	 0.01780	 0.00001	 0.00001		199.207500	-2832.005372
19019	 0.00008	 0.00009	 0.00001	 0.00005	 0.01850	 0.00001	 0.00001		202.112589	-2718.009756
20020	 0.00011	 0.00024	 0.00002	 0.00006	 0.01773	 0.00001	 0.00001		192.537115	-2760.887991
21021	 0.00013	 0.00023	 0.00002	 0.00014	 0.01880	 0.00001	 0.00001		188.736758	-2752.741474
22022	 0.00015	 0.00036	 0.00002	 0.00018	 0.01596	 0.00001	 0.00001		183.474766	-2871.572522
23023	 0.00027	 0.00017	 0.00002	 0.00012	 0.01674	 0.00001	 0.00001		181.820023	-2743.019007
24024	 0.00013	 0.00025	 0.00003	 0.00009	 0.01864	 0.00001	 0.00001		188.661449	-2840.305791
25025	 0.00011	 0.00020	 0.00002	 0.00023	 0.01655	 0.00001	 0.00001		189.618266	-2774.485304
26026	 0.00014	 0.00028	 0.00002	 0.00010	 0.01609	 0.00001	 0.00001		190.113208	-2877.811384
27027	 0.00008	 0.00018	 0.00001	 0.00021	 0.01722	 0.00001	 0.00001		198.774735	-2757.661953
28028	 0.00008	 0.00016	 0.00002	 0.00012	 0.01683	 0.00001	 0.00001		195.956823	-2824.167513
29029	 0.00018	 0.00037	 0.00002	 0.00005	 0.01890	 0.00001	 0.00001		196.561096	-2798.307257
30030	 0.00010	 0.00021	 0.00002	 0.00010	 0.01839	 0.00001	 0.00001		196.507497	-2767.255199
31031	 0.00006	 0.00010	 0.00001	 0.00013	 0.01676	 0.00000	 0.00001		202.493673	-2855.324472
32032	 0.00002	 0.00003	 0.00001	 0.00006	 0.01656	 0.00000	 0.00000		223.540998	-2831.668573
33033	 0.00004	 0.00016	 0.00001	 0.00007	 0.01564	 0.00000	 0.00000		202.844353	-2848.379250
34034	 0.00007	 0.00011	 0.00001	 0.00018	 0.01915	 0.00000	 0.00000		194.579943	-2795.182061
35035	 0.00005	 0.00009	 0.00001	 0.00005	 0.01751	 0.00000	 0.00000		203.722314	-2882.785052
36036	 0.00004	 0.00008	 0.00001	 0.00005	 0.01607	 0.00000	 0.00000		208.963972	-2899.407331
37037	 0.00002	 0.00008	 0.00000	 0.00005	 0.01740	 0.00000	 0.00000		212.937793	-2760.098578
38038	 0.00004	 0.00005	 0.00001	 0.00028	 0.01691	 0.00000	 0.00000		204.069517	-2844.720065
39039	 0.00004	 0.00010	 0.00001	 0.00023	 0.01855	 0.00000	 0.00001		205.543388	-2799.568667
40040	 0.00005	 0.00011	 0.00001	 0.00020	 0.01752	 0.00000	 0.00001		203.401421	-2781.270564
41041	 0.00007	 0.00014	 0.00001	 0.00013	 0.01776	 0.00001	 0.00001		195.228240	-2780.591731
42042	 0.00007	 0.00014	 0.00001	 0.00012	 0.01630	 0.00001	 0.00001		198.593325	-2857.902263
43043	 0.00010	 0.00010	 0.00001	 0.00007	 0.01758	 0.00001	 0.00001		201.319011	-2798.174270
44044	 0.00008	 0.00026	 0.00001	 0.00008	 0.01902	 0.00001	 0.00001		193.649603	-2719.562407
45045	 0.00004	 0.00009	 0.00001	 0.00003	 0.01777	 0.00000	 0.00000		212.767934	-2838.149622
46046	 0.00003	 0.00010	 0.00000	 0.00006	 0.01775	 0.00000	 0.00000		203.717118	-2818.287788
47047	 0.00002	 0.00004	 0.00000	 0.00008	 0.01621	 0.00000	 0.00000		210.230193	-2939.542710
48048	 0.00004	 0.00005	 0.00001	 0.00009	 0.01720	 0.00000	 0.00000		207.872598	-2803.599757
49049	 0.00003	 0.00010	 0.00001	 0.00004	 0.01646	 0.00000	 0.00000		214.503659	-2803.750559
50050	 0.00006	 0.00007	 0.00001	 0.00016	 0.01766	 0.00000	 0.00000		198.371972	-2822.014031
51051	 0.00004	 0.00009	 0.00001	 0.00015	 0.01672	 0.00000	 0.00000		203.150176	-2828.260513
52052	 0.00022	 0.00021	 0.00003	 0.00012	 0.02014	 0.00001	 0.00001		189.964078	-2742.090935
53053	 0.00004	 0.00008	 0.00001	 0.00010	 0.01589	 0.00000	 0.00000		201.818894	-2793.452883
54054	 0.00005	 0.00010	 0.00001	 0.00006	 0.01716	 0.00000	 0.00000		205.790570	-2818.336825
55055	 0.00003	 0.00004	 0.00001	 0.00004	 0.01816	 0.00000	 0.00000		212.902405	-2727.733399
56056	 0.00006	 0.00010	 0.00001	 0.00004	 0.01783	 0.00000	 0.00000		206.235513	-2764.600684
57057	 0.00006	 0.00012	 0.00001	 0.00006	 0.01746	 0.00000	 0.00001		208.398104	-2731.858426
58058	 0.00005	 0.00010	 0.00001	 0.00003	 0.01667	 0.00000	 0.00000		217.056798	-2830.497201
59059	 0.00006	 0.00013	 0.00001	 0.00012	 0.01830	 0.00000	 0.00000		200.815051	-2789.332575
60060	 0.00004	 0.00004	 0.00001	 0.00004	 0.01956	 0.00000	 0.00000		218.575467	-2776.869284
61061	 0.00003	 0.00007	 0.00001	 0.00009	 0.01726	 0.00000	 0.00000		209.663187	-2782.779312
