Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00004	 0.00000	 0.00012	 0.01714	 0.00000	 0.00000		213.422112	-2563.034698
1001	 0.00000	 0.00005	 0.00000	 0.00006	 0.01665	 0.00000	 0.00000		217.108828	-2579.929019
2002	 0.00000	 0.00001	 0.00000	 0.00008	 0.01736	 0.00000	 0.00000		221.583906	-2613.288068
3003	 0.00001	 0.00004	 0.00000	 0.00004	 0.01706	 0.00000	 0.00000		217.762046	-2581.787057
4004	 0.00000	 0.00001	 0.00000	 0.00021	 0.01628	 0.00000	 0.00000		229.918974	-2544.372952
5005	 0.00000	 0.00001	 0.00000	 0.00004	 0.01637	 0.00000	 0.00000		227.825026	-2595.050274
6006	 0.00000	 0.00003	 0.00000	 0.00008	 0.01649	 0.00000	 0.00000		219.037604	-2606.413459
7007	 0.00000	 0.00001	 0.00000	 0.00003	 0.01583	 0.00000	 0.00000		243.784491	-2558.808174
8008	 0.00000	 0.00004	 0.00000	 0.00005	 0.01657	 0.00000	 0.00000		221.088625	-2547.961467
9009	 0.00001	 0.00006	 0.00000	 0.00010	 0.01652	 0.00000	 0.00000		208.389756	-2631.236242
10010	 0.00001	 0.00002	 0.00000	 0.00003	 0.01815	 0.00000	 0.00000		217.671397	-2545.570763
11011	 0.00000	 0.00003	 0.00000	 0.00006	 0.01669	 0.00000	 0.00000		218.486783	-2638.855131
12012	 0.00001	 0.00001	 0.00000	 0.00006	 0.01594	 0.00000	 0.00000		229.528660	-2602.842624
13013	 0.00000	 0.00004	 0.00000	 0.00005	 0.01654	 0.00000	 0.00000		223.270555	-2633.851494
14014	 0.00000	 0.00001	 0.00000	 0.00004	 0.01618	 0.00000	 0.00000		234.607884	-2599.791657
15015	 0.00001	 0.00008	 0.00000	 0.00004	 0.01889	 0.00000	 0.00000		210.950454	-2545.949330
16016	 0.00001	 0.00002	 0.00000	 0.00001	 0.01644	 0.00000	 0.00000		229.490600	-2558.686213
