Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00003	 0.01181	 0.01624	 0.00000	 0.00000	 0.01391		161.125451	-7188.949252
1001	 0.00004	 0.00010	 0.01340	 0.01654	 0.00000	 0.00000	 0.01575		152.346804	-7248.692427
2002	 0.00005	 0.00013	 0.01080	 0.01689	 0.00000	 0.00000	 0.01401		154.894396	-7301.896942
3003	 0.00004	 0.00027	 0.01248	 0.01647	 0.00000	 0.00000	 0.01418		151.141942	-7311.723130
4004	 0.00003	 0.00006	 0.01161	 0.01706	 0.00000	 0.00000	 0.01412		161.959386	-7269.765743
5005	 0.00001	 0.00009	 0.01262	 0.01602	 0.00000	 0.00000	 0.01395		157.177537	-7240.336877
6006	 0.00005	 0.00006	 0.01244	 0.01545	 0.00000	 0.00000	 0.01402		159.844813	-7293.552706
7007	 0.00011	 0.00008	 0.01233	 0.01593	 0.00000	 0.00000	 0.01324		156.201255	-7400.087095
8008	 0.00011	 0.00024	 0.01211	 0.01713	 0.00000	 0.00001	 0.01511		148.351984	-7265.707578
9009	 0.00004	 0.00009	 0.01457	 0.01666	 0.00000	 0.00000	 0.01280		159.485821	-7391.119288
10010	 0.00005	 0.00021	 0.01271	 0.01678	 0.00000	 0.00000	 0.01499		149.978190	-7282.769928
11011	 0.00007	 0.00012	 0.01370	 0.01684	 0.00000	 0.00000	 0.01476		154.781151	-7303.847798
12012	 0.00007	 0.00018	 0.01165	 0.01648	 0.00000	 0.00000	 0.01519		149.526918	-7450.136019
13013	 0.00008	 0.00020	 0.01158	 0.01712	 0.00000	 0.00001	 0.01480		151.237758	-7193.574257
14014	 0.00007	 0.00015	 0.01226	 0.01642	 0.00000	 0.00000	 0.01449		146.377608	-7325.785648
15015	 0.00003	 0.00003	 0.01322	 0.01620	 0.00000	 0.00000	 0.01431		158.369560	-7207.765144
16016	 0.00008	 0.00020	 0.01177	 0.01789	 0.00000	 0.00000	 0.01449		147.531341	-7316.705593
17017	 0.00004	 0.00005	 0.01385	 0.01712	 0.00000	 0.00000	 0.01490		158.176341	-7283.568219
18018	 0.00003	 0.00006	 0.01305	 0.01606	 0.00000	 0.00000	 0.01459		163.500769	-7223.196442
19019	 0.00007	 0.00006	 0.01312	 0.01598	 0.00000	 0.00000	 0.01611		150.673274	-7334.250991
20020	 0.00007	 0.00011	 0.01024	 0.01701	 0.00000	 0.00000	 0.01409		155.422608	-7255.962067
21021	 0.00004	 0.00018	 0.01209	 0.01460	 0.00000	 0.00000	 0.01366		159.634843	-7278.152230
22022	 0.00005	 0.00011	 0.01342	 0.01716	 0.00000	 0.00000	 0.01525		154.338836	-7304.327204
23023	 0.00003	 0.00004	 0.01322	 0.01778	 0.00000	 0.00000	 0.01447		152.031839	-7233.879605
24024	 0.00002	 0.00004	 0.01244	 0.01659	 0.00000	 0.00000	 0.01274		162.878848	-7238.469581
25025	 0.00004	 0.00007	 0.01372	 0.01691	 0.00000	 0.00000	 0.01594		152.117639	-7218.620883
26026	 0.00002	 0.00008	 0.01314	 0.01589	 0.00000	 0.00000	 0.01500		165.506969	-7184.576641
27027	 0.00002	 0.00006	 0.01351	 0.01500	 0.00000	 0.00000	 0.01376		163.466892	-7325.593495
