Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00006	 0.00012	 0.00002	 0.00004	 0.02508	 0.00000	 0.00001		214.497878	-3839.007253
1001	 0.00006	 0.00015	 0.00002	 0.00008	 0.02263	 0.00001	 0.00001		195.284821	-3866.617288
2002	 0.00008	 0.00019	 0.00003	 0.00012	 0.02512	 0.00001	 0.00001		180.728535	-3974.197502
3003	 0.00010	 0.00012	 0.00003	 0.00009	 0.02457	 0.00001	 0.00001		191.800435	-3896.387571
4004	 0.00007	 0.00017	 0.00003	 0.00018	 0.02507	 0.00001	 0.00001		190.218359	-3911.311173
5005	 0.00009	 0.00018	 0.00003	 0.00029	 0.02475	 0.00001	 0.00001		181.412077	-3887.776715
6006	 0.00011	 0.00029	 0.00003	 0.00009	 0.02387	 0.00001	 0.00001		184.508776	-3888.712541
7007	 0.00010	 0.00015	 0.00003	 0.00017	 0.02601	 0.00001	 0.00001		185.512905	-3834.341643
8008	 0.00009	 0.00021	 0.00004	 0.00030	 0.02322	 0.00001	 0.00001		185.363755	-3970.920400
9009	 0.00006	 0.00010	 0.00002	 0.00012	 0.02499	 0.00000	 0.00001		196.560944	-3874.526574
10010	 0.00004	 0.00013	 0.00001	 0.00002	 0.02490	 0.00000	 0.00000		191.082859	-3931.685355
11011	 0.00002	 0.00005	 0.00001	 0.00002	 0.02506	 0.00000	 0.00000		227.649072	-3918.672987
12012	 0.00004	 0.00008	 0.00001	 0.00003	 0.02499	 0.00000	 0.00000		210.002466	-3825.803240
13013	 0.00002	 0.00004	 0.00000	 0.00005	 0.02541	 0.00000	 0.00000		211.622534	-3901.129500
14014	 0.00003	 0.00006	 0.00001	 0.00015	 0.02533	 0.00000	 0.00000		194.421822	-4000.637175
15015	 0.00004	 0.00014	 0.00001	 0.00009	 0.02596	 0.00000	 0.00000		189.689093	-3829.165962
16016	 0.00002	 0.00006	 0.00001	 0.00011	 0.02438	 0.00000	 0.00000		198.198194	-3960.961068
17017	 0.00003	 0.00005	 0.00001	 0.00003	 0.02399	 0.00000	 0.00000		219.455080	-3820.013493
18018	 0.00001	 0.00002	 0.00000	 0.00002	 0.02553	 0.00000	 0.00000		229.905923	-3928.094522
19019	 0.00002	 0.00003	 0.00001	 0.00002	 0.02558	 0.00000	 0.00000		229.007204	-3847.525034
20020	 0.00006	 0.00010	 0.00001	 0.00004	 0.02409	 0.00000	 0.00000		190.311017	-3985.133382
21021	 0.00003	 0.00005	 0.00001	 0.00005	 0.02640	 0.00000	 0.00000		207.990409	-3885.620450
22022	 0.00002	 0.00006	 0.00001	 0.00005	 0.02556	 0.00000	 0.00000		213.028186	-3914.945516
23023	 0.00003	 0.00008	 0.00001	 0.00006	 0.02396	 0.00000	 0.00000		202.676416	-3980.044094
24024	 0.00003	 0.00013	 0.00001	 0.00003	 0.02590	 0.00000	 0.00000		213.855784	-3775.751077
25025	 0.00003	 0.00010	 0.00001	 0.00002	 0.02552	 0.00000	 0.00000		211.181516	-3834.471891
26026	 0.00003	 0.00004	 0.00001	 0.00004	 0.02364	 0.00000	 0.00000		215.042076	-3980.158839
27027	 0.00002	 0.00004	 0.00001	 0.00009	 0.02542	 0.00000	 0.00000		207.049788	-3813.738947
28028	 0.00003	 0.00007	 0.00001	 0.00010	 0.02452	 0.00000	 0.00001		207.835653	-3874.742650
29029	 0.00004	 0.00007	 0.00002	 0.00007	 0.02697	 0.00000	 0.00001		213.467592	-3722.225826
30030	 0.00005	 0.00018	 0.00003	 0.00031	 0.02377	 0.00001	 0.00001		190.321097	-3892.672972
31031	 0.00005	 0.00008	 0.00002	 0.00021	 0.02643	 0.00000	 0.00001		199.654377	-3902.696919
32032	 0.00006	 0.00016	 0.00003	 0.00054	 0.02508	 0.00001	 0.00001		187.592878	-3962.799905
33033	 0.00004	 0.00013	 0.00002	 0.00014	 0.02241	 0.00000	 0.00001		197.237609	-3902.707298
34034	 0.00007	 0.00016	 0.00004	 0.00010	 0.02411	 0.00001	 0.00001		199.440545	-3788.845083
35035	 0.00011	 0.00017	 0.00005	 0.00025	 0.02361	 0.00001	 0.00002		190.458256	-3873.459294
36036	 0.00018	 0.00036	 0.00009	 0.00032	 0.02291	 0.00002	 0.00003		183.977940	-3889.174162
37037	 0.00012	 0.00032	 0.00006	 0.00026	 0.02409	 0.00001	 0.00002		187.185657	-3854.835289
38038	 0.00022	 0.00024	 0.00007	 0.00041	 0.02379	 0.00002	 0.00003		184.571255	-3883.189051
39039	 0.00009	 0.00024	 0.00005	 0.00025	 0.02591	 0.00001	 0.00002		186.516201	-3984.173120
40040	 0.00005	 0.00009	 0.00002	 0.00011	 0.02552	 0.00000	 0.00001		208.997701	-3914.266177
41041	 0.00004	 0.00010	 0.00002	 0.00012	 0.02580	 0.00000	 0.00001		202.234534	-3931.731231
42042	 0.00002	 0.00003	 0.00001	 0.00007	 0.02625	 0.00000	 0.00000		216.786731	-3930.720143
43043	 0.00003	 0.00004	 0.00002	 0.00014	 0.02564	 0.00000	 0.00000		205.344952	-3818.912218
44044	 0.00009	 0.00014	 0.00003	 0.00033	 0.02634	 0.00001	 0.00001		184.285327	-3862.060043
45045	 0.00007	 0.00016	 0.00002	 0.00009	 0.02661	 0.00000	 0.00001		197.099392	-3849.656010
46046	 0.00007	 0.00017	 0.00003	 0.00017	 0.02573	 0.00001	 0.00001		191.239538	-3866.401107
47047	 0.00004	 0.00006	 0.00001	 0.00003	 0.02526	 0.00000	 0.00000		205.374008	-4023.125879
48048	 0.00004	 0.00008	 0.00001	 0.00003	 0.02454	 0.00000	 0.00000		203.267506	-3985.043703
49049	 0.00005	 0.00011	 0.00002	 0.00007	 0.02634	 0.00000	 0.00001		194.517631	-3893.661956
50050	 0.00017	 0.00047	 0.00004	 0.00005	 0.02254	 0.00001	 0.00001		188.860494	-3895.914008
51051	 0.00013	 0.00025	 0.00004	 0.00014	 0.02410	 0.00001	 0.00001		185.733518	-3898.078360
52052	 0.00012	 0.00031	 0.00003	 0.00006	 0.02647	 0.00001	 0.00001		180.867668	-3954.239715
53053	 0.00005	 0.00009	 0.00001	 0.00005	 0.02432	 0.00000	 0.00000		199.485674	-4029.156662
54054	 0.00007	 0.00020	 0.00002	 0.00016	 0.02470	 0.00001	 0.00001		183.133484	-3919.908755
55055	 0.00004	 0.00010	 0.00002	 0.00014	 0.02373	 0.00000	 0.00001		198.418320	-3907.823355
