Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00006	 0.00012	 0.00002	 0.00013	 0.01813	 0.00001	 0.00001		200.194557	-2858.683787
1001	 0.00012	 0.00017	 0.00005	 0.00017	 0.01762	 0.00001	 0.00002		190.617094	-2807.819493
2002	 0.00014	 0.00017	 0.00004	 0.00014	 0.01935	 0.00002	 0.00002		197.014962	-2795.221424
3003	 0.00014	 0.00016	 0.00003	 0.00005	 0.01811	 0.00001	 0.00001		191.586365	-2839.083270
4004	 0.00006	 0.00007	 0.00002	 0.00004	 0.01806	 0.00001	 0.00001		217.051037	-2809.465056
5005	 0.00008	 0.00009	 0.00002	 0.00012	 0.01943	 0.00001	 0.00001		200.467606	-2800.132610
6006	 0.00004	 0.00006	 0.00001	 0.00025	 0.01759	 0.00000	 0.00001		217.165838	-2832.832587
7007	 0.00012	 0.00018	 0.00004	 0.00005	 0.02000	 0.00001	 0.00002		196.722173	-2808.975554
8008	 0.00003	 0.00006	 0.00001	 0.00026	 0.01704	 0.00000	 0.00001		214.507274	-2925.666888
9009	 0.00006	 0.00006	 0.00003	 0.00028	 0.01895	 0.00001	 0.00001		210.473586	-2819.611922
10010	 0.00005	 0.00007	 0.00001	 0.00005	 0.01848	 0.00001	 0.00001		212.483307	-2769.519228
11011	 0.00003	 0.00005	 0.00001	 0.00005	 0.01853	 0.00000	 0.00000		217.811190	-2827.820492
12012	 0.00008	 0.00014	 0.00002	 0.00008	 0.01816	 0.00001	 0.00001		199.094953	-2808.765781
13013	 0.00009	 0.00018	 0.00002	 0.00019	 0.01779	 0.00001	 0.00001		197.331739	-2793.616632
14014	 0.00013	 0.00028	 0.00003	 0.00021	 0.01786	 0.00001	 0.00002		191.965626	-2865.210727
15015	 0.00005	 0.00008	 0.00003	 0.00017	 0.01631	 0.00001	 0.00001		218.277273	-2762.990271
16016	 0.00007	 0.00008	 0.00003	 0.00015	 0.02007	 0.00001	 0.00001		209.363849	-2763.184752
17017	 0.00007	 0.00012	 0.00002	 0.00032	 0.01732	 0.00001	 0.00001		202.921171	-2848.031686
18018	 0.00006	 0.00009	 0.00002	 0.00010	 0.01962	 0.00001	 0.00001		204.650288	-2777.995119
19019	 0.00005	 0.00011	 0.00002	 0.00006	 0.01728	 0.00001	 0.00001		206.209250	-2834.471056
20020	 0.00006	 0.00010	 0.00002	 0.00006	 0.01822	 0.00001	 0.00001		207.701652	-2775.412453
21021	 0.00005	 0.00012	 0.00002	 0.00007	 0.01893	 0.00001	 0.00001		198.029300	-2828.703805
22022	 0.00007	 0.00015	 0.00002	 0.00008	 0.01858	 0.00001	 0.00001		202.137201	-2897.546568
23023	 0.00005	 0.00007	 0.00001	 0.00004	 0.01958	 0.00001	 0.00001		209.121553	-2846.925122
24024	 0.00008	 0.00015	 0.00002	 0.00005	 0.01946	 0.00001	 0.00001		195.390220	-2795.384165
25025	 0.00006	 0.00012	 0.00002	 0.00012	 0.01864	 0.00001	 0.00001		198.480946	-2832.070545
26026	 0.00005	 0.00010	 0.00002	 0.00039	 0.01834	 0.00001	 0.00001		204.010355	-2836.546324
27027	 0.00004	 0.00007	 0.00001	 0.00016	 0.01968	 0.00000	 0.00001		213.100591	-2798.536618
28028	 0.00004	 0.00008	 0.00001	 0.00008	 0.01960	 0.00000	 0.00001		205.900432	-2907.721847
