Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00008	 0.00009	 0.00004	 0.00013	 0.02430	 0.00001	 0.00001		206.520357	-3633.706033
1001	 0.00013	 0.00015	 0.00004	 0.00013	 0.02304	 0.00001	 0.00001		193.288583	-3743.709857
2002	 0.00009	 0.00014	 0.00005	 0.00023	 0.02378	 0.00001	 0.00002		195.704706	-3687.924446
3003	 0.00005	 0.00009	 0.00002	 0.00034	 0.02325	 0.00000	 0.00001		193.356866	-3844.129549
4004	 0.00002	 0.00002	 0.00002	 0.00010	 0.02194	 0.00000	 0.00001		224.550878	-3702.701888
5005	 0.00001	 0.00002	 0.00002	 0.00012	 0.02121	 0.00000	 0.00001		226.704264	-3774.266800
6006	 0.00002	 0.00002	 0.00001	 0.00006	 0.02298	 0.00000	 0.00000		228.129531	-3681.911928
7007	 0.00002	 0.00003	 0.00001	 0.00010	 0.02443	 0.00000	 0.00000		212.645772	-3826.429376
8008	 0.00003	 0.00004	 0.00001	 0.00008	 0.02429	 0.00000	 0.00000		209.974805	-3672.725033
9009	 0.00002	 0.00004	 0.00001	 0.00005	 0.02506	 0.00000	 0.00000		210.422786	-3694.764574
10010	 0.00003	 0.00004	 0.00001	 0.00010	 0.02367	 0.00000	 0.00000		204.208384	-3749.494112
11011	 0.00002	 0.00002	 0.00000	 0.00002	 0.02392	 0.00000	 0.00000		235.107565	-3650.746707
12012	 0.00001	 0.00001	 0.00000	 0.00005	 0.02342	 0.00000	 0.00000		214.010396	-3696.466671
13013	 0.00000	 0.00001	 0.00000	 0.00003	 0.02380	 0.00000	 0.00000		228.599712	-3697.829931
14014	 0.00001	 0.00001	 0.00000	 0.00009	 0.02377	 0.00000	 0.00000		225.111292	-3688.190371
15015	 0.00000	 0.00001	 0.00000	 0.00003	 0.02401	 0.00000	 0.00000		235.649984	-3730.553278
16016	 0.00000	 0.00001	 0.00000	 0.00011	 0.02532	 0.00000	 0.00000		231.049979	-3716.829269
17017	 0.00000	 0.00000	 0.00000	 0.00024	 0.02413	 0.00000	 0.00000		229.656116	-3807.823622
18018	 0.00000	 0.00001	 0.00000	 0.00009	 0.02322	 0.00000	 0.00000		226.714349	-3820.060170
19019	 0.00001	 0.00001	 0.00000	 0.00015	 0.02244	 0.00000	 0.00000		216.084494	-3804.045058
20020	 0.00001	 0.00001	 0.00000	 0.00007	 0.02362	 0.00000	 0.00000		226.220936	-3702.292634
21021	 0.00001	 0.00001	 0.00000	 0.00003	 0.02209	 0.00000	 0.00000		219.473344	-3758.887369
22022	 0.00001	 0.00001	 0.00000	 0.00002	 0.02288	 0.00000	 0.00000		234.687917	-3818.754264
23023	 0.00001	 0.00001	 0.00000	 0.00014	 0.02230	 0.00000	 0.00000		223.074595	-3774.331254
24024	 0.00001	 0.00001	 0.00000	 0.00008	 0.02365	 0.00000	 0.00000		212.362738	-3656.348773
25025	 0.00001	 0.00001	 0.00000	 0.00002	 0.02440	 0.00000	 0.00000		233.531567	-3628.966659
26026	 0.00001	 0.00001	 0.00000	 0.00005	 0.02578	 0.00000	 0.00000		227.424277	-3568.994951
27027	 0.00001	 0.00002	 0.00001	 0.00007	 0.02396	 0.00000	 0.00000		219.166991	-3729.040343
28028	 0.00006	 0.00007	 0.00002	 0.00002	 0.02250	 0.00000	 0.00000		212.219998	-3754.758060
29029	 0.00005	 0.00007	 0.00001	 0.00006	 0.02376	 0.00000	 0.00001		205.667193	-3706.752340
30030	 0.00022	 0.00013	 0.00004	 0.00007	 0.02257	 0.00001	 0.00001		200.623370	-3716.109886
31031	 0.00019	 0.00028	 0.00007	 0.00044	 0.02369	 0.00002	 0.00002		178.835897	-3723.846798
32032	 0.00036	 0.00058	 0.00011	 0.00027	 0.02347	 0.00003	 0.00004		178.154270	-3811.404563
33033	 0.00008	 0.00011	 0.00003	 0.00011	 0.02397	 0.00001	 0.00001		207.887607	-3693.251406
34034	 0.00006	 0.00010	 0.00005	 0.00019	 0.02471	 0.00000	 0.00002		202.100177	-3678.749873
35035	 0.00004	 0.00005	 0.00003	 0.00030	 0.02480	 0.00000	 0.00001		207.546582	-3792.304997
36036	 0.00007	 0.00010	 0.00005	 0.00053	 0.02393	 0.00000	 0.00002		186.852960	-3703.567475
37037	 0.00006	 0.00010	 0.00005	 0.00029	 0.02343	 0.00001	 0.00002		200.857756	-3629.878407
38038	 0.00017	 0.00018	 0.00009	 0.00050	 0.02352	 0.00001	 0.00003		184.384549	-3603.166359
