Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00005	 0.00002	 0.00007	 0.01295	 0.00000	 0.00001		216.097924	-2222.746108
1001	 0.00002	 0.00005	 0.00001	 0.00004	 0.01282	 0.00000	 0.00000		229.985953	-2150.992750
2002	 0.00005	 0.00007	 0.00002	 0.00004	 0.01366	 0.00001	 0.00001		219.391141	-2187.964044
3003	 0.00002	 0.00004	 0.00001	 0.00005	 0.01356	 0.00000	 0.00000		222.504462	-2212.461148
4004	 0.00005	 0.00008	 0.00003	 0.00016	 0.01289	 0.00000	 0.00001		209.698782	-2163.534150
5005	 0.00004	 0.00009	 0.00004	 0.00017	 0.01232	 0.00001	 0.00001		205.581532	-2185.322036
6006	 0.00014	 0.00014	 0.00007	 0.00012	 0.01259	 0.00001	 0.00002		201.692946	-2204.664320
7007	 0.00009	 0.00021	 0.00006	 0.00034	 0.01413	 0.00001	 0.00002		194.364634	-2057.209888
8008	 0.00002	 0.00004	 0.00002	 0.00007	 0.01401	 0.00000	 0.00001		221.626831	-2200.822461
9009	 0.00004	 0.00008	 0.00003	 0.00020	 0.01627	 0.00000	 0.00001		199.922101	-2125.317852
10010	 0.00007	 0.00008	 0.00002	 0.00005	 0.01286	 0.00001	 0.00001		215.193266	-2217.224931
11011	 0.00004	 0.00007	 0.00001	 0.00007	 0.01353	 0.00000	 0.00000		210.080188	-2150.944658
12012	 0.00001	 0.00004	 0.00001	 0.00004	 0.01284	 0.00000	 0.00000		228.344359	-2200.700274
13013	 0.00002	 0.00006	 0.00001	 0.00005	 0.01398	 0.00000	 0.00000		217.566750	-2331.851756
14014	 0.00004	 0.00009	 0.00003	 0.00010	 0.01363	 0.00000	 0.00001		214.348306	-2131.607339
15015	 0.00011	 0.00021	 0.00004	 0.00014	 0.01476	 0.00001	 0.00001		194.607171	-2211.094407
16016	 0.00010	 0.00014	 0.00004	 0.00008	 0.01417	 0.00001	 0.00001		199.998523	-2229.167657
17017	 0.00007	 0.00009	 0.00002	 0.00006	 0.01477	 0.00001	 0.00001		211.365168	-2169.400225
18018	 0.00003	 0.00004	 0.00001	 0.00019	 0.01477	 0.00000	 0.00000		220.516531	-2153.717366
19019	 0.00003	 0.00003	 0.00001	 0.00010	 0.01442	 0.00000	 0.00000		218.365386	-2181.311457
20020	 0.00001	 0.00005	 0.00000	 0.00005	 0.01464	 0.00000	 0.00000		216.402142	-2241.454118
21021	 0.00001	 0.00002	 0.00000	 0.00007	 0.01282	 0.00000	 0.00000		226.222034	-2187.387166
22022	 0.00001	 0.00003	 0.00001	 0.00006	 0.01349	 0.00000	 0.00000		225.489761	-2205.940827
23023	 0.00001	 0.00002	 0.00001	 0.00016	 0.01395	 0.00000	 0.00000		219.654126	-2177.964716
24024	 0.00001	 0.00004	 0.00001	 0.00011	 0.01473	 0.00000	 0.00000		222.300017	-2152.489062
25025	 0.00000	 0.00001	 0.00000	 0.00006	 0.01255	 0.00000	 0.00000		240.955764	-2242.812473
26026	 0.00001	 0.00004	 0.00000	 0.00009	 0.01293	 0.00000	 0.00000		219.102562	-2230.113891
27027	 0.00001	 0.00002	 0.00000	 0.00003	 0.01466	 0.00000	 0.00000		222.486513	-2216.671827
28028	 0.00001	 0.00002	 0.00000	 0.00008	 0.01462	 0.00000	 0.00000		220.918224	-2182.703149
29029	 0.00001	 0.00001	 0.00000	 0.00015	 0.01339	 0.00000	 0.00000		240.937105	-2166.885732
30030	 0.00001	 0.00001	 0.00000	 0.00004	 0.01386	 0.00000	 0.00000		235.420713	-2247.989735
31031	 0.00003	 0.00003	 0.00002	 0.00008	 0.01241	 0.00000	 0.00001		223.561296	-2160.475902
32032	 0.00003	 0.00009	 0.00001	 0.00007	 0.01467	 0.00000	 0.00001		218.252865	-2111.352217
33033	 0.00002	 0.00003	 0.00001	 0.00009	 0.01448	 0.00000	 0.00000		218.243809	-2159.310912
34034	 0.00003	 0.00006	 0.00001	 0.00004	 0.01405	 0.00000	 0.00000		218.935749	-2187.575148
