Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00012	 0.00018	 0.00005	 0.00012	 0.01115	 0.00001	 0.00002		213.108116	-1923.342862
1001	 0.00022	 0.00029	 0.00006	 0.00026	 0.01261	 0.00001	 0.00002		189.955880	-1998.089668
2002	 0.00008	 0.00014	 0.00005	 0.00025	 0.01171	 0.00001	 0.00002		204.755747	-2032.891791
3003	 0.00009	 0.00015	 0.00004	 0.00020	 0.01199	 0.00001	 0.00001		198.366122	-2038.188365
4004	 0.00005	 0.00005	 0.00006	 0.00037	 0.01061	 0.00000	 0.00002		208.008899	-1961.611355
5005	 0.00010	 0.00034	 0.00015	 0.00055	 0.01131	 0.00001	 0.00004		187.371873	-1973.585300
6006	 0.00002	 0.00003	 0.00004	 0.00052	 0.01262	 0.00000	 0.00001		206.196269	-1916.822367
7007	 0.00003	 0.00005	 0.00005	 0.00030	 0.01340	 0.00000	 0.00001		205.962927	-1965.641117
8008	 0.00002	 0.00004	 0.00002	 0.00009	 0.01173	 0.00000	 0.00001		226.985363	-1962.788773
9009	 0.00006	 0.00013	 0.00003	 0.00011	 0.01217	 0.00001	 0.00001		204.824069	-1974.324422
10010	 0.00013	 0.00032	 0.00006	 0.00013	 0.01159	 0.00001	 0.00002		197.476399	-1943.212065
11011	 0.00006	 0.00012	 0.00004	 0.00016	 0.01176	 0.00001	 0.00001		205.278968	-1924.532900
12012	 0.00003	 0.00006	 0.00001	 0.00002	 0.01082	 0.00000	 0.00000		235.623691	-1995.441748
13013	 0.00004	 0.00004	 0.00002	 0.00038	 0.01228	 0.00000	 0.00001		206.557267	-1947.302264
14014	 0.00008	 0.00021	 0.00004	 0.00030	 0.01158	 0.00001	 0.00001		190.051356	-2019.452200
15015	 0.00007	 0.00016	 0.00006	 0.00034	 0.00998	 0.00000	 0.00002		193.582007	-2039.044292
16016	 0.00011	 0.00017	 0.00004	 0.00016	 0.01110	 0.00001	 0.00002		205.053105	-1979.899009
17017	 0.00008	 0.00027	 0.00004	 0.00010	 0.01074	 0.00001	 0.00001		198.090055	-2000.566201
18018	 0.00004	 0.00009	 0.00002	 0.00013	 0.01311	 0.00000	 0.00001		212.470775	-1954.706082
19019	 0.00002	 0.00008	 0.00002	 0.00013	 0.01158	 0.00000	 0.00000		208.084475	-1897.018699
20020	 0.00004	 0.00008	 0.00002	 0.00026	 0.01235	 0.00000	 0.00001		207.662621	-1970.751950
21021	 0.00003	 0.00007	 0.00001	 0.00035	 0.01128	 0.00000	 0.00000		195.872978	-2059.953316
22022	 0.00004	 0.00011	 0.00002	 0.00037	 0.01000	 0.00000	 0.00001		195.926596	-2022.497013
23023	 0.00002	 0.00003	 0.00001	 0.00011	 0.01149	 0.00000	 0.00000		208.031061	-2039.037164
24024	 0.00000	 0.00001	 0.00000	 0.00002	 0.01162	 0.00000	 0.00000		245.990262	-1996.301402
25025	 0.00000	 0.00002	 0.00000	 0.00003	 0.01200	 0.00000	 0.00000		233.061131	-1997.962135
26026	 0.00001	 0.00001	 0.00000	 0.00023	 0.01232	 0.00000	 0.00000		231.522078	-1976.240387
27027	 0.00000	 0.00001	 0.00000	 0.00012	 0.01193	 0.00000	 0.00000		232.318474	-1964.098814
28028	 0.00001	 0.00003	 0.00001	 0.00027	 0.01268	 0.00000	 0.00000		209.178549	-2011.153006
29029	 0.00001	 0.00000	 0.00000	 0.00007	 0.01233	 0.00000	 0.00000		237.782050	-2029.156244
30030	 0.00001	 0.00001	 0.00000	 0.00014	 0.01235	 0.00000	 0.00000		225.423065	-1926.935399
31031	 0.00000	 0.00001	 0.00000	 0.00001	 0.01106	 0.00000	 0.00000		249.335171	-1998.622169
32032	 0.00001	 0.00001	 0.00000	 0.00014	 0.01201	 0.00000	 0.00000		231.364767	-1962.326150
33033	 0.00001	 0.00001	 0.00000	 0.00006	 0.01245	 0.00000	 0.00000		235.230832	-1933.901136
34034	 0.00000	 0.00001	 0.00000	 0.00005	 0.01212	 0.00000	 0.00000		236.173357	-2022.964869
35035	 0.00001	 0.00003	 0.00001	 0.00008	 0.01235	 0.00000	 0.00000		219.318884	-1949.310900
36036	 0.00001	 0.00011	 0.00001	 0.00006	 0.01298	 0.00000	 0.00000		207.806963	-2032.089435
37037	 0.00004	 0.00006	 0.00001	 0.00005	 0.01175	 0.00000	 0.00000		207.220022	-1985.298958
38038	 0.00001	 0.00005	 0.00001	 0.00004	 0.01052	 0.00000	 0.00000		224.880638	-2047.814877
39039	 0.00003	 0.00008	 0.00002	 0.00010	 0.01237	 0.00000	 0.00001		208.352725	-1943.618987
40040	 0.00007	 0.00017	 0.00005	 0.00033	 0.01158	 0.00001	 0.00001		196.726282	-2009.296724
41041	 0.00013	 0.00022	 0.00004	 0.00014	 0.01082	 0.00001	 0.00001		197.521045	-2023.606056
42042	 0.00004	 0.00007	 0.00002	 0.00008	 0.01044	 0.00000	 0.00001		215.437254	-1965.022357
43043	 0.00003	 0.00003	 0.00001	 0.00005	 0.01157	 0.00000	 0.00000		224.026680	-1963.990211
44044	 0.00005	 0.00008	 0.00002	 0.00022	 0.01192	 0.00000	 0.00000		201.047564	-1993.521884
45045	 0.00010	 0.00033	 0.00004	 0.00011	 0.01140	 0.00001	 0.00002		206.732613	-1959.412927
46046	 0.00009	 0.00016	 0.00002	 0.00015	 0.01114	 0.00001	 0.00001		195.420966	-2030.477403
47047	 0.00009	 0.00012	 0.00004	 0.00012	 0.01136	 0.00001	 0.00001		204.593470	-1956.830265
48048	 0.00010	 0.00016	 0.00004	 0.00014	 0.01080	 0.00001	 0.00001		202.904950	-2023.273769
49049	 0.00008	 0.00013	 0.00005	 0.00006	 0.01117	 0.00001	 0.00001		199.971604	-1909.414970
50050	 0.00009	 0.00011	 0.00002	 0.00022	 0.01229	 0.00001	 0.00001		199.108788	-1986.869148
51051	 0.00007	 0.00037	 0.00005	 0.00004	 0.01233	 0.00001	 0.00001		208.084670	-2024.897184
52052	 0.00018	 0.00027	 0.00006	 0.00007	 0.01082	 0.00001	 0.00002		199.699492	-1978.718582
53053	 0.00005	 0.00014	 0.00002	 0.00014	 0.01234	 0.00000	 0.00001		200.686173	-2010.814148
54054	 0.00004	 0.00011	 0.00002	 0.00013	 0.01233	 0.00000	 0.00001		204.640017	-1998.792127
55055	 0.00005	 0.00014	 0.00002	 0.00013	 0.01284	 0.00000	 0.00001		201.578591	-1949.590138
56056	 0.00002	 0.00002	 0.00001	 0.00007	 0.01219	 0.00000	 0.00000		221.858687	-1953.792583
57057	 0.00002	 0.00016	 0.00001	 0.00010	 0.01202	 0.00000	 0.00000		205.550779	-1994.254458
58058	 0.00003	 0.00005	 0.00001	 0.00005	 0.01314	 0.00000	 0.00000		215.634868	-1934.523081
59059	 0.00002	 0.00004	 0.00001	 0.00003	 0.01078	 0.00000	 0.00000		219.636659	-2043.332451
60060	 0.00002	 0.00004	 0.00001	 0.00002	 0.01086	 0.00000	 0.00000		231.553227	-2013.370047
61061	 0.00009	 0.00011	 0.00003	 0.00004	 0.01213	 0.00001	 0.00001		211.562538	-1939.036255
62062	 0.00009	 0.00031	 0.00004	 0.00027	 0.01152	 0.00001	 0.00001		194.443090	-1969.565543
63063	 0.00004	 0.00009	 0.00002	 0.00006	 0.01246	 0.00000	 0.00001		217.240153	-1940.663195
64064	 0.00002	 0.00002	 0.00001	 0.00014	 0.01030	 0.00000	 0.00000		225.412013	-2048.244670
65065	 0.00002	 0.00005	 0.00000	 0.00002	 0.01271	 0.00000	 0.00000		211.421577	-1934.866305
66066	 0.00002	 0.00007	 0.00001	 0.00003	 0.01326	 0.00000	 0.00000		214.079782	-1918.143017
67067	 0.00001	 0.00004	 0.00000	 0.00003	 0.01266	 0.00000	 0.00000		212.771982	-2045.229119
68068	 0.00002	 0.00008	 0.00001	 0.00017	 0.01219	 0.00000	 0.00000		202.829482	-1913.523493
69069	 0.00002	 0.00008	 0.00001	 0.00009	 0.01225	 0.00000	 0.00000		209.860942	-2021.547526
70070	 0.00003	 0.00008	 0.00002	 0.00020	 0.01351	 0.00000	 0.00001		207.132167	-1965.274713
71071	 0.00005	 0.00005	 0.00003	 0.00032	 0.01296	 0.00001	 0.00001		207.765662	-2013.719883
72072	 0.00007	 0.00015	 0.00002	 0.00009	 0.01040	 0.00001	 0.00001		200.426929	-2074.764562
73073	 0.00004	 0.00005	 0.00001	 0.00012	 0.00968	 0.00000	 0.00000		208.987484	-2076.406149
74074	 0.00006	 0.00008	 0.00001	 0.00005	 0.01082	 0.00000	 0.00000		209.861912	-1987.152312
75075	 0.00005	 0.00020	 0.00004	 0.00008	 0.01082	 0.00001	 0.00001		200.052957	-2006.745256
