Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	Data-ld-ln	Full-ld-ln
0	 0.00016	 0.00008	 0.00002	 0.00007	 0.00459	 0.00001	 0.00001		224.008274	-978.687934
1001	 0.00010	 0.00010	 0.00002	 0.00017	 0.00451	 0.00001	 0.00001		216.808004	-964.127460
2002	 0.00016	 0.00005	 0.00002	 0.00015	 0.00524	 0.00001	 0.00001		225.534788	-886.626177
3003	 0.00004	 0.00002	 0.00001	 0.00007	 0.00490	 0.00000	 0.00001		244.927764	-900.440604
4004	 0.00020	 0.00007	 0.00003	 0.00010	 0.00536	 0.00001	 0.00001		221.228875	-899.830888
5005	 0.00015	 0.00008	 0.00002	 0.00013	 0.00588	 0.00001	 0.00001		214.603965	-897.334275
6006	 0.00005	 0.00003	 0.00002	 0.00010	 0.00593	 0.00000	 0.00001		239.445157	-852.601608
7007	 0.00011	 0.00013	 0.00002	 0.00009	 0.00535	 0.00001	 0.00001		220.934485	-917.236862
8008	 0.00011	 0.00004	 0.00001	 0.00012	 0.00461	 0.00001	 0.00001		229.644927	-922.028620
9009	 0.00007	 0.00004	 0.00001	 0.00012	 0.00508	 0.00000	 0.00001		226.510502	-921.015765
10010	 0.00010	 0.00007	 0.00003	 0.00018	 0.00529	 0.00001	 0.00001		221.587535	-923.174373
11011	 0.00004	 0.00002	 0.00001	 0.00011	 0.00473	 0.00000	 0.00001		236.998646	-932.761832
12012	 0.00011	 0.00005	 0.00002	 0.00010	 0.00494	 0.00001	 0.00001		227.100124	-903.460952
13013	 0.00013	 0.00007	 0.00002	 0.00010	 0.00562	 0.00001	 0.00001		215.529446	-913.396613
14014	 0.00006	 0.00009	 0.00001	 0.00011	 0.00473	 0.00001	 0.00001		219.687171	-922.908806
15015	 0.00007	 0.00006	 0.00001	 0.00004	 0.00592	 0.00000	 0.00000		217.747843	-913.682225
16016	 0.00006	 0.00001	 0.00000	 0.00003	 0.00473	 0.00000	 0.00000		241.208998	-936.594103
17017	 0.00011	 0.00001	 0.00000	 0.00005	 0.00467	 0.00000	 0.00000		238.519962	-976.244998
18018	 0.00004	 0.00005	 0.00001	 0.00009	 0.00584	 0.00000	 0.00000		220.986124	-884.988674
19019	 0.00017	 0.00007	 0.00002	 0.00018	 0.00441	 0.00001	 0.00001		219.241582	-916.066690
20020	 0.00006	 0.00002	 0.00001	 0.00022	 0.00455	 0.00000	 0.00000		220.186972	-933.464265
21021	 0.00001	 0.00001	 0.00000	 0.00012	 0.00489	 0.00000	 0.00000		246.834403	-915.565586
22022	 0.00006	 0.00002	 0.00001	 0.00017	 0.00506	 0.00000	 0.00000		226.650554	-930.842732
23023	 0.00013	 0.00007	 0.00002	 0.00013	 0.00475	 0.00001	 0.00001		217.631884	-928.937075
24024	 0.00012	 0.00009	 0.00002	 0.00014	 0.00578	 0.00001	 0.00001		209.773861	-897.636481
